model_label,running_index,city,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,1,Wuhan,4,0.29646064066739086,0.0748449634982762,0.28223611290558925,4,0.28862012066827825,0.06994603231065583,0.2801649407965011,4,1.8714230172336102,2.038130565625636,1.2273643910884857
Gemma4-E4B,1,Xi’an,2,0.34734396969219306,0.10128972975574052,0.34734396969219306,2,0.3376994355937971,0.09091261869501677,0.3376994355937971,2,2.931260108947754,2.7611041091584045,2.931260108947754
Gemma4-E4B,1,Yangon,3,0.23407189037570472,0.04935287154733166,0.2155142430557308,3,0.23050216851999514,0.04427285036875351,0.2153603603041495,3,0.5407270491123201,0.4909671817705278,0.4831973314285278
Gemma4-E4B,1,Yerevan,4,0.23791239283944762,0.10494866412620645,0.19555262747069918,4,0.23488169248145851,0.10290329610627387,0.1942263078005748,4,1.2418375983834267,1.4568584445699915,0.6350764036178589
Gemma4-E4B,1,Zagreb,2,0.2264717868344361,0.01136358245871715,0.2264717868344361,2,0.22454026796890064,0.009948495194298357,0.22454026796890064,2,0.4524071291089058,0.4846573057895801,0.4524071291089058
Gemma4-E4B,1,Zurich,2,0.195766870935434,0.044807980898587056,0.195766870935434,2,0.19365556349371243,0.04694838205236367,0.19365556349371243,2,0.5850731059908867,0.771624007311978,0.5850731059908867
Gemma4-E4B,2,Almaty,2,0.45489233661880524,0.03228419597135557,0.45489233661880524,2,0.4164847121752625,0.04085294308043795,0.4164847121752625,2,8.706785678863525,0.15461419647566838,8.706785678863525
Gemma4-E4B,2,Amsterdam,3,0.44390347225718707,0.1981967239062905,0.3800303979059037,3,0.42033539756895905,0.1789360768156425,0.3569991848907648,3,5.237082878748575,3.835566398285336,4.759109973907471
Gemma4-E4B,2,Antwerp,3,0.4895592266443846,0.08693612306994507,0.5388801155599665,3,0.44972066488117085,0.08443895808560989,0.4685899365983272,3,8.048922220865885,3.3702825165951755,6.418190956115723
Gemma4-E4B,2,Astana,4,0.43317530129315474,0.11006583765323874,0.4335698929190363,4,0.38491595324026107,0.08511965385097803,0.3800670862551553,4,8.560981631278992,4.032764566731594,9.673861980438232
