model_label,marker_kind,eligibility,retained_labels,retained_class_count,site_kind,site_role,layer,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,8,0.24999999999999997,0.20833333333333331,0.22916666666666663,24,3,8,8,0.25,0.375,,,1002.7046508789062,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,9,0.20833333333333331,0.16666666666666666,0.1875,24,3,8,8,0.25,0.25,,,1083.4508056640625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,10,0.24999999999999997,0.29166666666666663,0.2708333333333333,24,3,8,8,0.25,0.375,,,865.1306762695312,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,11,0.20833333333333331,0.29166666666666663,0.24999999999999997,24,3,8,8,0.375,0.375,,,929.4476318359375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,12,0.29166666666666663,0.29166666666666663,0.29166666666666663,24,3,8,8,0.125,0.25,,,1083.058837890625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,13,0.3333333333333333,0.3333333333333333,0.3333333333333333,24,3,8,8,0.0,0.125,,,1220.6790771484375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,14,0.3333333333333333,0.375,0.35416666666666663,24,3,8,8,0.125,0.125,,,1225.304443359375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,15,0.41666666666666663,0.41666666666666663,0.41666666666666663,24,3,8,8,0.25,0.25,,,1366.701416015625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,16,0.49999999999999994,0.4166666666666667,0.4583333333333333,24,3,8,8,0.25,0.25,,,1221.9222412109375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,17,0.375,0.3333333333333333,0.35416666666666663,24,3,8,8,0.375,0.125,,,972.9569091796875,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,18,0.3333333333333333,0.3333333333333333,0.3333333333333333,24,3,8,8,0.25,0.25,,,1112.627197265625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,19,0.375,0.41666666666666663,0.3958333333333333,24,3,8,8,0.375,0.125,,,1033.7144775390625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,20,0.41666666666666663,0.37499999999999994,0.39583333333333326,24,3,8,8,0.375,0.25,,,1185.839111328125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,21,0.375,0.29166666666666663,0.3333333333333333,24,3,8,8,0.375,0.125,,,1157.14306640625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,22,0.3333333333333333,0.37499999999999994,0.35416666666666663,24,3,8,8,0.25,0.25,,,970.6770629882812,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,23,0.375,0.45833333333333337,0.4166666666666667,24,3,8,8,0.5,0.5,,,1166.0751953125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,24,0.4583333333333333,0.5416666666666666,0.5,24,3,8,8,0.375,0.375,,,1247.323974609375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,25,0.41666666666666663,0.4583333333333333,0.4375,24,3,8,8,0.375,0.5,,,1230.143798828125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,26,0.375,0.5,0.4375,24,3,8,8,0.375,0.625,,,1300.29833984375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,27,0.4583333333333333,0.41666666666666663,0.4375,24,3,8,8,0.375,0.375,,,1306.585693359375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,28,0.41666666666666663,0.5416666666666666,0.47916666666666663,24,3,8,8,0.5,0.375,,,1260.955810546875,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,29,0.4166666666666667,0.5,0.45833333333333337,24,3,8,8,0.375,0.5,,,1189.60205078125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,30,0.4583333333333333,0.5,0.47916666666666663,24,3,8,8,0.5,0.625,,,1178.21630859375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,31,0.41666666666666663,0.5,0.4583333333333333,24,3,8,8,0.5,0.625,,,1227.8895263671875,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,32,0.375,0.5,0.4375,24,3,8,8,0.5,0.5,,,1273.16357421875,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,33,0.33333333333333337,0.5,0.4166666666666667,24,3,8,8,0.625,0.25,,,1156.49609375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,34,0.29166666666666663,0.5,0.3958333333333333,24,3,8,8,0.625,0.375,,,1146.580322265625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,35,0.45833333333333337,0.5,0.4791666666666667,24,3,8,8,0.375,0.5,,,1034.9234619140625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,36,0.4166666666666667,0.5,0.45833333333333337,24,3,8,8,0.375,0.5,,,1058.6943359375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,37,0.4166666666666667,0.5416666666666666,0.47916666666666663,24,3,8,8,0.375,0.5,,,1216.4473876953125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,38,0.375,0.5,0.4375,24,3,8,8,0.375,0.5,,,1228.87841796875,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,39,0.375,0.4583333333333333,0.41666666666666663,24,3,8,8,0.375,0.5,,,1239.5679931640625,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,40,0.29166666666666663,0.375,0.3333333333333333,24,3,8,8,0.375,0.375,,,1248.8148193359375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,41,0.375,0.45833333333333337,0.4166666666666667,24,3,8,8,0.625,0.5,,,1182.84130859375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,0,0.1,0.2,0.15000000000000002,39,4,16,16,0.2333333333333333,0.1,0.15799885739025646,-8.013460537474817,216.378173828125,1369.4920166015625,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,1,0.1,0.15,0.125,39,4,16,16,0.36666666666666664,0.2,0.157001048213331,-8.040974480255063,220.63247680664062,1405.293017578125,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,2,0.175,0.15,0.16249999999999998,39,4,16,16,0.36666666666666664,0.13333333333333333,0.19628662130608834,-7.071093004557666,253.50973510742188,1291.5283447265624,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,3,0.15,0.2,0.175,39,4,16,16,0.4,0.16666666666666666,0.20235358823903277,-6.938890900685854,249.7069091796875,1234.0127563476562,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,4,0.25,0.175,0.2125,39,4,16,16,0.4333333333333333,0.16666666666666666,0.2562988626596696,-5.912533210171819,311.0135498046875,1213.4800231933593,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,5,0.125,0.125,0.125,39,4,16,16,0.33333333333333337,0.16666666666666666,0.20433305868251203,-6.8966136395043,220.402587890625,1078.6438049316407,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,6,0.15,0.15,0.15,39,4,16,16,0.39999999999999997,0.16666666666666666,0.18618387026409952,-7.300579461190325,230.57382202148438,1238.4199645996093,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,7,0.175,0.15,0.16249999999999998,39,4,16,16,0.4,0.16666666666666666,0.21486560167605906,-6.6783310613731395,316.50115966796875,1473.0192138671875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,8,0.2,0.25,0.225,39,4,16,16,0.4333333333333333,0.16666666666666666,0.242926791795349,-6.145245852886121,379.92437744140625,1563.9459716796875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,9,0.2,0.275,0.23750000000000002,39,4,16,16,0.36666666666666664,0.2333333333333333,0.2496220457855453,-6.027170618573572,353.77557373046875,1417.2449096679688,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,10,0.275,0.25,0.2625,39,4,16,16,0.36666666666666664,0.29999999999999993,0.3485679745520109,-4.57712517152183,397.3873596191406,1140.0570007324218,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,11,0.225,0.275,0.25,39,4,16,16,0.39999999999999997,0.2,0.25605743962706895,-5.916626014267514,326.3547058105469,1274.5370971679688,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,12,0.39166666666666666,0.325,0.35833333333333334,39,4,16,16,0.36666666666666664,0.26666666666666666,0.37388048258905915,-4.27267205413071,490.3873596191406,1311.6152954101562,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,13,0.33333333333333337,0.3,0.31666666666666665,39,4,16,16,0.33333333333333337,0.3333333333333333,0.4695741640326129,-3.2829580598262864,611.2716674804688,1301.7574523925782,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,14,0.325,0.275,0.30000000000000004,39,4,16,16,0.3333333333333333,0.29999999999999993,0.4647924122428046,-3.327409704369554,620.9921264648438,1336.0633911132813,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,15,0.325,0.3,0.3125,39,4,16,16,0.33333333333333337,0.36666666666666664,0.46922896405794656,-3.286151880690778,576.3956298828125,1228.3888549804688,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,16,0.35,0.35,0.35,39,4,16,16,0.3333333333333333,0.4333333333333333,0.5629284679260116,-2.4954678802383463,616.6651611328125,1095.4591857910157,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,17,0.4833333333333333,0.375,0.42916666666666664,39,4,16,16,0.3333333333333333,0.36666666666666664,0.5626753398448117,-2.497421180857518,572.8384399414062,1018.0621032714844,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,18,0.38333333333333336,0.4,0.3916666666666667,39,4,16,16,0.2333333333333333,0.36666666666666664,0.5708899413016776,-2.4344760890374064,621.2635498046875,1088.2369873046875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,19,0.38333333333333336,0.375,0.37916666666666665,39,4,16,16,0.26666666666666666,0.39999999999999997,0.5496770211367216,-2.5989241803174856,602.1600952148438,1095.4798400878906,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,20,0.4333333333333333,0.475,0.4541666666666666,39,4,16,16,0.33333333333333337,0.3333333333333333,0.571579070760168,-2.4292368194506238,635.51513671875,1111.8586547851562,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,21,0.375,0.4,0.3875,39,4,16,16,0.26666666666666666,0.4333333333333334,0.567394526298717,-2.4611485819425405,588.8123779296875,1037.7477233886718,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,22,0.375,0.35,0.3625,39,4,16,16,0.3333333333333333,0.5,0.6453889854464695,-1.9017845077072257,655.2708740234375,1015.3115234375,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,23,0.425,0.35,0.38749999999999996,39,4,16,16,0.3,0.39999999999999997,0.6556287849083599,-1.8334198729734041,865.9684448242188,1320.821270751953,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,24,0.4,0.375,0.3875,39,4,16,16,0.36666666666666664,0.5,0.6210696935823895,-2.068596625610198,862.6842651367188,1389.0297241210938,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,25,0.35,0.325,0.3375,39,4,16,16,0.36666666666666664,0.33333333333333337,0.6575441712856084,-1.8207506762717454,911.5447998046875,1386.2867919921875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,26,0.325,0.325,0.325,39,4,16,16,0.33333333333333337,0.39999999999999997,0.6742957194850501,-1.7114959727119181,969.6378784179688,1438.0009399414062,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,27,0.375,0.35,0.3625,39,4,16,16,0.4333333333333333,0.4333333333333333,0.6596886718813224,-1.8066097352402264,918.9615478515625,1393.0230834960937,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,28,0.38333333333333336,0.375,0.37916666666666665,39,4,16,16,0.4,0.4666666666666666,0.6232374828690523,-2.053464351274206,843.6651611328125,1353.6816772460938,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,29,0.425,0.4,0.4125,39,4,16,16,0.5333333333333334,0.5333333333333333,0.5190474271569453,-2.847929573509653,762.1087646484375,1468.2834838867188,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,30,0.35,0.375,0.3625,39,4,16,16,0.3333333333333333,0.4333333333333333,0.5918648299858861,-2.277774660711639,883.7083129882812,1493.0914428710937,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,31,0.38333333333333336,0.375,0.37916666666666665,39,4,16,16,0.36666666666666664,0.5,0.5989850506300047,-2.225840165254043,927.1775512695312,1547.9143432617188,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,32,0.38333333333333336,0.325,0.3541666666666667,39,4,16,16,0.36666666666666664,0.5,0.5950570216622487,-2.2544141577278736,998.4779052734375,1677.9533203125,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,33,0.38333333333333336,0.325,0.3541666666666667,39,4,16,16,0.4,0.5,0.6226838824540263,-2.05732375408949,1027.336181640625,1649.8518920898437,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,34,0.35833333333333334,0.325,0.3416666666666667,39,4,16,16,0.4333333333333333,0.5,0.6229401883536886,-2.055536501545448,1001.4232177734375,1607.5752319335938,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,35,0.325,0.375,0.35,39,4,16,16,0.3666666666666667,0.5,0.6424249048072546,-1.9217763116226907,1020.4693603515625,1588.4648193359376,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,36,0.375,0.35,0.3625,39,4,16,16,0.4,0.4666666666666666,0.5910521821754252,-2.2837417490484726,983.9524536132812,1664.7471801757813,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,37,0.35,0.35,0.35,39,4,16,16,0.4666666666666666,0.5,0.5794684374190989,-2.3697021427850964,960.5010986328125,1657.5555053710937,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,38,0.375,0.375,0.375,39,4,16,16,0.5333333333333333,0.4666666666666666,0.5628941712252808,-2.4957324844017634,932.2679443359375,1656.2046508789062,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,39,0.35,0.375,0.3625,39,4,16,16,0.4666666666666666,0.5,0.5600805663402275,-2.5174949620757587,892.1954956054688,1592.9770629882812,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,40,0.4,0.35,0.375,39,4,16,16,0.4666666666666667,0.4666666666666667,0.5582426916043769,-2.531769539111007,885.4114379882812,1586.0690185546875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,41,0.425,0.275,0.35,39,4,16,16,0.5,0.5333333333333333,0.5054246484924915,-2.9634358227512836,834.0872802734375,1650.2702880859374,30,3,3,3,16,0.1
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,0,0.29216524216524214,0.09259259259259259,0.19237891737891738,67,13,16,16,0.2037037037037037,0.12962962962962962,0.09411477944945357,-10.263421711600202,173.79925537109375,1846.6733534071182,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,1,0.40377492877492877,0.29646248812915477,0.35011870845204174,67,13,16,16,0.3333333333333333,0.25925925925925924,0.16012389148055764,-7.955438638080274,153.55029296875,958.9467976888021,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,2,0.4375356125356125,0.25728869895536566,0.3474121557454891,67,13,16,16,0.37037037037037035,0.16666666666666666,0.13222989218113726,-8.78670356182916,137.73516845703125,1041.6341281467014,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,3,0.47611585944919277,0.22827635327635332,0.35219610636277304,67,13,16,16,0.2222222222222222,0.2037037037037037,0.101836103737049,-9.920982252015115,112.11558532714844,1100.941426595052,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,4,0.42920227920227916,0.32148622981956315,0.3753442545109211,67,13,16,16,0.14814814814814814,0.2222222222222222,0.151602772664887,-8.19292855814459,142.0710906982422,937.1272583007812,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,5,0.4338319088319088,0.2977207977207977,0.36577635327635327,67,13,16,16,0.18518518518518517,0.3518518518518518,0.13308288767095472,-8.758777842538073,122.61630249023438,921.3528849283854,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,6,0.4069800569800569,0.33784425451092115,0.372412155745489,67,13,16,16,0.2962962962962963,0.4444444444444444,0.1462331522953149,-8.349541579750394,140.46780395507812,960.5742730034722,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,7,0.4430911680911681,0.3461775878442545,0.3946343779677113,67,13,16,16,0.31481481481481477,0.37037037037037035,0.14808912135248523,-8.294768436402672,156.2799835205078,1055.3103569878472,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,8,0.4629392212725547,0.327659069325736,0.39529914529914534,67,13,16,16,0.2962962962962963,0.33333333333333326,0.1610602931483571,-7.9301151477669745,169.05477905273438,1049.6366034613716,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,9,0.4125356125356125,0.2930911680911681,0.3528133903133903,67,13,16,16,0.3333333333333333,0.20370370370370366,0.20385200509044657,-6.906850124657659,173.2578125,849.9195895724827,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,10,0.7489553656220322,0.5668566001899334,0.6579059829059828,67,13,16,16,0.7037037037037037,0.6296296296296295,0.38987368738228323,-4.090760744049592,244.08026123046875,626.0495876736111,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,11,0.5730294396961064,0.38722697056030386,0.48012820512820514,67,13,16,16,0.4629629629629629,0.48148148148148145,0.3020719572382062,-5.198895904565949,208.726318359375,690.9821099175347,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,12,0.47858499525166187,0.42333808167141496,0.4509615384615384,67,13,16,16,0.33333333333333326,0.2962962962962963,0.507996823378274,-2.9413900345151407,286.5749206542969,564.1273871527778,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,13,0.48630104463437795,0.48630104463437795,0.48630104463437795,67,13,16,16,0.4444444444444444,0.4259259259259259,0.7015935002850104,-1.539144430220463,361.1242370605469,514.7200436062283,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,14,0.5276590693257359,0.5455603038936372,0.5366096866096866,67,13,16,16,0.48148148148148145,0.5,0.743884688084396,-1.2849438059648883,379.7256164550781,510.46300930447046,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,15,0.6214862298195631,0.586301044634378,0.6038936372269705,67,13,16,16,0.5,0.5,0.749814666605068,-1.250460688979931,353.06884765625,470.87482198079425,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,16,0.7214862298195631,0.586301044634378,0.6538936372269706,67,13,16,16,0.5925925925925926,0.6296296296296295,0.9523157685959504,-0.21219024493240615,426.5301208496094,447.8872816297743,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,17,0.44216524216524217,0.435375118708452,0.4387701804368471,67,13,16,16,0.574074074074074,0.537037037037037,0.8683678206692379,-0.6129627868228981,376.97979736328125,434.1245591905382,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,18,0.42549857549857545,0.47395536562203233,0.44972697056030386,67,13,16,16,0.574074074074074,0.4629629629629629,0.7816158701086671,-1.0700663118456302,369.9565734863281,473.32275051540796,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,19,0.4307454890788225,0.393091168091168,0.4119183285849952,67,13,16,16,0.48148148148148145,0.574074074074074,0.8446683901294367,-0.7331375803616192,395.2566833496094,467.94302707248266,29,6,2,6,16,0.1111111111111111
