model_label,population,patch_layer,rows,seeds,mean_normalized_recovery_specificity,median_normalized_recovery_specificity,mean_expected_absolute_error_reduction_specificity,median_expected_absolute_error_reduction_specificity,mean_strict_absolute_error_reduction_specificity,median_strict_absolute_error_reduction_specificity
Qwen3-8B,confirmation,17,100,10,0.5546305833459987,0.7123342985375842,2.0748723444044272,2.0968895622147317,8.04,9.0
Qwen3-8B,confirmation,18,100,10,0.40327008139853154,0.5656421590373988,1.8208997226444028,1.7535240408868589,6.58,8.0
Qwen3-8B,confirmation,19,100,10,0.250364474593953,0.436486535728665,1.2943579925031545,1.4319539986526961,3.35,0.0
Qwen3-8B,confirmation,20,100,10,0.6297753311199069,0.1995591262064885,0.931012761306161,0.9594252175468057,1.03,0.0
Qwen3-8B,confirmation,21,100,10,0.2411171415352607,0.005144983694246772,0.13466283269556306,-0.034217222972704464,0.26,0.0
Qwen3-8B,confirmation,22,100,10,-0.17403676114480882,-0.08401864412548506,-0.10489205227997736,-0.1780595861981471,-0.01,0.0
Qwen3-8B,confirmation,23,100,10,-0.10678762148217807,-0.10479047068553227,-0.0735427826975651,-0.07295106686133801,-0.01,0.0
Qwen3-8B,confirmation,24,100,10,-0.07060766007681886,-0.0292547895932744,-0.07186982771935858,-0.07937603480249189,-0.02,0.0
Qwen3-8B,confirmation,25,100,10,-0.13586980245831623,-0.05519389997781455,-0.08012260870660923,-0.0631788257032081,-0.02,0.0
Qwen3-8B,confirmation,26,100,10,0.17594608866368533,-0.016022612457673342,-0.10313560460258461,-0.07682873806460844,-0.02,0.0
