candidate,link,complexity,description,selection_score,selection_se,converged_all_folds,seed_log_loss,seed_brier,cell_log_loss,cell_brier,mode,target,kind
power_quadratic,survival_loglog,5,quadratic response surface in log coordinates,0.1980516196343523,0.0337034636067009,False,0.22898664785247846,0.04225440601490841,0.16711659141622612,0.0387498824245375,native_thinking,truncated,binary
piecewise_power,logistic,4,"piecewise log surface (L=5000, N=8 knots)",0.17301241128858436,0.03289023088817657,True,0.2051072600017401,0.041282635597240006,0.14091756257542865,0.03725898673724847,native_thinking,truncated,binary
piecewise_power,survival_loglog,4,"piecewise log surface (L=5000, N=8 knots)",0.18424539060949394,0.033809682950834336,False,0.2170612623049445,0.04178242200071171,0.15142951891404338,0.03713574264256664,native_thinking,truncated,binary
exponential_separable,logistic,2,separate raw/scaled L and N exponential orders,0.1551774025266169,0.020375168812310957,True,0.16885095750719306,0.04153787383459447,0.14150384754604076,0.03870196979907457,native_thinking,truncated,binary
exponential_separable,survival_loglog,2,separate raw/scaled L and N exponential orders,0.16635833119508636,0.024790797745519094,True,0.18341097819821428,0.04200289123580714,0.14930568419195842,0.03878745131275493,native_thinking,truncated,binary
exponential_interaction,logistic,3,"raw/scaled L,N surface plus interaction",0.1575964973835352,0.019637554272663536,True,0.16758409768455448,0.04182160803339204,0.1476088970825159,0.04214568238341857,native_thinking,truncated,binary
exponential_interaction,survival_loglog,3,"raw/scaled L,N surface plus interaction",0.1686708963174345,0.025076973763277305,True,0.18509715023414283,0.04218328321208279,0.1522446424007262,0.04013777997720479,native_thinking,truncated,binary
root_separable,logistic,2,separate square-root L and N coordinates,0.15136678582042118,0.019312197829615716,True,0.16475282481366615,0.040728672430988044,0.1379807468271762,0.03742548840545607,native_thinking,truncated,binary
root_separable,survival_loglog,2,separate square-root L and N coordinates,0.1628640057411152,0.024218858940603643,True,0.18034327887659496,0.04113074311469893,0.14538473260563547,0.037505848305541815,native_thinking,truncated,binary
inverse_separable,logistic,2,separate inverse L and N coordinates,0.15360591454301575,0.01877429387965472,True,0.16597933685812272,0.04045721694079419,0.14123249222790876,0.037241217899794114,native_thinking,truncated,binary
inverse_separable,survival_loglog,2,separate inverse L and N coordinates,0.1718023436194879,0.025062891744748118,True,0.18849161354468935,0.041020965774005574,0.15511307369428645,0.03740490675038943,native_thinking,truncated,binary
logL_rawN,logistic,2,log length plus raw/scaled needle count,0.1534377132541096,0.020531919504673913,True,0.16802752426921697,0.04084077674088778,0.13884790223900223,0.03750075182180126,native_thinking,truncated,binary
logL_rawN,survival_loglog,2,log length plus raw/scaled needle count,0.16582502099092422,0.025433821641271812,False,0.18516747418448218,0.04130472005573572,0.1464825677973663,0.037641205425967966,native_thinking,truncated,binary
rawL_logN,logistic,2,raw/scaled length plus log needle count,0.1521222461508659,0.019019936287513868,True,0.16449075419628176,0.040800711933096784,0.13975373810545003,0.037551935074040914,native_thinking,truncated,binary
rawL_logN,survival_loglog,2,raw/scaled length plus log needle count,0.1638504565592775,0.02373180987685044,True,0.1796247172123477,0.04113093955684939,0.14807619590620727,0.03765313692540226,native_thinking,truncated,binary
intercept_only,logistic,0,Model and query-order baselines only,0.29844628014375896,0.015720393280141638,True,0.3133393000148723,0.08806788829350874,0.28355326027264555,0.08761480109415393,native_thinking,exact_given_parsed,binary
intercept_only,survival_loglog,0,Model and query-order baselines only,0.2984438710829621,0.01572145839484797,True,0.3133343486956367,0.08806797467970998,0.2835533934702875,0.0876148362335194,native_thinking,exact_given_parsed,binary
log_density,logistic,1,log(N/L) density coordinate,0.2686125413765134,0.017587236430479554,True,0.28325552893196104,0.07369721767963668,0.2539695538210658,0.07272052712071453,native_thinking,exact_given_parsed,binary
log_density,survival_loglog,1,log(N/L) density coordinate,0.2708877212632467,0.01741460410115163,True,0.2873265118337317,0.07381940893226009,0.2544489306927616,0.07286252984589393,native_thinking,exact_given_parsed,binary
log_burden,logistic,1,log(N×L) burden coordinate,0.2668196536124823,0.01803072713742795,True,0.28468339326753506,0.07135644820191486,0.2489559139574295,0.06998316045924939,native_thinking,exact_given_parsed,binary
log_burden,survival_loglog,1,log(N×L) burden coordinate,0.26592017674758883,0.017986769065373647,True,0.2831812429832796,0.07119222511998775,0.2486591105118981,0.06994294068385905,native_thinking,exact_given_parsed,binary
power_separable,logistic,2,separate log L and log N orders,0.25677508004766875,0.021538941869374408,True,0.27772345300785783,0.06301807179347575,0.23582670708747963,0.06049709126440534,native_thinking,exact_given_parsed,binary
power_separable,survival_loglog,2,separate log L and log N orders,0.25679180204101776,0.020851959600305534,True,0.27650851988100233,0.06363195844038962,0.23707508420103318,0.06111962507914527,native_thinking,exact_given_parsed,binary
power_interaction,logistic,3,power surface plus log L × log N,0.27628236636138703,0.025726081362537467,True,0.2808186833505318,0.06339336464982546,0.2717460493722423,0.061389897458085166,native_thinking,exact_given_parsed,binary
