scheme,fold,candidate,link,n_rows,rmse,nrmse,mae,r2,mode,target,direction
cell,cell_fold=2,root_separable,identity,86,0.29223279435828803,0.7755201431072076,0.16649280098293684,0.608513080060799,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,root_separable,identity,108,0.18952008112291732,0.5029436917129011,0.11889905195635207,0.7033411774663465,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,root_separable,identity,91,0.20040366690480746,0.5318262817782129,0.1426151133962758,0.6546970935118419,direct,over_log1p_relative_magnitude,over
seed,seed=1234,inverse_separable,identity,105,0.21107813703934947,0.560153925924079,0.13774521772413686,0.6735292388830039,direct,over_log1p_relative_magnitude,over
seed,seed=1235,inverse_separable,identity,123,0.3306784634269744,0.8775463063359835,0.1817128792993853,0.6077866884267324,direct,over_log1p_relative_magnitude,over
seed,seed=1236,inverse_separable,identity,93,0.21834202791446883,0.5794306594041725,0.15145748870846526,0.4217803293730791,direct,over_log1p_relative_magnitude,over
seed,seed=1237,inverse_separable,identity,106,0.18639809101952215,0.49465863179318564,0.13145988983062554,0.6526324173977636,direct,over_log1p_relative_magnitude,over
seed,seed=1238,inverse_separable,identity,80,0.23232033100583477,0.6165259335249861,0.16790295548550357,0.014691341659895829,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,inverse_separable,identity,98,0.2366487392427177,0.6280125559715358,0.15013492488649396,0.6200106519030648,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,inverse_separable,identity,124,0.2254728921811072,0.5983543701693693,0.15331006835369532,0.5759844173879082,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,inverse_separable,identity,86,0.19721117679687886,0.5233541306946707,0.1377293757083357,0.8217118806670413,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,inverse_separable,identity,108,0.21122118800605558,0.5605335510322574,0.13589313409945175,0.6315133457267444,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,inverse_separable,identity,91,0.21891033649957703,0.5809388226348599,0.1532911682169303,0.5879770157082586,direct,over_log1p_relative_magnitude,over
seed,seed=1234,logL_rawN,identity,105,0.18881799636896152,0.5010805166026031,0.13148464879828492,0.7387570637133971,direct,over_log1p_relative_magnitude,over
seed,seed=1235,logL_rawN,identity,123,0.3776456068516911,1.0021865469019204,0.1833976672242934,0.4884602564867746,direct,over_log1p_relative_magnitude,over
seed,seed=1236,logL_rawN,identity,93,0.21893920651007334,0.5810154371528189,0.146203520640174,0.4186130727265418,direct,over_log1p_relative_magnitude,over
seed,seed=1237,logL_rawN,identity,106,0.18931543113299576,0.5024005966443981,0.13167949033960416,0.6416739390141768,direct,over_log1p_relative_magnitude,over
seed,seed=1238,logL_rawN,identity,80,0.26662231002853837,0.7075556748617255,0.18026397877249523,-0.297749401481193,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,logL_rawN,identity,98,0.2521479123688964,0.669143877277387,0.15137700645204105,0.5686063123098388,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,logL_rawN,identity,124,0.21697643558435575,0.5758066843414116,0.1508241230362515,0.6073385310781045,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,logL_rawN,identity,86,0.3133816173913084,0.831644365240225,0.1766466057639535,0.5497990677884279,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,logL_rawN,identity,108,0.19533514122352846,0.5183755540105798,0.11778046427071388,0.6848570738985964,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,logL_rawN,identity,91,0.2051899183715391,0.544527917234896,0.14792430546278426,0.6380063571821633,direct,over_log1p_relative_magnitude,over
seed,seed=1234,rawL_logN,identity,105,0.18932671958223418,0.5024305536510648,0.12842245813933778,0.7373474588871073,direct,over_log1p_relative_magnitude,over
seed,seed=1235,rawL_logN,identity,123,0.3481970084132717,0.9240365866094098,0.17922968776722456,0.5651288683692421,direct,over_log1p_relative_magnitude,over
seed,seed=1236,rawL_logN,identity,93,0.20758037848333094,0.5508716610028045,0.14478415792817015,0.47737427662787835,direct,over_log1p_relative_magnitude,over
seed,seed=1237,rawL_logN,identity,106,0.18625054916951028,0.4942670888902518,0.1329102129828513,0.6531821115683385,direct,over_log1p_relative_magnitude,over
seed,seed=1238,rawL_logN,identity,80,0.24939363485137406,0.6618346438998112,0.16951588147088953,-0.13545151355971163,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,rawL_logN,identity,98,0.24125165336782842,0.6402276553372817,0.1486559353296714,0.6050850005681694,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,rawL_logN,identity,124,0.22190987837541906,0.5888989324846704,0.1517630867346757,0.5892794652699198,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,rawL_logN,identity,86,0.2643472127282672,0.7015180780623537,0.15468385392336043,0.6796617300419516,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,rawL_logN,identity,108,0.19081620457897017,0.5063833120003159,0.12286020255310465,0.6992696165907155,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,rawL_logN,identity,91,0.19917518347643154,0.5285661629189624,0.1414006553326433,0.6589175623867498,direct,over_log1p_relative_magnitude,over
seed,seed=1234,intercept_only,identity,36,0.07962045507136033,0.6459981324782043,0.061196036815082316,-0.4538518946601875,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,intercept_only,identity,50,0.10303771649460854,0.8359933684212055,0.08164816943960819,-1.0241826441460509,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,intercept_only,identity,41,0.16716620270986896,1.3562978843472122,0.11459790233381141,0.003807172625648003,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,intercept_only,identity,37,0.10664414941788355,0.8652540518882308,0.09001733451437258,-0.0038779795346173263,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,intercept_only,identity,57,0.13793787202899918,1.1191547153164065,0.09538848365277164,0.008274144801266314,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,intercept_only,identity,26,0.10662912649584048,0.8651321638686823,0.0810707743735397,0.24126264293271882,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,intercept_only,identity,57,0.11030578452366736,0.8949626165784597,0.08716838222010705,-0.5125704998387917,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,intercept_only,identity,42,0.16384990298842492,1.3293911877593723,0.10331654918257442,-0.04058741718950265,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,intercept_only,identity,45,0.09650665520127401,0.7830038019233322,0.07702365944395391,0.15019582443581503,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,intercept_only,identity,51,0.12828459021340816,1.0408331078906696,0.09251608688289784,-0.5077945833672819,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,log_density,identity,36,0.06754201487624457,0.5480000765477115,0.056922036649766555,-0.04621003191505735,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,log_density,identity,50,0.09487459998471054,0.7697621717284735,0.07050130111066796,-0.7161575753505947,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,log_density,identity,41,0.14996663504578295,1.2167497169764798,0.10192187164293462,0.1982559424881032,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,log_density,identity,37,0.08620496313519063,0.699421337717483,0.07122303854430939,0.34404899854972537,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,log_density,identity,57,0.11201743796605042,0.9088500645494406,0.07998180554890631,0.34597272083208974,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,log_density,identity,26,0.09280814991489245,0.7529960921479749,0.05859726148962129,0.425206305741215,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,log_density,identity,57,0.10000049195851644,0.8113509398333009,0.07756091474311842,-0.24314939647541411,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,log_density,identity,42,0.12170224491322325,0.9874274501682276,0.0814517274274096,0.42590551947801314,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,log_density,identity,45,0.09193864089749137,0.745941357269725,0.07199809749504704,0.22874056137193333,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,log_density,identity,51,0.09284847180600697,0.7533232425810468,0.06892009776662349,0.21015346641456156,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,log_burden,identity,36,0.08024250120851915,0.6510450848293272,0.06099177817735652,-0.4766574836614137,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,log_burden,identity,50,0.08575378958347338,0.6957607548738949,0.06999106502864678,-0.4020512487286061,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,log_burden,identity,41,0.14723770654650087,1.1946086388750952,0.10024643997941043,0.22716898282560072,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,log_burden,identity,37,0.09028451469054298,0.7325206547679092,0.07854392830868343,0.28049569907618166,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,log_burden,identity,57,0.12118881770954831,0.9832617742192488,0.08790225142419984,0.23449207805556216,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,log_burden,identity,26,0.08047668028171646,0.6529450895933713,0.06416923875027991,0.5678048681902965,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,log_burden,identity,57,0.09762225194427462,0.7920551620534804,0.08014458330671731,-0.1847226561608879,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,log_burden,identity,42,0.14586686958592646,1.1834863950287182,0.10208587698007433,0.17529330830795753,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,log_burden,identity,45,0.09733949559211491,0.7897610270189869,0.07405235949483864,0.1354651275179961,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,log_burden,identity,51,0.11161908732420561,0.9056180587731284,0.07897607805456035,-0.14148479403856795,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,power_separable,identity,36,0.06657211826273392,0.5401308499719117,0.058753487488067475,-0.016378823547051002,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,power_separable,identity,50,0.09017072844279533,0.7315974535191748,0.07109334987896718,-0.5502023907592968,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,power_separable,identity,41,0.13448217004138227,1.091116982696052,0.09379088248044784,0.3552729783206995,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,power_separable,identity,37,0.07744127243408347,0.6283174006518404,0.06304220347252623,0.4706391500146604,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,power_separable,identity,57,0.1052240610551043,0.8537322082930487,0.07678867354468809,0.42289516829931184,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,power_separable,identity,26,0.07561842567138803,0.6135277890697438,0.05288286009183315,0.6184117201827362,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,power_separable,identity,57,0.08797615216788209,0.7137918258836091,0.07366563135258293,0.037836280543807055,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,power_separable,identity,42,0.1123861506776357,0.9118416038830401,0.08039397210686726,0.5104333944383421,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,power_separable,identity,45,0.08965143875582975,0.7273842124909201,0.0690037094789157,0.2666372271223765,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,power_separable,identity,51,0.08709112643345315,0.7066111965952707,0.06511482971649867,0.3050700779053863,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,power_interaction,identity,36,0.06340953169960116,0.5144713004032319,0.0547061885271693,0.07789591198610102,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,power_interaction,identity,50,0.09154743414440894,0.7427673132168794,0.07235786400793351,-0.5979000090774649,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,power_interaction,identity,41,0.1362713550248357,1.1056334804595107,0.0935043315100511,0.33800363513936627,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,power_interaction,identity,37,0.10766896312346393,0.8735688466146567,0.07681096987753601,-0.023264529426428204,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,power_interaction,identity,57,0.1341578294760346,1.0884854554168657,0.09378088102395135,0.06188379357969853,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,power_interaction,identity,26,0.08049505051334596,0.6530941359071007,0.05696613275706979,0.5676075332400613,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,power_interaction,identity,57,0.09640907010655207,0.7822120482352682,0.07877567911194464,-0.15545979457185477,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,power_interaction,identity,42,0.14441447438385863,1.1717024308788624,0.09323545954553088,0.1916347407799479,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,power_interaction,identity,45,0.09192889812007092,0.7458623095424404,0.06864569888719155,0.22890401410146366,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,power_interaction,identity,51,0.09695968083046212,0.7866794115409611,0.07407762967856352,0.13865814603483995,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,power_quadratic,identity,36,0.061732877996012674,0.5008678217448886,0.05385800567396598,0.12601515002758068,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,power_quadratic,identity,50,0.09298640021601334,0.7544423205265313,0.07182784398661113,-0.6485271970963369,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,power_quadratic,identity,41,0.14062135150427985,1.140927044148504,0.09431690066706203,0.295065134259192,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,power_quadratic,identity,37,0.08430795621340663,0.6840300299477351,0.0678429472977177,0.3726007703628401,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,power_quadratic,identity,57,0.13045866581608692,1.058472403947671,0.09019000145635879,0.11290433362961427,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,power_quadratic,identity,26,0.07822202115377713,0.634651981563301,0.056716615899654294,0.5916826527651374,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,power_quadratic,identity,57,0.10257741803802672,0.8322587509404596,0.07438215142954037,-0.30804467449271455,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,power_quadratic,identity,42,0.10779707567830896,0.874608283918836,0.08099798528117493,0.5495981643567067,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,power_quadratic,identity,45,0.08449366352579964,0.6855367605596854,0.06156194629914424,0.34859270934270425,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,power_quadratic,identity,51,0.07403679310725694,0.6006952615266687,0.05661634430017607,0.4977864864609861,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,piecewise_power,identity,36,0.0665627016838175,0.5400544488462352,0.05822649457560261,-0.01609131175507561,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,piecewise_power,identity,50,0.09111802978381683,0.7392833540411641,0.07318123193134488,-0.5829452252152831,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,piecewise_power,identity,41,0.1375947127015305,1.1163705025850355,0.0938761621432601,0.3250836527111045,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,piecewise_power,identity,37,0.08016432536791956,0.6504108075322811,0.06666060439896085,0.4327570033766369,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,piecewise_power,identity,57,0.1120413783525637,0.9090443041448376,0.07759777913572834,0.3456931333086223,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,piecewise_power,identity,26,0.07987039000440951,0.6480259719303417,0.057324791843325215,0.5742924283415494,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,piecewise_power,identity,57,0.08487508786708665,0.6886314353129546,0.06713077135579402,0.10447126816176289,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,piecewise_power,identity,42,0.10592694432276827,0.8594350302356532,0.07880492287762882,0.565090312425172,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,piecewise_power,identity,45,0.09058011045799612,0.734918962006571,0.06970178446787717,0.25136517628248156,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,piecewise_power,identity,51,0.07237629927551471,0.5872228954954063,0.059352873890377286,0.5200611101860292,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,exponential_separable,identity,36,0.06856533898156505,0.5563027854478865,0.05612154032628288,-0.07815229269376744,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,exponential_separable,identity,50,0.15582005491450296,1.2642412604550362,0.09706477350586011,-3.629178764483669,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,exponential_separable,identity,41,0.14440743663776567,1.171645330340705,0.10275918762455293,0.25659483564033536,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,exponential_separable,identity,37,0.08343175546438665,0.6769210019092039,0.06633546626643555,0.38557394818004165,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,exponential_separable,identity,57,0.12204514924723515,0.9902095940179687,0.08675615128147016,0.22363555512706668,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,exponential_separable,identity,26,0.08040373028609561,0.6523532120300852,0.060425759824777166,0.5685880601143165,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,exponential_separable,identity,57,0.10855777753243234,0.8807802151982539,0.0846929398333024,-0.4650111751985715,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,exponential_separable,identity,42,0.13064362415301642,1.0599730577700543,0.09030072878402559,0.3384500635855191,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,exponential_separable,identity,45,0.15358868586455876,1.246137115762046,0.09006595331316741,-1.1523990025797013,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,exponential_separable,identity,51,0.10458183904427228,0.8485215596065767,0.07433172867725629,-0.0020877320665748655,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,exponential_interaction,identity,36,0.06683699033513732,0.5422798814483694,0.055437161936609955,-0.024482694333354482,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,exponential_interaction,identity,50,0.16752056338871216,1.3591729789011338,0.101480581353035,-4.350489250898322,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,exponential_interaction,identity,41,0.145177586716498,1.1778939195021603,0.10302974331486224,0.24864427201396322,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,exponential_interaction,identity,37,0.08993315232947613,0.7296698869737678,0.07394943242998496,0.2860850253055621,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,exponential_interaction,identity,57,0.1802821087092666,1.462713387420847,0.10609891838502869,-0.6940641449644014,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,exponential_interaction,identity,26,0.08497435406282546,0.6894368285628174,0.06194553264777358,0.5181459557923564,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,exponential_interaction,identity,57,0.17562516318674873,1.4249294020379075,0.10868984269659644,-2.8343568789482068,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,exponential_interaction,identity,42,0.1369667078279961,1.1112752042081695,0.09973828608694657,0.2728630285025502,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,exponential_interaction,identity,45,0.16646153597596783,1.350580592305718,0.09306808513554385,-1.528320514003696,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,exponential_interaction,identity,51,0.13164898202129852,1.0681299981542862,0.0941375838924731,-0.5879184941032678,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,root_separable,identity,36,0.06770830164320019,0.5493492391569039,0.05830080301735823,-0.05136785967856938,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,root_separable,identity,50,0.1104146421840228,0.895845829883791,0.08145102260957547,-1.3243984911597328,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,root_separable,identity,41,0.14011367803112662,1.136808050916529,0.09893974704955615,0.30014588084055027,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,root_separable,identity,37,0.08134922821934679,0.6600244806581638,0.06470511438743987,0.41586432258509376,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,root_separable,identity,57,0.11043009840454751,0.8959712334573473,0.08062690286286078,0.36437713647686354,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,root_separable,identity,26,0.07764391126148928,0.6299615045941552,0.054864333034031904,0.5976957934830849,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,root_separable,identity,57,0.09204737388135036,0.7468235590161071,0.07631974536347287,-0.05327519253635815,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,root_separable,identity,42,0.12191839562835743,0.9891811823992902,0.08612375558212887,0.4238644539381947,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,root_separable,identity,45,0.10338026779242265,0.8387726479225294,0.07507942342626431,0.02483155716788099,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,root_separable,identity,51,0.09639112449853005,0.78206644709222,0.06939276699525031,0.1487300756510168,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,inverse_separable,identity,36,0.05792580603160015,0.46997925954040987,0.05046747136943196,0.2304886548409225,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,inverse_separable,identity,50,0.07273661304436936,0.5901462902634677,0.05709500005701156,-0.008703191452456682,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,inverse_separable,identity,41,0.12010742233926906,0.9744879058829667,0.08056561179862166,0.4857359697991682,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,inverse_separable,identity,37,0.07092443546233121,0.5754432427530471,0.05758077723311883,0.5559839860170389,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,inverse_separable,identity,57,0.1036754737173081,0.8411677921854149,0.07286053674764724,0.4397567289430918,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,inverse_separable,identity,26,0.07727812423929727,0.626993702752166,0.051385710827531225,0.6014774427909613,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,inverse_separable,identity,57,0.08541849482080757,0.6930403510490523,0.06729038321040509,0.09296743633045934,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,inverse_separable,identity,42,0.1034768275455878,0.8395560825331623,0.06998965475017818,0.5849767722504872,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,inverse_separable,identity,45,0.08806150832904389,0.714484360492418,0.06253675638063122,0.2924183318305663,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,inverse_separable,identity,51,0.08864359144067849,0.7192070740554847,0.06596376347466427,0.2800739588374176,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,logL_rawN,identity,36,0.06723629695049585,0.5455196434866121,0.055599417066782855,-0.036760467878950154,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,logL_rawN,identity,50,0.1546724448843992,1.2549301614969124,0.09653912326419876,-3.561242338557868,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,logL_rawN,identity,41,0.14389567094988542,1.1674931350494226,0.101942853098494,0.26185460794664395,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,logL_rawN,identity,37,0.08195019765174139,0.6649004278083709,0.06630218521796558,0.4072018095917561,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,logL_rawN,identity,57,0.12073476150111595,0.9795778030283714,0.08690290926216827,0.240217564748339,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,logL_rawN,identity,26,0.08051203314094489,0.6532319239378731,0.06060542349688835,0.5674250640121334,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,logL_rawN,identity,57,0.10829274394979156,0.8786298733134141,0.0848048126170759,-0.4578665339183243,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,logL_rawN,identity,42,0.1289540984249893,1.0462651423342384,0.0898632303847439,0.3554501794227962,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,logL_rawN,identity,45,0.15284478085473135,1.2401014651662414,0.08916078283749476,-1.1315992575611147,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,logL_rawN,identity,51,0.10674133067929668,0.8660425290870672,0.07529607728265095,-0.04389885567327689,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,rawL_logN,identity,36,0.06747569211053533,0.547461968812073,0.059563042192531106,-0.044156392399947286,enumeration,under_log1p_relative_magnitude,under
seed,seed=1235,rawL_logN,identity,50,0.09075842471956903,0.736365709326303,0.07047398295922266,-0.5704754241600043,enumeration,under_log1p_relative_magnitude,under
seed,seed=1236,rawL_logN,identity,41,0.13493484488524096,1.0947897462276155,0.09515076434236512,0.35092529566914643,enumeration,under_log1p_relative_magnitude,under
seed,seed=1237,rawL_logN,identity,37,0.07937724212039306,0.6440248316225566,0.06276957166750405,0.4438411275391908,enumeration,under_log1p_relative_magnitude,under
seed,seed=1238,rawL_logN,identity,57,0.10496179915210636,0.851604354346409,0.07604414237831357,0.42576835135660707,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=0,rawL_logN,identity,26,0.07572452229729006,0.6143886008062946,0.052116931971013636,0.6173401921771002,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=1,rawL_logN,identity,57,0.08714459438429732,0.7070450071827863,0.07312244392274833,0.05593921935098756,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=2,rawL_logN,identity,42,0.11337258468739576,0.9198450061186448,0.0811179797434588,0.5018016456244835,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=3,rawL_logN,identity,45,0.08814993504553334,0.715201807958175,0.06728073988741001,0.29099658607451195,enumeration,under_log1p_relative_magnitude,under
cell,cell_fold=4,rawL_logN,identity,51,0.08434796756683105,0.6843546608427348,0.06324497590479489,0.34815784804355443,enumeration,under_log1p_relative_magnitude,under
seed,seed=1234,intercept_only,identity,106,1.0542715769491746,0.8861246739775209,0.6827847354428493,0.2563479621593635,enumeration,over_log1p_relative_magnitude,over
seed,seed=1235,intercept_only,identity,78,1.248914053557571,1.0497234135223197,0.7846858439358757,0.23982759389348252,enumeration,over_log1p_relative_magnitude,over
seed,seed=1236,intercept_only,identity,141,1.050911925188321,0.8833008566743177,0.7578697605297555,0.05212385239004047,enumeration,over_log1p_relative_magnitude,over
seed,seed=1237,intercept_only,identity,112,0.8870366429766768,0.7455622187391246,0.6003358504099248,0.28928870512740035,enumeration,over_log1p_relative_magnitude,over
seed,seed=1238,intercept_only,identity,92,0.9804910383459339,0.8241114724978091,0.7309153894509614,0.3289943434081164,enumeration,over_log1p_relative_magnitude,over
cell,cell_fold=0,intercept_only,identity,108,0.9291068345379595,0.78092259038956,0.6567675853169556,0.28148488928349036,enumeration,over_log1p_relative_magnitude,over
cell,cell_fold=1,intercept_only,identity,108,1.0362371034166487,0.8709665379442887,0.7153772292123709,0.22252197912873273,enumeration,over_log1p_relative_magnitude,over
cell,cell_fold=2,intercept_only,identity,91,1.0637341572344294,0.8940780571983054,0.7154889965779049,0.26159485527036075,enumeration,over_log1p_relative_magnitude,over
cell,cell_fold=3,intercept_only,identity,122,0.8676684130971418,0.7292830485871704,0.6391517068853001,0.20218843155239663,enumeration,over_log1p_relative_magnitude,over
cell,cell_fold=4,intercept_only,identity,100,1.457909209162783,1.2253857079184798,0.9111177508660435,-0.056287821883182376,enumeration,over_log1p_relative_magnitude,over
seed,seed=1234,log_density,identity,106,0.8889303072545492,0.7471538604731344,0.5975340305783424,0.47131108734880034,enumeration,over_log1p_relative_magnitude,over
seed,seed=1235,log_density,identity,78,1.0495108020663007,0.8821232001796833,0.6406244418549294,0.4631897231284813,enumeration,over_log1p_relative_magnitude,over
seed,seed=1236,log_density,identity,141,0.9766510011469557,0.8208838869445185,0.6746053490390151,0.18135096624057812,enumeration,over_log1p_relative_magnitude,over
seed,seed=1237,log_density,identity,112,0.8144530432829677,0.6845550551002972,0.5376387338924585,0.40084084862463,enumeration,over_log1p_relative_magnitude,over
seed,seed=1238,log_density,identity,92,0.8256564384593251,0.693971608780725,0.5364621874610087,0.5241855052033983,enumeration,over_log1p_relative_magnitude,over
cell,cell_fold=0,log_density,identity,108,0.888820429660956,0.7470615073746263,0.5889175103332188,0.3424441389162012,enumeration,over_log1p_relative_magnitude,over
