scheme,fold,candidate,link,n_rows,rmse,nrmse,mae,r2,mode,target,kind
seed,seed=1236,power_quadratic,identity,403,0.19659355913719379,0.7080720297823332,0.14519008708157535,0.4367101176268563,direct,log1p_relative_error,continuous
seed,seed=1237,power_quadratic,identity,399,0.19114310679161808,0.6884411076275009,0.13514932751471226,0.4108099738265739,direct,log1p_relative_error,continuous
seed,seed=1238,power_quadratic,identity,399,0.1742940476483876,0.6277557649345384,0.12385086393960207,0.32851250143346533,direct,log1p_relative_error,continuous
cell,cell_fold=0,power_quadratic,identity,405,0.22702485821834903,0.8176765956891429,0.14462912079717657,0.3484911581580955,direct,log1p_relative_error,continuous
cell,cell_fold=1,power_quadratic,identity,399,0.20062051876715462,0.7225759509257925,0.13692453384450368,0.4674783443316868,direct,log1p_relative_error,continuous
cell,cell_fold=2,power_quadratic,identity,402,0.2422398820765946,0.8724766251192848,0.13817849193755805,0.38169544583971193,direct,log1p_relative_error,continuous
cell,cell_fold=3,power_quadratic,identity,404,0.19295499451948922,0.6949669929456261,0.13268300087009335,0.4682486369614165,direct,log1p_relative_error,continuous
cell,cell_fold=4,power_quadratic,identity,403,0.18633752782337717,0.6711328292217621,0.13529150589147076,0.4626057865425991,direct,log1p_relative_error,continuous
seed,seed=1234,piecewise_power,identity,405,0.20228275540386909,0.7285628371417118,0.1358842139299251,0.4303329443574957,direct,log1p_relative_error,continuous
seed,seed=1235,piecewise_power,identity,407,0.30539086208501864,1.0999278335594527,0.15979837873370656,0.30220772994233946,direct,log1p_relative_error,continuous
seed,seed=1236,piecewise_power,identity,403,0.19934447592306845,0.7179800208726071,0.14704432826568187,0.42083569066489745,direct,log1p_relative_error,continuous
seed,seed=1237,piecewise_power,identity,399,0.19210283746253812,0.6918977745050178,0.13546411510326728,0.40487846683136863,direct,log1p_relative_error,continuous
seed,seed=1238,piecewise_power,identity,399,0.1749157207105069,0.6299948479893837,0.12461288336412811,0.3237138273656536,direct,log1p_relative_error,continuous
cell,cell_fold=0,piecewise_power,identity,405,0.22525077293395962,0.8112868636255001,0.14727263359286824,0.3586338018636239,direct,log1p_relative_error,continuous
cell,cell_fold=1,piecewise_power,identity,399,0.19997017043808846,0.7202335880149808,0.13585250318108918,0.47092528219896335,direct,log1p_relative_error,continuous
cell,cell_fold=2,piecewise_power,identity,402,0.2408505321349302,0.8674725963118824,0.14026978249484467,0.3887675918704613,direct,log1p_relative_error,continuous
cell,cell_fold=3,piecewise_power,identity,404,0.19341661819450437,0.6966296253024444,0.13173956041179424,0.46570127976164255,direct,log1p_relative_error,continuous
cell,cell_fold=4,piecewise_power,identity,403,0.18384212223788493,0.6621451141317849,0.12994560199437769,0.4769028225339189,direct,log1p_relative_error,continuous
seed,seed=1234,exponential_separable,identity,405,0.2109722551627941,0.7598598529701978,0.14300369745985983,0.38033912847397244,direct,log1p_relative_error,continuous
seed,seed=1235,exponential_separable,identity,407,0.2993082753839916,1.0780201498559512,0.16492115710279756,0.3297273057601624,direct,log1p_relative_error,continuous
seed,seed=1236,exponential_separable,identity,403,0.2008574916983899,0.7234294575470657,0.15123945888987292,0.41201066339795855,direct,log1p_relative_error,continuous
seed,seed=1237,exponential_separable,identity,399,0.19099419191791783,0.6879047601634818,0.13823357792877655,0.4117276630082509,direct,log1p_relative_error,continuous
seed,seed=1238,exponential_separable,identity,399,0.18144980955261156,0.6535287092690324,0.13123000519748412,0.27224390119385844,direct,log1p_relative_error,continuous
cell,cell_fold=0,exponential_separable,identity,405,0.23464700157783613,0.8451293085019651,0.15321927733723298,0.30400918901163887,direct,log1p_relative_error,continuous
cell,cell_fold=1,exponential_separable,identity,399,0.1969165634767759,0.7092353961680895,0.13451021235687755,0.48696018365012006,direct,log1p_relative_error,continuous
cell,cell_fold=2,exponential_separable,identity,402,0.24826560444557805,0.8941795002665495,0.15433432528727714,0.35055218092520246,direct,log1p_relative_error,continuous
cell,cell_fold=3,exponential_separable,identity,404,0.19501453393099108,0.702384846602272,0.13445760797249098,0.4568365706413484,direct,log1p_relative_error,continuous
cell,cell_fold=4,exponential_separable,identity,403,0.1925486019509364,0.6935032867480959,0.13910125448907398,0.4261834547314993,direct,log1p_relative_error,continuous
seed,seed=1234,exponential_interaction,identity,405,0.21101085891034266,0.7599988922856457,0.14223581672907748,0.38011233637386743,direct,log1p_relative_error,continuous
seed,seed=1235,exponential_interaction,identity,407,0.3000919200876838,1.0808426070025983,0.16518865231432822,0.32621291408717734,direct,log1p_relative_error,continuous
seed,seed=1236,exponential_interaction,identity,403,0.19970437579554448,0.7192762740883326,0.14950377780254842,0.41874253687473806,direct,log1p_relative_error,continuous
seed,seed=1237,exponential_interaction,identity,399,0.19024673618618393,0.6852126450226601,0.1377446954241062,0.41632306068011504,direct,log1p_relative_error,continuous
seed,seed=1238,exponential_interaction,identity,399,0.18114700019753005,0.6524380792624817,0.13037606348594308,0.27467088057763234,direct,log1p_relative_error,continuous
cell,cell_fold=0,exponential_interaction,identity,405,0.23684088444123583,0.8530310276580236,0.15456616075344662,0.2909337143785754,direct,log1p_relative_error,continuous
cell,cell_fold=1,exponential_interaction,identity,399,0.20434068566539482,0.7359748951146392,0.14201256274547328,0.4475458146694924,direct,log1p_relative_error,continuous
cell,cell_fold=2,exponential_interaction,identity,402,0.24737465150010715,0.890970550475372,0.15332619224616043,0.3552051749308309,direct,log1p_relative_error,continuous
cell,cell_fold=3,exponential_interaction,identity,404,0.1944811386168615,0.7004637139649176,0.13353637459993045,0.4598037814051692,direct,log1p_relative_error,continuous
cell,cell_fold=4,exponential_interaction,identity,403,0.19196740958232292,0.691410003214575,0.13837395619946094,0.4296422643584499,direct,log1p_relative_error,continuous
seed,seed=1234,root_separable,identity,405,0.21007662887482897,0.7566340711774009,0.13968538025825758,0.38558916996836745,direct,log1p_relative_error,continuous
seed,seed=1235,root_separable,identity,407,0.30138281607659184,1.0854920337036333,0.16230063826461547,0.32040362859597105,direct,log1p_relative_error,continuous
seed,seed=1236,root_separable,identity,403,0.20015054391656656,0.720883240097101,0.14802300349755126,0.41614241107565453,direct,log1p_relative_error,continuous
seed,seed=1237,root_separable,identity,399,0.1890662351199783,0.6809608282806625,0.13455089530881373,0.423544141127169,direct,log1p_relative_error,continuous
seed,seed=1238,root_separable,identity,399,0.17746336236255839,0.6391707019880757,0.125834379067728,0.30387018999288895,direct,log1p_relative_error,continuous
cell,cell_fold=0,root_separable,identity,405,0.23431359436590565,0.8439284740375412,0.1483957628662917,0.3059856344539288,direct,log1p_relative_error,continuous
cell,cell_fold=1,root_separable,identity,399,0.1973799978404913,0.7109045500916819,0.13171942313520277,0.4845425093238488,direct,log1p_relative_error,continuous
cell,cell_fold=2,root_separable,identity,402,0.24573172487507552,0.8850532132275237,0.14840287870360783,0.36374148022230457,direct,log1p_relative_error,continuous
cell,cell_fold=3,root_separable,identity,404,0.1937393556190978,0.6977920303391176,0.1310380717396523,0.46391671687533786,direct,log1p_relative_error,continuous
cell,cell_fold=4,root_separable,identity,403,0.19247197619661907,0.6932273033759488,0.13610787190437662,0.4266400706331497,direct,log1p_relative_error,continuous
seed,seed=1234,inverse_separable,identity,405,0.211071289200575,0.7602165443717717,0.1404646588873679,0.37975723279670737,direct,log1p_relative_error,continuous
seed,seed=1235,inverse_separable,identity,407,0.3096991212721692,1.115444912760126,0.1654555274223056,0.2823808418320999,direct,log1p_relative_error,continuous
seed,seed=1236,inverse_separable,identity,403,0.19806007144409649,0.7133539746761876,0.14608298948290346,0.4282749213118855,direct,log1p_relative_error,continuous
seed,seed=1237,inverse_separable,identity,399,0.18921826953542162,0.6815084114141698,0.13507800130206118,0.42261667391396707,direct,log1p_relative_error,continuous
seed,seed=1238,inverse_separable,identity,399,0.17410207963935131,0.6270643527722675,0.12434549929980777,0.32999084372032395,direct,log1p_relative_error,continuous
cell,cell_fold=0,inverse_separable,identity,405,0.2322173496486611,0.8363784186930321,0.1541639261842847,0.318347838961095,direct,log1p_relative_error,continuous
cell,cell_fold=1,inverse_separable,identity,399,0.20771361539446864,0.7481231934111862,0.1390871474840041,0.42915722929572975,direct,log1p_relative_error,continuous
cell,cell_fold=2,inverse_separable,identity,402,0.24489145942866702,0.882026824861569,0.1437860380013627,0.3680853392658917,direct,log1p_relative_error,continuous
cell,cell_fold=3,inverse_separable,identity,404,0.19712214331460515,0.7099758341239052,0.1340785453129738,0.44503270789750093,direct,log1p_relative_error,continuous
cell,cell_fold=4,inverse_separable,identity,403,0.19380839837417477,0.6980407019840265,0.13423035213310291,0.41865022028444365,direct,log1p_relative_error,continuous
seed,seed=1234,logL_rawN,identity,405,0.21218960424521097,0.7642443854010849,0.14390669224465147,0.37316738028298435,direct,log1p_relative_error,continuous
seed,seed=1235,logL_rawN,identity,407,0.3010699558029197,1.0843652032520683,0.16552343750885434,0.32181385066247636,direct,log1p_relative_error,continuous
seed,seed=1236,logL_rawN,identity,403,0.20102904823283255,0.7240473535966532,0.15138451947617743,0.411005806759985,direct,log1p_relative_error,continuous
seed,seed=1237,logL_rawN,identity,399,0.19030556121570538,0.6854245154330544,0.13738945657364307,0.41596205452459656,direct,log1p_relative_error,continuous
seed,seed=1238,logL_rawN,identity,399,0.17923103945391697,0.6455373536300276,0.12952701355919807,0.28993310183503307,direct,log1p_relative_error,continuous
cell,cell_fold=0,logL_rawN,identity,405,0.23468592891477671,0.8452695132909851,0.1519363586490119,0.30377824366854833,direct,log1p_relative_error,continuous
cell,cell_fold=1,logL_rawN,identity,399,0.1970929097549744,0.7098705434623171,0.13385403963233142,0.48604087882944647,direct,log1p_relative_error,continuous
cell,cell_fold=2,logL_rawN,identity,402,0.24773490998389022,0.8922680953032806,0.1544605694600161,0.3533257426461536,direct,log1p_relative_error,continuous
cell,cell_fold=3,logL_rawN,identity,404,0.19496444782527206,0.702204451218537,0.13428777424039934,0.45711553905296676,direct,log1p_relative_error,continuous
cell,cell_fold=4,logL_rawN,identity,403,0.19323698375399492,0.6959826350171646,0.14003896148327719,0.4220732097717459,direct,log1p_relative_error,continuous
seed,seed=1234,rawL_logN,identity,405,0.20820950165401778,0.7499092294943678,0.1370149733896021,0.3964622042701432,direct,log1p_relative_error,continuous
seed,seed=1235,rawL_logN,identity,407,0.30285800104542604,1.0908052149684269,0.16073371774551976,0.3137344765950807,direct,log1p_relative_error,continuous
seed,seed=1236,rawL_logN,identity,403,0.19914837256228957,0.7172737143927649,0.14508346215172285,0.4219746256893412,direct,log1p_relative_error,continuous
seed,seed=1237,rawL_logN,identity,399,0.1885085825377486,0.6789523281164369,0.13314599805878474,0.4269396498000433,direct,log1p_relative_error,continuous
seed,seed=1238,rawL_logN,identity,399,0.1761684564679169,0.6345068327890037,0.12331417545873707,0.3139920974619199,direct,log1p_relative_error,continuous
cell,cell_fold=0,rawL_logN,identity,405,0.2342305775717631,0.843629472024492,0.14910949754444147,0.3064773228808433,direct,log1p_relative_error,continuous
cell,cell_fold=1,rawL_logN,identity,399,0.19968130654757418,0.7191931854596534,0.1319651781643895,0.47245271197979266,direct,log1p_relative_error,continuous
cell,cell_fold=2,rawL_logN,identity,402,0.24430012256778363,0.8798970038582339,0.1442400762398186,0.37113341026692004,direct,log1p_relative_error,continuous
cell,cell_fold=3,rawL_logN,identity,404,0.19322603072045522,0.6959431854201139,0.12873084377449942,0.46675372782794644,direct,log1p_relative_error,continuous
cell,cell_fold=4,rawL_logN,identity,403,0.19231919549620435,0.6926770323440341,0.13213060800285714,0.42754995441321697,direct,log1p_relative_error,continuous
seed,seed=1234,intercept_only,identity,405,0.5019411834535447,0.4957549694721476,0.2705295725180242,0.22870371296507164,direct,signed_relative_error,continuous
seed,seed=1235,intercept_only,identity,407,1.9312903834651596,1.907488041744308,0.4424087273280788,0.07578068791967896,direct,signed_relative_error,continuous
seed,seed=1236,intercept_only,identity,403,0.4810285218452025,0.47510004762275415,0.2848538817515271,0.13117722775486418,direct,signed_relative_error,continuous
seed,seed=1237,intercept_only,identity,399,0.4178400748478656,0.41269037165908334,0.2389495581652209,0.3603583975736505,direct,signed_relative_error,continuous
seed,seed=1238,intercept_only,identity,399,0.4241161759689136,0.4188891224733951,0.24758414694585187,-0.23484681458983458,direct,signed_relative_error,continuous
cell,cell_fold=0,intercept_only,identity,405,0.8597946166362448,0.8491980095956166,0.2938946226952315,0.1518730989330096,direct,signed_relative_error,continuous
cell,cell_fold=1,intercept_only,identity,399,0.5864001998487467,0.5791730640117566,0.296413025405541,0.2025202631612747,direct,signed_relative_error,continuous
cell,cell_fold=2,intercept_only,identity,402,1.6473801146149694,1.6270768475517083,0.3238545051758733,0.0923011210207797,direct,signed_relative_error,continuous
cell,cell_fold=3,intercept_only,identity,404,0.6498779984422108,0.6418685254348269,0.28422676106087896,0.16989627277859864,direct,signed_relative_error,continuous
cell,cell_fold=4,intercept_only,identity,403,0.4564609111714578,0.45083522241800356,0.25262054617560875,0.3492697948020913,direct,signed_relative_error,continuous
seed,seed=1234,log_density,identity,405,0.5240376436542981,0.5175791000941787,0.27770276396232196,0.15930096205557853,direct,signed_relative_error,continuous
seed,seed=1235,log_density,identity,407,1.9483448066977183,1.9243322763832151,0.4409011081081084,0.05938582425574068,direct,signed_relative_error,continuous
seed,seed=1236,log_density,identity,403,0.5147113816003541,0.508367780297643,0.2953097814024467,0.005242818862553511,direct,signed_relative_error,continuous
seed,seed=1237,log_density,identity,399,0.4333279346110537,0.42798735006452004,0.24731212637306996,0.3120610565570444,direct,signed_relative_error,continuous
seed,seed=1238,log_density,identity,399,0.42456784064444136,0.41933522057175654,0.24034068283394733,-0.23747832783887013,direct,signed_relative_error,continuous
cell,cell_fold=0,log_density,identity,405,0.8669197245372832,0.8562353035384277,0.30175556559272004,0.13775801916015928,direct,signed_relative_error,continuous
cell,cell_fold=1,log_density,identity,399,0.5840582781883746,0.5768600055508913,0.2883536835864896,0.20887737442633147,direct,signed_relative_error,continuous
cell,cell_fold=2,log_density,identity,402,1.6473397034209358,1.6270369344086453,0.31863330133782525,0.09234565323929023,direct,signed_relative_error,continuous
cell,cell_fold=3,log_density,identity,404,0.6572188919652051,0.6491189455325576,0.28818338401715005,0.15103698004214416,direct,signed_relative_error,continuous
cell,cell_fold=4,log_density,identity,403,0.4535733934908042,0.44798329217834193,0.2505629259381093,0.3574766391435774,direct,signed_relative_error,continuous
