scope,feature_set,target,model,rows,groups,heldout_r2_log1p,heldout_mae_log1p,numeric_factors,categorical_factors,post_outcome_diagnostic,feature_order,incremental_r2
Gemma4-E4B/marker_end,plus_trace_position,noise_total_rms,hist_gradient_boosting,1033,10,0.513235968626865,0.07184159510438944,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.2374564320271494
Gemma4-E4B/marker_end,plus_trace_form,noise_total_rms,hist_gradient_boosting,1033,10,0.8356005700856005,0.03594142411856372,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.32236460145873547
Gemma4-E4B/marker_end,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,1033,10,0.8356005700856005,0.03594142411856372,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/all_sites,count_only,count_axis_deviation_abs,elastic_net,28704,10,0.32329856921660716,0.5410979606250838,"[""running_index"", ""gold_count""]","[""site_scope""]",False,0,
Qwen3-8B/all_sites,plus_trace_position,count_axis_deviation_abs,elastic_net,28704,10,0.34197156191805644,0.531369328238046,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]","[""site_scope""]",False,1,0.018672992701449287
Qwen3-8B/all_sites,plus_trace_form,count_axis_deviation_abs,elastic_net,28704,10,0.353291351663348,0.5258375154993717,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""site_scope""]",False,2,0.011319789745291575
Qwen3-8B/all_sites,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,28704,10,0.353291351663348,0.5258375154993717,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct"", ""site_scope""]",True,3,0.0
Qwen3-8B/all_sites,count_only,count_axis_deviation_abs,hist_gradient_boosting,28704,10,0.46777307080495667,0.4637238859765525,"[""running_index"", ""gold_count""]","[""site_scope""]",False,0,
Qwen3-8B/all_sites,plus_trace_position,count_axis_deviation_abs,hist_gradient_boosting,28704,10,0.6250370930471159,0.37633056610527216,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]","[""site_scope""]",False,1,0.15726402224215918
Qwen3-8B/all_sites,plus_trace_form,count_axis_deviation_abs,hist_gradient_boosting,28704,10,0.6689200924344684,0.3488305242924176,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""site_scope""]",False,2,0.04388299938735252
