model,variant,layer,head,candidate_rank,pool_primary,pool_sum,pool_coverage,pool_enrichment,samples,effective_number_mean,dominant_occurrence,dominant_occurrence_mean_share,winner_occurrence_mode,winner_occurrence_mode_frequency,first_occurrence_share_mean,winner_is_first_mean,local_needle_count_mean,local_effective_fraction_mean,row_dominant_quarter,row_dominant_quarter_mass,span_mean_effective_number_mean,span_mean_dominant_occurrence_mean_share,span_sum_effective_number_mean,span_sum_dominant_occurrence,span_sum_dominant_occurrence_mean_share,end_sum_profile_cosine_mean,end_sum_winner_match_rate,phenotype,target_occurrence,endpoint_profile,span_mean_profile,span_sum_profile
Qwen3-8B,v4.3,17,24,126,0.0005569195855751,0.0007638977633581,0.7352504259639822,1.4547565179719024,20,5.311935471722108,1,0.35967870528597723,1,1.0,0.35967870528597723,1.0,2.85,0.7205198065667261,4,0.9095904883828053,7.009124892480064,0.15053410882139046,7.023890699534621,1,0.15094487595605555,0.7283310006689847,0.05,broad_span_mean_only,,"[0.35967870528597723,0.11494939713834176,0.07092817915826918,0.06592566571365246,0.07618309739067076,0.05730658626209302,0.0655685212921408,0.05732690925370239,0.06779595695564584,0.06433698154950647]","[0.15053410882139046,0.09974715817890001,0.07699862782945953,0.07027934178579182,0.07570831462416494,0.1036552407305524,0.09818541235377755,0.07156582407745819,0.12083212644558106,0.13249384515292403]","[0.15094487595605555,0.0996208850193591,0.07707654504432478,0.07049405305270892,0.0757288616613557,0.10338358056581172,0.09824888171670873,0.07159056189922429,0.12049898330008273,0.13241277178436844]"
Qwen3-8B,v4.3,19,30,127,0.0005497387801581,0.0010447094837824,0.5383056157474014,2.135023118191061,20,2.7743107338875648,1,0.5877698533823322,1,1.0,0.5877698533823322,1.0,2.6,0.6210362417322065,4,0.7318411610800094,6.1267350300220915,0.14025268820607298,6.134973672712787,6,0.1398844491611182,0.41077412703707844,0.0,broad_span_mean_only,,"[0.5877698533823322,0.07689074262055572,0.074562401586194,0.06069575123361257,0.07326161687852042,0.0465353841573999,0.031115345918461074,0.012018821109452871,0.015153380680025252,0.02199670243344607]","[0.09142464211007226,0.09864687169112017,0.09568857871877985,0.07985384162624362,0.10193282715482735,0.14025268820607298,0.11769951674933173,0.06333233531073315,0.07633403775284021,0.13483466067997868]","[0.09165032106357104,0.09829830223951072,0.09593942884554378,0.0801466467542761,0.10172274703671665,0.1398844491611182,0.11772978745640501,0.06350081286951423,0.07627646260078644,0.13485104197255784]"
Qwen3-8B,v4.3,15,8,128,0.0005476365886448,0.0006811651918622,0.8384106702480122,1.0337136124328847,20,6.470444075579337,9,0.19833052030721465,8,0.4,0.0766666619803865,0.0,3.0,0.8771771286348754,4,0.8653971777047106,7.611210052792002,0.2259279225809257,7.60598109896223,1,0.22630295939343106,0.8087213556407408,0.15,global_endpoint_aggregator,,"[0.0766666619803865,0.030167261811110974,0.03430410082078493,0.04100312137540867,0.06340622200853695,0.08902309296447361,0.11565703382517405,0.1838680855848216,0.19833052030721465,0.16757389932208802]","[0.2259279225809257,0.08976911911286056,0.0656807609362217,0.05664280156440785,0.06317387373007012,0.06297097860095702,0.10205728168343182,0.11064604842063017,0.11511619648693869,0.10801501688355634]","[0.22630295939343106,0.08953707524467516,0.06568109134359942,0.05671351388364728,0.0633941554298699,0.06279235252386388,0.10219867176402957,0.11051144933524329,0.11497536750714579,0.1078933635744946]"
Qwen3-8B,v4.3,28,23,129,0.0005462166033965,0.0011929505401186,0.4314382668278869,2.765047552216824,20,2.0821498750450678,1,0.6933447566336819,1,1.0,0.6933447566336819,1.0,2.45,0.6344535329741929,1,0.45386196249209154,7.730230026108527,0.14970156053816253,7.740202213510683,1,0.1499296569998464,0.5567341262600876,0.3,broad_span_mean_only,,"[0.6933447566336819,0.08770233733736255,0.036841917558902725,0.030363687006516073,0.028311081851028087,0.02762464376062072,0.028741531945187047,0.03594481209723398,0.019309258660679767,0.011815973148787299]","[0.14970156053816253,0.14795775491878713,0.12305018658151531,0.0925303087017583,0.08591963964790258,0.08868743500523409,0.08769173605201588,0.05816958400751697,0.07524576606832148,0.09104602847878572]","[0.1499296569998464,0.14767992713494751,0.12312968432366718,0.09279780416586356,0.08608548954266942,0.08828360101073116,0.08782118862388939,0.05821604937082754,0.07512360762735383,0.09093299120020401]"
Qwen3-8B,v4.3,22,22,130,0.0005437507114006,0.0016563756598366,0.3482716135840512,3.4939996211907305,20,1.6550308842657906,1,0.8100776150666421,1,1.0,0.8100776150666421,1.0,2.45,0.5579637054726186,1,0.7102113524334406,3.3646480272773,0.31885492258718945,3.3727788641787546,1,0.3192932072339558,0.6271997694458481,0.55,first_needle_locator,1.0,"[0.8100776150666421,0.031087937679654343,0.019175655928762532,0.017878762126539514,0.02080627207154136,0.01976770607348354,0.04521473686921758,0.0156890492675089,0.014191343630645207,0.00611092128600498]","[0.31885492258718945,0.052280533267357356,0.05095542582616178,0.03498163527713442,0.0796670724396696,0.10541903150250061,0.12406956534621741,0.03770425695992362,0.07066788974169246,0.12539966705215322]","[0.3192932072339558,0.05210260203432269,0.05090503853455001,0.035244088670217756,0.079512745938201,0.10511295279994703,0.1240776199689895,0.03777984173398881,0.07052198563746206,0.12544991744836534]"
Qwen3-8B,v4.3,21,27,131,0.0005373633080052,0.001385932167371,0.387804828442603,3.042768757031237,20,1.7217288738045258,1,0.7659183027374785,1,0.95,0.7659183027374785,0.95,2.45,0.6190240875152329,4,0.5145919077309474,8.221634692054153,0.1335931230484027,8.22846036627207,3,0.13388712160999028,0.2949680771831587,0.1,targeted_occurrence_retriever,1.0,"[0.7659183027374785,0.08632947639032479,0.058620809874502834,0.02460217342763525,0.016026362354657316,0.012648668519314257,0.01004091809215688,0.005387320770594906,0.012165298607478964,0.008260669225856228]","[0.059539142591263625,0.12563864858516188,0.1335931230484027,0.10590628554709369,0.1053903187649721,0.09621112374310786,0.07573597561567255,0.08481108345431462,0.1147568878271145,0.09841741082289653]","[0.059774601271425434,0.12537480116005237,0.13388712160999028,0.10615648515977986,0.10551345799990172,0.09597040549717697,0.07589884119704385,0.08471773116485182,0.11442138770487573,0.09828516723490195]"
Qwen3-8B,v4.3,18,7,132,0.0005344114380851,0.000895380311542,0.6491174414286925,1.824589091630705,20,3.9932905427929377,1,0.43138422583640273,1,0.8,0.43138422583640273,0.8,2.75,0.7181683753825828,4,0.7958737310363648,6.878450240934366,0.1174838223577324,6.874083734429144,6,0.1170736257115103,0.5773027019064056,0.1,broad_span_mean_only,,"[0.43138422583640273,0.11794340782600336,0.10759558268240044,0.06321620019882246,0.06347935225527535,0.05014215106331764,0.058828103134538165,0.029619651252307068,0.04201121813571422,0.03578010761521854]","[0.11243369373611503,0.11183568295296628,0.08892974414914685,0.10126233467487658,0.07925251616689541,0.1174838223577324,0.10022044383967751,0.08968610661891499,0.08295560812581318,0.11594004737786175]","[0.1128006406677284,0.11180159276227455,0.08920296594091494,0.10146000058165613,0.07946636661576534,0.1170736257115103,0.10009120947956836,0.08977205346686808,0.08259903704260434,0.1157325077311095]"
Qwen3-8B,v4.3,26,31,133,0.000529639292905,0.0014773070812224,0.3441003052787965,3.4031634784793634,20,1.5398763875939605,1,0.816489183463457,1,0.95,0.816489183463457,0.95,2.45,0.6090363342040667,1,0.5912618354567993,8.04593840204355,0.1549043268548167,8.057561275772908,1,0.1552960682211037,0.5198818457310366,0.4,first_needle_locator,1.0,"[0.816489183463457,0.09312062875398275,0.027312167830447903,0.007162984313090629,0.011929871572977266,0.006638780633728613,0.014398388604058218,0.01217343080722952,0.007842318536518922,0.002932245484509065]","[0.1549043268548167,0.1480950071081179,0.1133164463018191,0.08392804178051341,0.08582869775675225,0.09385539906290954,0.08260402279574641,0.0723140854346696,0.07775188877150649,0.08740208413314861]","[0.1552960682211037,0.14772663836447622,0.11354171321446757,0.08410819639572396,0.0860500600841915,0.09358444872280178,0.08272481504668053,0.0722271479646425,0.077474460474354,0.08726645151155824]"
Qwen3-8B,v4.3,9,17,134,0.000528902598017,0.0006916559404796,0.7779427086371783,1.301377321590479,20,5.821223563079231,2,0.21577920645334955,1,0.4,0.2115425744455503,0.4,2.7,0.861447428170998,4,0.796959584483272,5.548442366488937,0.2690254313805721,5.5423537523882525,1,0.26997838939893976,0.8950993288177553,0.65,partition_local_endpoint_aggregator,,"[0.2115425744455503,0.21577920645334955,0.11515722854667573,0.06711382697853506,0.05157051757408319,0.044060100480780226,0.057980876596392686,0.060682120303416354,0.08423408271444885,0.09187946590676807]","[0.2690254313805721,0.22641897404572586,0.10457673825119307,0.08467573574385441,0.06322458959582229,0.049025037814425756,0.06184030908355505,0.04345586697369095,0.0426653304168417,0.05509198669431875]","[0.26997838939893976,0.2257907603385269,0.10446798467971297,0.08489695141839274,0.06323203690732691,0.04874164622686954,0.0619822717936231,0.0434145889316775,0.04254162187239434,0.05495374843253616]"
Qwen3-8B,v4.3,26,25,135,0.0005288416018975,0.0021581557061936,0.2466784116791467,4.702623003213595,20,1.1099557102962112,1,0.9522595221349388,1,1.0,0.9522595221349388,1.0,2.45,0.5250264004879605,1,0.639965685734013,5.6728372212473275,0.26824593027181315,5.681101382741832,1,0.26903904902735815,0.6378193660186671,0.6,first_needle_locator,1.0,"[0.9522595221349388,0.016563531501986674,0.003095490574646879,0.0008416560010109729,0.003306381042628445,0.005146877845224964,0.007676992906163456,0.00601691894993228,0.0033257315642134717,0.0017668974792539934]","[0.26824593027181315,0.114603142281169,0.06691455334374144,0.053361201027451656,0.06660485795185718,0.09657024635488883,0.09191416280631684,0.056451355626156684,0.06228944003623289,0.12304511030037235]","[0.26903904902735815,0.11438901170117102,0.06700683288136723,0.05346390332156402,0.06663009854503862,0.09620738891143446,0.09195182193024284,0.05635982370713316,0.06211162377455629,0.12284044620013417]"
Qwen3-8B,v4.3,19,11,136,0.0005258003135461,0.0007452895243962,0.7123067575941117,1.39758772747669,20,5.624720686494942,1,0.30629656564970514,1,0.8,0.30629656564970514,0.8,2.85,0.6765744079112747,1,0.7404337461705639,6.663857318884263,0.15165394332705698,6.676250778035145,10,0.15159190951973026,0.5920210225751303,0.15,broad_span_mean_only,,"[0.30629656564970514,0.08726169304811525,0.059611492670538925,0.06052794657301007,0.08400060726271702,0.0576625830112264,0.076185602075171,0.08195476902612035,0.10151452767587957,0.08498421300751621]","[0.07728798927542042,0.09663054760693432,0.10547147788621529,0.08714754521004718,0.10965387777536222,0.11699383231503815,0.10430062354882814,0.06498522530655404,0.08587493774854328,0.15165394332705698]","[0.07742687277034813,0.09638511842536493,0.10569422587198359,0.08754457801208078,0.10962902099286491,0.11651944765169901,0.10440205679671402,0.06499688577251542,0.08580988418669891,0.15159190951973026]"
Qwen3-8B,v4.3,34,5,137,0.0005158391086338,0.0016412003172767,0.2868427248251574,4.071694728955661,20,1.303582511561753,1,0.8913844490792945,1,1.0,0.8913844490792945,1.0,2.45,0.5332140532714711,1,0.5595308276048674,6.511674939787329,0.16975712066886298,6.526875699077422,1,0.17024304768860804,0.4631966493003768,0.2,first_needle_locator,1.0,"[0.8913844490792945,0.022037295061093042,0.0047909336606984125,0.016064905576323573,0.014928993151104557,0.018535896561518737,0.009290558617625098,0.006906757846622117,0.003832726144092665,0.01222748430162719]","[0.16975712066886298,0.14149088616404537,0.13837932398914515,0.0646453594642116,0.08297816102822562,0.09556085630046036,0.10077881756081561,0.0504038666977103,0.06822714194572035,0.08777846618080264]","[0.17024304768860804,0.14124701671873519,0.13844358341656882,0.06490496665705787,0.0830603210229359,0.09518331435213209,0.10063180332403214,0.050509918773852955,0.06808141403849978,0.08769461400757725]"
Qwen3-8B,v4.3,30,27,138,0.0005138639441786,0.0021146592166688,0.2547328149793167,4.446432463317918,20,1.1338170494623536,1,0.9412019027942217,1,1.0,0.9412019027942217,1.0,2.45,0.5421004959791227,1,0.7388351112491559,3.0725717323677895,0.3055226382259093,3.0798317748954256,1,0.306212292348941,0.5533437030521102,0.45,first_needle_locator,1.0,"[0.9412019027942217,0.03230605461400145,0.004310731311282083,0.0027284143100371654,0.0030629472592489824,0.0022473749949550375,0.0045117651649985305,0.001578745800804099,0.0021407103652753357,0.005911353385175508]","[0.3055226382259093,0.15291924018162315,0.08457190019815139,0.03184331550173268,0.0641497694903728,0.08743496994249395,0.0951773097674416,0.014966534907909407,0.04421571992998287,0.1191986018543828]","[0.306212292348941,0.15254337845833577,0.08474566437979905,0.03208081115134518,0.06396738900676541,0.08715925223884952,0.09513829745253685,0.014986344144087154,0.04404718001449513,0.11911939080484495]"
Qwen3-8B,v4.3,21,17,139,0.0005111697622314,0.0008026974068747,0.6315793955433411,1.6073888641910858,20,3.6108810405391645,1,0.43233281679787644,1,0.8,0.43233281679787644,0.8,2.65,0.7914379616983328,4,0.6434716909632407,8.508993881006456,0.1333192699976513,8.516329221320168,10,0.1330704032197904,0.46012027936118843,0.0,broad_span_mean_only,,"[0.43233281679787644,0.19962876092455956,0.11151130347121951,0.055109400998958,0.05761972651265246,0.04587964653021111,0.03374437864835591,0.02840308945011838,0.025996418120975133,0.009774458545073557]","[0.05437017789218916,0.08988803453434127,0.10120957482580506,0.0804606499380706,0.10101676972675526,0.11456290098712316,0.11495970793493797,0.09968310530024828,0.11052980886287797,0.1333192699976513]","[0.05465160911596266,0.08975403203288654,0.10139338937556326,0.08063947389783901,0.10111079263073228,0.11422567557892194,0.11514327981659789,0.09964355544070017,0.11036778889100589,0.1330704032197904]"
Qwen3-8B,v4.3,24,26,140,0.0005110513503533,0.0009558194213442,0.5481990978249546,1.9581019135361268,20,2.8495882240981114,1,0.5516325550705583,1,0.85,0.5516325550705583,0.85,2.65,0.7318561727202832,1,0.7773251706429896,4.301638722255283,0.3990630407397249,4.295020621035497,1,0.3997649768348923,0.8812189807026544,0.8,mixed,,"[0.5516325550705583,0.15591690359751914,0.10176265754353864,0.04596114240076788,0.03633447104021138,0.0164582582608793,0.030583717505520698,0.034179041120222776,0.014700780394977497,0.012470473065804413]","[0.3990630407397249,0.20044006449736532,0.08818635868564183,0.05458161359054677,0.041730343246424335,0.041982855401347934,0.05170768819294601,0.030398841056095572,0.036774825208654396,0.05513436938125301]","[0.3997649768348923,0.2001395043456995,0.08815295162113525,0.054901539291499435,0.04176612127265199,0.04177325288635741,0.05156903776733414,0.030412050594504074,0.036596466126353706,0.054924099259572146]"
Qwen3-8B,v4.3,22,8,141,0.0005022409298536,0.000873910387357,0.6212526018528313,1.561937211349795,20,4.122373422260016,4,0.22332537698144322,4,0.4,0.11997293230338664,0.15,3.1,0.6424522745825063,4,0.8767972118047632,6.941835475658722,0.17790086488380943,6.945152328427014,10,0.17768728692791405,0.6414517608650459,0.25,broad_span_mean_only,,"[0.11997293230338664,0.15141835271677098,0.16379040623893895,0.22332537698144322,0.06474374212801745,0.052611271715032194,0.07728102709026649,0.04548556869494861,0.0405853569446671,0.060785965186528436]","[0.05976134122767683,0.060705872822744034,0.0826568077717156,0.10176454502382086,0.07822777211545824,0.10687065132899902,0.11432549424107293,0.10053489678501992,0.11725175379968311,0.17790086488380943]","[0.06028260281656418,0.06069086028864085,0.08286976928723945,0.10210487778905279,0.07821738934481313,0.10636622290156114,0.11428395095207407,0.10052580569280185,0.11697123399933844,0.17768728692791405]"
Qwen3-8B,v4.3,28,17,142,0.0004968575150281,0.0012222929133308,0.3678492875979613,2.972752037930192,20,1.6391383195667526,1,0.7799496173646709,1,1.0,0.7799496173646709,1.0,2.45,0.6423172256948275,1,0.38624135848508223,7.294467167671121,0.172786532648665,7.287132490468522,6,0.17272767208567286,0.1300801071140683,0.0,targeted_occurrence_retriever,1.0,"[0.7799496173646709,0.11707501417076938,0.023461850003660977,0.01571210327286566,0.01383870158270753,0.012717585623875366,0.010389859764536553,0.005458609729644652,0.017304761775401092,0.004091896711867756]","[0.02200118370040196,0.060849961201509185,0.07545304312906435,0.11226706797084862,0.12973894261638436,0.172786532648665,0.1332104662990037,0.10643124313004082,0.09336172843056054,0.09389983087352144]","[0.022041715418106796,0.06073482031901898,0.07547023651399434,0.11206369460494343,0.12999895780747978,0.17272767208567286,0.1332974839465709,0.10641296532035298,0.09332628085239333,0.09392617313146667]"
Qwen3-8B,v4.3,22,15,143,0.0004928791095143,0.0009144349230659,0.5361998183924844,1.9447520077056983,20,2.9066733761975936,1,0.5007923366130791,1,0.7,0.5007923366130791,0.7,2.6,0.6845768616834957,4,0.5375389753245515,7.848964646552174,0.12657327441815833,7.848037552156066,3,0.12679028986156818,0.5266554783824264,0.2,broad_span_mean_only,,"[0.5007923366130791,0.15806844364412906,0.12263853441673314,0.08659801005366939,0.03005711070735852,0.01696622141452294,0.020091973124879054,0.015457937057925577,0.0349212762575337,0.01440815671016955]","[0.08018532745922193,0.12620764882481175,0.12657327441815833,0.09615039055679037,0.0849349442470618,0.08960556378552001,0.10501473746446814,0.09418918148905106,0.09604695722400045,0.10109197453091619]","[0.08065848224229513,0.12620302878595183,0.12679028986156818,0.09635757876727762,0.08503934754845258,0.08926029025251483,0.10516340045481705,0.09401744308036279,0.09570082601680899,0.10080931298995102]"
Qwen3-8B,v4.3,26,6,144,0.0004887107793026,0.0009510868125491,0.4988196681713454,2.136828155022096,20,2.423279345763673,1,0.6060748055967884,1,0.95,0.6060748055967884,0.95,2.45,0.7078959833614171,1,0.7129403414932602,3.393107037316876,0.25269834875375385,3.394624114023165,1,0.2532012031458014,0.5911379513234818,0.5,mixed,,"[0.6060748055967884,0.14515035910386415,0.05473242696304663,0.03179144073082275,0.05888969666847731,0.029091765434244972,0.025353165450125857,0.017639645973828,0.021442359646293215,0.009834334432508939]","[0.25269834875375385,0.14358379847093194,0.05850307538064074,0.03349436764293829,0.08168120143969929,0.10659927730592186,0.10182865055832753,0.02982554268936995,0.05332986359351031,0.1384558741649062]","[0.2532012031458014,0.14324146994921555,0.05853401839855388,0.0337040985268096,0.08153772868698378,0.10630890459350059,0.10178821232184969,0.029919658495483836,0.05322122825502031,0.13854347762678146]"
Qwen3-8B,v4.3,25,8,145,0.0004868651351409,0.0021120097902085,0.2315756995719599,4.552416275705251,20,1.0539987928045087,1,0.9750156021675161,1,1.0,0.9750156021675161,1.0,2.45,0.5222376503219379,1,0.5845247975534527,5.183206276342158,0.37898145585482607,5.173876515140759,1,0.37939571551482676,0.8446562576337572,1.0,first_needle_locator,1.0,"[0.9750156021675161,0.012311345750315098,0.0025218817469333825,0.0008787167543495336,0.002060096549272863,0.0009004713707537026,0.002391222670076033,0.0006895405869906739,0.0028523726835891295,0.00037874972020357083]","[0.37898145585482607,0.09489210813100965,0.068923092460168,0.06213209599026158,0.06599327871197419,0.0719708718041914,0.07844345098543157,0.056573487202270026,0.06441394113413261,0.05767621772573487]","[0.37939571551482676,0.09492713078376916,0.0689868877699854,0.06216677297997784,0.06629533382119289,0.07165994521608368,0.07827248235195722,0.056450382855346246,0.06431286874558732,0.05753247996127352]"
Qwen3-8B,v4.3,27,18,146,0.0004835627024359,0.0012231436040665,0.453660307523924,2.902879201280851,20,2.27183671098889,1,0.4808149855078835,1,0.65,0.4808149855078835,0.65,2.8,0.5807618834141144,2,0.34498548785928845,7.297979069625564,0.21455356412409365,7.301092310256178,2,0.21424354213415842,0.48685077369301977,0.25,broad_span_mean_only,,"[0.4808149855078835,0.2591916884653571,0.06640709833643216,0.025973202222348103,0.017819191812746864,0.05884585024936637,0.024131032079980394,0.04365855944438203,0.015281152893919524,0.00787723898758408]","[0.05832594245627602,0.21455356412409365,0.15380419566437545,0.12143434221453475,0.11726786302706882,0.10318166222562067,0.07702980967257941,0.04880265363863141,0.052124479269238175,0.05347548770758161]","[0.058488007343598915,0.21424354213415842,0.15379111747825905,0.1216838650958005,0.11757522215633079,0.10280006481472115,0.07717794272663396,0.04880538535445857,0.05207613168138668,0.05335872121465195]"
Qwen3-8B,v4.3,25,28,147,0.0004765800772446,0.0011594100130928,0.4235834013162143,2.473453746033828,20,2.353781707477128,1,0.6360525373567596,1,0.95,0.6360525373567596,0.95,2.45,0.651744286830158,1,0.5838559476510159,6.9648875129204,0.16001259331844336,6.977802162954935,10,0.15991263582839438,0.36467574220396803,0.1,broad_span_mean_only,,"[0.6360525373567596,0.11503977851360037,0.029695405191221918,0.01467821088916157,0.011330677409767507,0.017203174534974823,0.019973124906135883,0.03348929324362575,0.0705422499337792,0.05199554802097343]","[0.07068573016371463,0.12362520986199535,0.08151720688054179,0.05730620147987079,0.07455111860152003,0.10984030316498165,0.13211956578550604,0.08124347726715744,0.10909859347626896,0.16001259331844336]","[0.07096795850806391,0.12340071899182162,0.08169352723196271,0.05760877661285686,0.07450024311823357,0.10950811666723725,0.1322446269297694,0.08114110057951694,0.10902229553214333,0.15991263582839438]"
Qwen3-8B,v4.3,9,22,148,0.0004751131911475,0.0007000452942317,0.7381731322058588,1.3574786406017207,20,4.705296787180303,1,0.3479470604985007,1,0.7,0.3479470604985007,0.7,2.75,0.7951508494194772,4,0.7177742187735099,5.31014194947716,0.24038345604819006,5.300207441308528,1,0.2412614845773696,0.8431832728355445,0.5,mixed,,"[0.3479470604985007,0.15134357016671557,0.13999981429342306,0.1085394757575265,0.08438257448206585,0.041636547430287184,0.04505641859758052,0.03048566884779828,0.02712638285116579,0.023482487074936543]","[0.24038345604819006,0.22962730509099366,0.1261744003694643,0.09826336403082907,0.08381199563062476,0.048013348882365345,0.05338845533683066,0.03512425971243073,0.03881268882288018,0.04640072607539128]","[0.2412614845773696,0.22909088798173288,0.12652549745227826,0.09831195625244844,0.0836328319361176,0.04766072576590061,0.05362395723662973,0.0351324271998812,0.03854559472944451,0.046214636868197226]"
Qwen3-8B,v4.3,33,12,149,0.000454829181784,0.0017754038174946,0.2261620313734879,4.400485523543695,20,1.0215587607282999,1,0.9895180043966219,1,1.0,0.9895180043966219,1.0,2.45,0.5155297887428719,1,0.7978339640851061,4.326898236452166,0.22115189557062337,4.326107602947969,1,0.2209661869916605,0.4698380414305248,0.45,first_needle_locator,1.0,"[0.9895180043966219,0.006868702059643456,0.0008761088169704003,0.0010934254838280617,0.0004799073284863115,0.00040398798545182373,0.00020344236370488378,0.00016998292840553452,8.542093324130388e-05,0.0003010177036464045]","[0.22115189557062337,0.0934299743035765,0.09651631103016083,0.05976485958177334,0.07630339016847074,0.09698134867799695,0.10903728434804819,0.05040256849191872,0.06254537056265212,0.13386699726477927]","[0.2209661869916605,0.0926910197777738,0.09662157924474792,0.060198193231418486,0.07619160074419076,0.09643857346618685,0.10914557881671068,0.05085606384145662,0.06280276698194726,0.1340884369039072]"
Qwen3-8B,v4.3,29,1,150,0.0004491155454148,0.0018644822968376,0.2213621622122602,4.425413768348697,20,1.018622333616954,1,0.9908477414265198,1,1.0,0.9908477414265198,1.0,2.45,0.5126224209963824,1,0.6682311350421549,3.1050819688304885,0.5251389495293728,3.104275663646363,1,0.5256786100867223,0.8896877460911664,1.0,first_needle_locator,1.0,"[0.9908477414265198,0.0036315792260147874,0.0012617773213653275,0.0006279547368849543,0.0010324183300597879,0.0006497609199806466,0.0003806628786343806,0.0008116676242356102,0.0006592569321144521,9.718060419039022e-05]","[0.5251389495293728,0.16708952216153083,0.07557105300674875,0.036533991641437336,0.02981857259662299,0.028279884924792366,0.039724487360808546,0.02184199731791559,0.02741038994944985,0.048591151511320874]","[0.5256786100867223,0.16678331532324886,0.07554036460316367,0.036645264236369504,0.029959139492766195,0.02815445464310003,0.039649653855269834,0.021809904128625917,0.0273817970721636,0.04839749655856999]"
