model_label,role,layer,folds,silhouette_cosine_mean,silhouette_cosine_min,silhouette_cosine_max,calinski_harabasz_mean,calinski_harabasz_min,calinski_harabasz_max,davies_bouldin_mean,davies_bouldin_min,davies_bouldin_max
Qwen3-8B,prompt_running,15,1,-0.015188314020633698,-0.015188314020633698,-0.015188314020633698,21.297416602225656,21.297416602225656,21.297416602225656,5.0762373510292935,5.0762373510292935,5.0762373510292935
Qwen3-8B,prompt_running,16,1,-0.008701854385435581,-0.008701854385435581,-0.008701854385435581,19.292081233470512,19.292081233470512,19.292081233470512,5.399812158499477,5.399812158499477,5.399812158499477
Qwen3-8B,prompt_running,17,1,-0.017234651371836662,-0.017234651371836662,-0.017234651371836662,17.385665055695704,17.385665055695704,17.385665055695704,5.109887778985159,5.109887778985159,5.109887778985159
Qwen3-8B,prompt_running,18,1,-0.012780281715095043,-0.012780281715095043,-0.012780281715095043,16.158402249730795,16.158402249730795,16.158402249730795,4.786051333932461,4.786051333932461,4.786051333932461
Qwen3-8B,prompt_running,19,1,0.024156732484698296,0.024156732484698296,0.024156732484698296,14.913402078032384,14.913402078032384,14.913402078032384,4.598899042343893,4.598899042343893,4.598899042343893
Qwen3-8B,prompt_running,20,1,0.0178621094673872,0.0178621094673872,0.0178621094673872,12.324984578646992,12.324984578646992,12.324984578646992,4.403409526731429,4.403409526731429,4.403409526731429
Qwen3-8B,prompt_running,21,1,0.01197812333703041,0.01197812333703041,0.01197812333703041,12.35947396522889,12.35947396522889,12.35947396522889,4.441293455566264,4.441293455566264,4.441293455566264
Qwen3-8B,prompt_running,22,1,0.00915609858930111,0.00915609858930111,0.00915609858930111,8.489641115891187,8.489641115891187,8.489641115891187,4.482899168496159,4.482899168496159,4.482899168496159
Qwen3-8B,prompt_running,23,1,0.006920089945197105,0.006920089945197105,0.006920089945197105,8.263453208467201,8.263453208467201,8.263453208467201,4.712409813731074,4.712409813731074,4.712409813731074
Qwen3-8B,prompt_running,24,1,0.001253328169696033,0.001253328169696033,0.001253328169696033,8.699425470376722,8.699425470376722,8.699425470376722,4.688245878712368,4.688245878712368,4.688245878712368
Qwen3-8B,prompt_running,25,1,-0.007050665095448494,-0.007050665095448494,-0.007050665095448494,8.274680335136885,8.274680335136885,8.274680335136885,4.885700646299554,4.885700646299554,4.885700646299554
Qwen3-8B,prompt_running,26,1,-0.01090236660093069,-0.01090236660093069,-0.01090236660093069,7.658134615743103,7.658134615743103,7.658134615743103,4.97248866181698,4.97248866181698,4.97248866181698
Qwen3-8B,prompt_running,27,1,-0.01222173497080803,-0.01222173497080803,-0.01222173497080803,7.318910871757512,7.318910871757512,7.318910871757512,4.924731123410686,4.924731123410686,4.924731123410686
Qwen3-8B,prompt_running,28,1,-0.017843877896666527,-0.017843877896666527,-0.017843877896666527,6.652425452127593,6.652425452127593,6.652425452127593,5.033415889370305,5.033415889370305,5.033415889370305
Qwen3-8B,prompt_running,29,1,-0.024365844205021858,-0.024365844205021858,-0.024365844205021858,6.1464203246733575,6.1464203246733575,6.1464203246733575,5.194928925059145,5.194928925059145,5.194928925059145
Qwen3-8B,prompt_running,30,1,-0.03697792440652847,-0.03697792440652847,-0.03697792440652847,5.110895629606702,5.110895629606702,5.110895629606702,5.251506738929895,5.251506738929895,5.251506738929895
Qwen3-8B,prompt_running,31,1,-0.0438699908554554,-0.0438699908554554,-0.0438699908554554,4.60186606801859,4.60186606801859,4.60186606801859,5.325753053859614,5.325753053859614,5.325753053859614
Qwen3-8B,prompt_running,32,1,-0.044624775648117065,-0.044624775648117065,-0.044624775648117065,4.522159709448056,4.522159709448056,4.522159709448056,5.406806304365851,5.406806304365851,5.406806304365851
Qwen3-8B,prompt_running,33,1,-0.045608893036842346,-0.045608893036842346,-0.045608893036842346,4.372731278342579,4.372731278342579,4.372731278342579,5.570722194329307,5.570722194329307,5.570722194329307
Qwen3-8B,prompt_running,34,1,-0.04340558499097824,-0.04340558499097824,-0.04340558499097824,4.270842978792229,4.270842978792229,4.270842978792229,5.872207894795492,5.872207894795492,5.872207894795492
Qwen3-8B,prompt_running,35,1,-0.05987885966897011,-0.05987885966897011,-0.05987885966897011,3.5024285141005675,3.5024285141005675,3.5024285141005675,6.488440211342509,6.488440211342509,6.488440211342509
