model_label,population,layer,normalized_depth,endpoint,examples,seeds,mean_damage,bootstrap_95ci_low,bootstrap_95ci_high,seed_damage_min,seed_damage_max
Gemma4-E4B,clean_correct,41,1.0,candidate_absolute_error_damage,26,10,1.0666666666666667,0.6333333333333333,1.7666666666666668,0.5,4.0
Gemma4-E4B,clean_correct,41,1.0,control_absolute_error_damage,26,10,0.4583333333333333,0.29999999999999993,0.6,0.0,0.75
Qwen3-8B,clean_correct,0,0.0,candidate_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,0,0.0,control_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,4,0.1142857142857142,candidate_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,4,0.1142857142857142,control_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,8,0.2285714285714285,candidate_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,8,0.2285714285714285,control_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,12,0.3428571428571428,candidate_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,12,0.3428571428571428,control_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,16,0.4571428571428571,candidate_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,16,0.4571428571428571,control_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,20,0.5714285714285714,candidate_absolute_error_damage,35,10,0.02,0.0,0.06000000000000001,0.0,0.2
Qwen3-8B,clean_correct,20,0.5714285714285714,control_absolute_error_damage,35,10,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,clean_correct,24,0.6857142857142857,candidate_absolute_error_damage,35,10,0.9166666666666666,0.7,1.1999999999999997,0.5,2.0
Qwen3-8B,clean_correct,24,0.6857142857142857,control_absolute_error_damage,35,10,0.02,0.0,0.06000000000000001,0.0,0.2
Qwen3-8B,clean_correct,28,0.8,candidate_absolute_error_damage,35,10,1.625,1.2216666666666667,2.02,0.6666666666666666,2.3333333333333335
Qwen3-8B,clean_correct,28,0.8,control_absolute_error_damage,35,10,0.5166666666666666,0.42666666666666664,0.6033333333333334,0.3333333333333333,0.6666666666666666
Qwen3-8B,clean_correct,32,0.9142857142857144,candidate_absolute_error_damage,35,10,1.12,0.9400000000000001,1.3199999999999998,0.6,1.6666666666666667
Qwen3-8B,clean_correct,32,0.9142857142857144,control_absolute_error_damage,35,10,0.32999999999999996,0.2066666666666667,0.44666666666666666,0.0,0.6666666666666666
Qwen3-8B,clean_correct,35,1.0,candidate_absolute_error_damage,35,10,0.9800000000000001,0.8800000000000001,1.06,0.6,1.2
Qwen3-8B,clean_correct,35,1.0,control_absolute_error_damage,35,10,0.025,0.0,0.075,0.0,0.25
