model,mode,target,candidate,label,formula,k,parsed_n,seed_cv_mse,seed_cv_rmse,seed_cv_mae,seed_cv_se,request_oof_r2,request_oof_rmse,request_oof_mae,request_oof_median_ae,request_oof_nrmse_sd,cell_crossfit_r2,cell_crossfit_rmse,cell_crossfit_mae,cell_crossfit_median_ae,cell_crossfit_nrmse_sd,cell_fit_r2,cell_adjusted_r2,cell_fit_rmse,cell_fit_mae,cell_fit_median_ae,cell_fit_nrmse_sd,cell_sse_deviance,cell_log_likelihood,cell_aic,cell_aicc,cell_bic,leave_N_out_r2,leave_N_out_rmse,leave_N_out_mae,leave_L_out_r2,leave_L_out_rmse,leave_L_out_mae,residual_spearman_N,residual_spearman_L,abs_residual_spearman_fitted,max_abs_cell_residual,selection_score,overall_f_p,quality,mean_abs_cell_target,max_abs_cell_target,bootstrap_valid_reps,minimum_slope_sign_stability,slopes_ci_excluding_zero,slope_terms,numeric_formula,fdr_q
Qwen3-4B,enumeration_index,signed_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,495,10.912851122161705,3.3034604768578215,0.8788217839761963,6.6324064969297725,-0.03702063755200191,3.3186108865271753,0.8817272411945936,0.3591945930427405,1.017312953994506,0.33380628756712794,0.6797196701544495,0.45306380301919363,0.32618357183906516,0.80800361272968,0.33356333246116165,0.29010007153471573,0.67984360280928,0.45341231337560595,0.3262938234922583,0.808150935276364,23.109366214035102,-51.65230150354381,113.30460300708762,114.66823937072398,122.86471803422835,0.17760378896616524,0.7552141589478032,0.4947009374911632,0.047290729513915,0.8128487998667571,0.5676086211918911,0.056695473009357726,-0.1979583668502102,0.3120768307322929,2.737224137573649,0.3038062875671279,0.00029182752119797875,weak,0.37549999999999994,4.3,400,0.7675,1,3,\bar b=0.612 - 0.178N + 0.00637N^2 + 0.0285L_k,0.0003526249214475577
Qwen3-4B,enumeration_index,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,495,10.043148477397999,3.1690926899347702,0.7896354358819138,6.202975705998153,0.028728370622156385,3.183099138245078,0.7920924175959341,0.20835889142505448,0.984535151464898,0.6090696167193808,0.8547553823186369,0.49284467452122144,0.17771169724042427,0.6189602375072304,0.6091079872826555,0.5836150299315244,0.8547134333531601,0.4928071395215563,0.1801151961760527,0.6189298606974766,36.52675265771734,-63.097475065495544,136.1949501309911,137.55858649462746,145.75506515813183,-0.1986728536192921,1.4967265636763716,0.6988443253469679,0.40009668175123325,1.0588459105197525,0.5655757495044739,-0.1406530245295981,-0.30379749368101566,0.22477791116446577,2.9892475112447663,0.5790696167193807,1.8012147540008366e-09,moderate,0.4955,9.1,400,0.805,1,3,\overline{|b|}=0.334 - 0.0504N - 0.0452L_k + 0.0137NL_k,2.0090472256163175e-09
Qwen3-4B,enumeration_bullet,signed_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,487,1.4283611774418876,1.1951406517401573,0.5364160276020578,0.570941355805746,-0.0008575826575913936,1.1716823626578987,0.5286357013101253,0.24115924625282736,0.9994010374305335,0.22028537102133583,0.5235995081783221,0.3087138867718545,0.21767132892153745,0.8741397693727765,0.22542649249592517,0.17491082896305066,0.5218704520788929,0.3073126127585802,0.21751173999422124,0.871253141947846,13.617438437651401,-38.43013176051582,86.86026352103164,88.223899884668,96.42037854817237,0.06491629144975997,0.5733986075691403,0.3311854522058006,-0.16575302751124488,0.6402280012515275,0.4199945920904756,-0.05090529704244459,-0.1028991510855053,-0.05152460984393757,2.653916590240544,0.19028537102133583,0.007536181685391305,weak,0.27649999999999997,2.6,400,0.91,2,3,\bar b=-0.173 - 0.0189N + 0.13L_k - 0.00657L_k^2,0.007805331031298137
Qwen3-4B,enumeration_bullet,absolute_error,N_piece10_lnL,segmented N at 10 + ln L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\ln L_k,4,487,1.0106895563667055,1.0053305706914046,0.4549472559266876,0.47241803481020395,0.2203596013500072,0.9824713570768027,0.44798789604912675,0.17581167556842958,0.8820654705522997,0.789153719428366,0.291007692946179,0.18697134707194976,0.11182058924543502,0.4545650173079769,0.7891040585513971,0.7753499754134447,0.2910419616236748,0.18704141196302865,0.11185559675160009,0.45461854627767967,4.23527117128783,-9.232535450899704,28.465070901799407,29.82870726543577,38.02518592894013,0.7147672113907553,0.33847081080464453,0.21954866240928742,0.7309010106246797,0.3287589094793645,0.2187157418579656,0.08661138217174223,-0.19109842344450984,0.3982232893157262,1.0141980862387314,0.759153719428366,1.3754395429225364e-15,moderate,0.3782777777777778,2.6,400,0.6075,2,3,\overline{|b|}=-0.113 + 0.00152N + 0.0844(N-10)_+ + 0.129\ln L_k,2.2159859302640865e-15
Qwen3-4B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,496,0.8856428336295681,0.941085986310267,0.2475098882168117,0.40492579650100263,0.12690899058879068,0.9427404147148308,0.24765680375763954,0.04146995745500384,0.9334509870793066,0.8450211861423671,0.18756119927436707,0.10322768318917706,0.028551852808512915,0.3897168684833648,0.8439532650483076,0.8337763040731972,0.18820630902957916,0.10358838854934918,0.028537341705319928,0.39105728512924876,1.7710807379268725,12.563899809143287,-15.127799618286573,-13.76416325465021,-5.567684591145845,0.7674601737232049,0.2297499928183095,0.12161239759813829,0.5213580049105251,0.32961899787258514,0.15610526371288996,0.037394886452980634,0.1509187549254078,-0.057190876350540217,0.783876964796928,0.8150211861423671,1.3904821392796218e-18,strong,0.1442222222222222,2.888888888888889,400,0.91,2,3,\bar b=-0.0977 + 0.0221N + 0.0252L_k - 0.00584NL_k,2.8802844313649307e-18
Qwen3-4B,native_thinking,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,496,0.8247425134886607,0.9081533535084593,0.28522402036656913,0.34669333298843713,0.17198828866862548,0.9097128878426485,0.28537473339903185,0.07913405064345055,0.909033735832235,0.7503733358157338,0.27366638018285655,0.146884093697421,0.07025847760968756,0.4946050251469155,0.7500561042565453,0.7337554154037114,0.2738402158755241,0.14699355748731724,0.07025386358051484,0.49491920333382255,3.7494231915376823,-6.186401838568411,22.372803677136822,23.736440040773186,31.93291870427755,0.5692073640677855,0.3595092727614032,0.1820937687205966,0.6018515291454926,0.3456196986652215,0.17381549440636632,-0.6675590375186929,-0.01665986255670086,0.31246098439375747,1.5323070075326777,0.7203733358157338,6.724401669536203e-14,moderate,0.18022222222222223,2.888888888888889,400,0.5,2,3,\overline{|b|}=-0.0257 + 0.00213N - 0.0193L_k + 0.00479NL_k,8.863984018934086e-14
Qwen3-8B,direct,signed_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,486,4.895872951410752,2.2126619604925537,1.199757040248631,0.6934201401282292,-0.020127972473029,2.2216021847688014,1.2033502815893358,0.307027847769415,1.0089742036955576,0.24022742445414635,1.0638053352424361,0.7185783679526471,0.4773131831040479,0.8628888248406839,0.2380300691619157,0.18833637802030156,1.065342552214938,0.7189985941462652,0.47726526945059156,0.8641357140063836,56.74773767799191,-74.11174629607761,158.22349259215522,159.5871289557916,167.78360761929596,0.00012165706711342317,1.2203767870909554,0.8059828717172638,-5.598254313336291,3.1349807797622837,1.8662276542921605,-0.1329327899070473,-0.251857922180713,-0.4909963985594238,3.488318549357164,0.21022742445414636,0.004315433233888526,weak,0.7265873015873017,4.0,400,0.7825,2,3,\bar b=-0.227 - 0.0309N + 0.157L_k - 0.0101L_k^2,0.004635094954917306
Qwen3-8B,direct,absolute_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,486,1.920185674544269,1.3857076439654465,0.8245966901611391,0.33499264867728823,0.4804178026505158,1.3945329648508806,0.8283658892674743,0.5226651277919573,0.7200785361180982,0.8671266397982713,0.5406662809781979,0.3752394298819177,0.2519391869460924,0.36085439306968964,0.8667395039537663,0.8610688445475436,0.5414533426506087,0.37541691091859647,0.25034920909736896,0.36137969799825365,14.658586113375877,-40.272007689727616,88.54401537945523,89.43290426834412,96.19210740116782,0.8536762110190199,0.5673718644063488,0.40431627384766805,0.7909624738260644,0.6781448297105119,0.4568551317154761,-0.19565969621527288,-0.07741936129290397,0.5577430972388956,2.13269136953355,0.8521266397982713,2.544777868805081e-21,strong,1.1265873015873016,5.6,400,0.995,2,2,\overline{|b|}=-0.553 + 0.156N + 0.0368L_k,5.676812168872873e-21
Qwen3-8B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.20676681378696954,0.4547161903725988,0.14587751159833387,0.07487378157335622,0.15452160737430432,0.4547161903725988,0.14587751159833387,0.030897058530749998,0.9185790308081522,0.8621445888451141,0.09564273972755909,0.06115140079921968,0.02706485753901364,0.36755721042007616,0.8621445888451141,0.8531540185524042,0.09564273972755907,0.06115140079921984,0.02706485753901404,0.3675572104200761,0.4573766831296804,46.40984786727251,-82.81969573454502,-81.45605937090866,-73.2595807074043,0.7640320458257258,0.12513148911120708,0.06946811603765082,0.5368845420658079,0.17530113897713628,0.08742343436772443,0.17539408033107692,0.07643936937780395,0.19903961584633853,0.2951016702322493,0.8321445888451141,8.246630041205026e-20,strong,0.07800000000000001,1.6,400,1.0,3,3,\bar b=-0.0414 + 0.0148N + 0.0132L_k - 0.00329NL_k,1.9929355932912146e-19
Qwen3-8B,enumeration_index,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.21234522852536103,0.4608093190522095,0.14262780096709696,0.07885879541199871,0.11491843593023787,0.46080931905220957,0.14262780096709693,0.02993950199951949,0.9398464773257507,0.7664452364521998,0.1200585931414992,0.07511032287469002,0.028502815788619205,0.4784178803899832,0.7664452364521998,0.7512134040469084,0.1200585931414992,0.07511032287468988,0.028502815788619216,0.4784178803899832,0.7207032893558021,35.041842299214096,-60.08368459842819,-58.720048234791825,-50.52356957128747,0.6258674932972497,0.15195381464006402,0.08539572604415645,0.004934124560707409,0.24781340877485097,0.11669148036754244,-0.2193029147468348,-0.17541855280290905,0.3530852340936374,0.36913943775622027,0.7364452364521997,1.4395017549052423e-14,moderate,0.07800000000000001,1.6,400,0.99,3,3,\overline{|b|}=0.0667 - 0.00969N - 0.0133L_k + 0.00287NL_k,2.0872775446126015e-14
Qwen3-8B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.8667945187276149,0.9310180012908531,0.42645162884422544,0.2614296187995349,0.44273212222964153,0.9310180012908531,0.4264516288442255,0.12688362943641743,0.7457568920330658,0.7425385900139609,0.5041578845450869,0.3178190833865462,0.17026694974872553,0.502306860182417,0.7425385900139609,0.7257476284931323,0.504157884545087,0.3178190833865466,0.17026694974872567,0.5023068601824171,12.708758627448862,-36.70363681117917,83.40727362235835,84.7709099859947,92.96738864949907,-0.02342859286053356,1.0051694137314673,0.5236051895699062,0.6928535014411122,0.5506596777060058,0.3344372155520656,0.5030215371255781,-0.11857902172710612,-0.30785114045618245,1.681106689707672,0.7125385900139609,1.3339587613757795e-13,moderate,0.30200000000000005,5.8,400,0.685,2,3,\bar b=0.0177 + 0.00921N + 0.0426L_k - 0.00959NL_k,1.9342402039948803e-13
Qwen3-8B,enumeration_bullet,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.7262499884131348,0.852203020654782,0.43700077409968846,0.20185013106302413,0.513981285744119,0.852203020654782,0.43700077409968846,0.17194061663679627,0.6964529250619665,0.7746144781741888,0.48314405593636706,0.31661100652868507,0.19018688346375115,0.4699763945022079,0.7746144781741888,0.7599154224029403,0.4831440559363671,0.3166110065286851,0.1901868834637507,0.46997639450220796,11.671408939332172,-34.57490579314664,79.14981158629328,80.51344794992964,88.709926613434,0.11769341431570057,0.9559240628250018,0.5176098175558326,0.7582337376344601,0.500393294990842,0.33420880927546853,-0.48372095056920106,0.010779911066100555,0.35423769507803116,1.4652603477075055,0.7446144781741888,6.378957393708363e-15,moderate,0.34600000000000003,5.8,400,0.9575,2,3,\overline{|b|}=-0.0685 + 0.017N - 0.0407L_k + 0.00827NL_k,9.736303390396975e-15
Qwen3-8B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,499,0.2591815022251639,0.5090987155996015,0.15086654740316588,0.09651565771218767,0.1324452220129374,0.509095605883593,0.15076456550118905,0.024537337652748376,0.9304924455672003,0.8409030914190747,0.11108069067980376,0.0623105143402056,0.020124416526739117,0.3948606974735607,0.8409470018580192,0.8305739802400639,0.111065360594109,0.062293888918392576,0.02012260267477635,0.39480620331897165,0.616775716194973,38.934894178939494,-67.86978835787899,-66.50615199424263,-58.30967333073826,0.7969560498889581,0.1254881532050415,0.06804079364616598,0.34083951737718576,0.22610141616163085,0.09178667279308049,0.02967465183042979,0.027439773622801412,-0.10184873949579833,0.43546199033797583,0.8109030914190747,2.1861349946918287e-18,strong,0.07800000000000001,1.5,400,0.9975,3,3,\bar b=-0.0574 + 0.0135N + 0.0151L_k - 0.00345NL_k,4.2265276564042025e-18
Qwen3-8B,native_thinking,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,499,0.2575125962652949,0.5074569895718206,0.14991007324751288,0.09575445415444321,0.12951625641462827,0.5074803451835116,0.14981868626235886,0.02406070190614508,0.9320618472963053,0.8502541037277931,0.10687384143960979,0.06003176532922203,0.02095659766154814,0.38308090313504634,0.850170264330624,0.8403987598304473,0.10690375539669932,0.06007253353118913,0.02096148286623436,0.38318812736825286,0.5714206458958659,40.84438991831607,-71.68877983663214,-70.32514347299578,-62.12866480949141,0.805315345987731,0.12185961869889397,0.06678840789824166,0.21662308995607238,0.2444439755659988,0.10135522801879546,-0.036912371789071204,-0.28027768771861444,0.16475390156062425,0.40933667097275794,0.8202541037277931,5.562618025575549e-19,strong,0.08200000000000002,1.5,400,0.97,2,3,\overline{|b|}=0.032 - 0.0111N - 0.00982L_k + 0.00319NL_k,1.0754394849446062e-18
Qwen3-32B,direct,signed_error,N,N,b=\alpha+\beta_NN,2,500,2.970606301814551,1.723544690982671,0.9983637756513886,0.3315404284574609,0.6557297246707559,1.7235446909826713,0.9983637756513886,0.5579586664918936,0.5861584553502455,0.9034314243478225,0.7878419297541058,0.5415949665749115,0.36763664962642445,0.30763160458433714,0.9034314243478225,0.9014195790217355,0.7878419297541058,0.5415949665749112,0.3676366496264245,0.30763160458433714,31.03474531393367,-59.02403635997224,124.04807271994449,124.56981185037927,129.78414173622892,0.8925086523467864,0.8312045879363399,0.5913556767002812,0.8681389275751763,0.9206180372200211,0.6063650543976931,-0.3090061658673529,0.2316064105829013,0.2679341969874076,3.057265696683701,0.9034314243478225,5.202907727687897e-26,strong,1.536,10.0,400,1.0,1,1,\bar b=-0.919 + 0.276N,1.8860540512868628e-25
Qwen3-32B,direct,absolute_error,N,N,b=\alpha+\beta_NN,2,500,2.9115838620986523,1.7063363859739533,0.9778825242859845,0.31743576973269544,0.6601342262351015,1.7063363859739535,0.9778825242859848,0.5129025210818371,0.5823968082135829,0.908259407646042,0.7654876765050574,0.5223131734172237,0.3684218115087179,0.2998429263912672,0.908259407646042,0.9063481453053345,0.7654876765050574,0.5223131734172237,0.36842181150871667,0.2998429263912672,29.298569144055577,-57.58481852844746,121.16963705689491,121.6913761873297,126.90570607317935,0.8987688065502624,0.8041084240315762,0.5688697061396586,0.8741446002474469,0.8965889047077771,0.5839627736269499,-0.3109539389490803,0.237996861871824,0.3037055953838337,3.0744999344606088,0.908259407646042,1.5155020039859998e-26,strong,1.556,10.0,400,1.0,1,1,\overline{|b|}=-0.898 + 0.276N,5.49369476444925e-26
Qwen3-32B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,1.611828783634812,1.2695781912252635,0.16824314731237072,1.5678225371844214,-0.010738534320357873,1.269578191225264,0.16824314731237072,0.045145468716199205,1.0043490714147731,0.13375834675606235,0.37310655132671383,0.13079951945798335,0.04451540536412839,0.9213668217268618,0.13375834675606235,0.07726432589232723,0.37310655132671383,0.1307995194579833,0.044515405364128444,0.9213668217268618,6.9604249321456875,-21.652364673326208,53.304729346652415,54.66836571028878,62.86484437379315,-0.10951955250634304,0.42226085559281873,0.1468499530399061,-0.01278607227316142,0.403433728087509,0.11259064980592237,0.05959056099281429,-0.6722744537586347,0.4343337334933973,2.476207229535776,0.10375834675606235,0.08299244755044809,weak,0.07600000000000001,2.8,400,0.9675,2,3,\bar b=-0.123 + 0.00704N + 0.0282L_k - 0.00181NL_k,0.08299244755044809
