model_label,seed,gold_count,condition,layer,gold_centroid_squared_distance
Qwen3-8B,1254,2,needle_corrupt,35,225342.93438275682
Qwen3-8B,1254,2,ordinary_control,35,4570.399055004223
Qwen3-8B,1254,3,clean,35,5173.442292040324
Qwen3-8B,1254,3,needle_corrupt,35,242202.7174633347
Qwen3-8B,1254,3,ordinary_control,35,7284.179781557183
Qwen3-8B,1254,4,clean,35,4399.016137937308
Qwen3-8B,1254,4,needle_corrupt,35,238298.46396419912
Qwen3-8B,1254,4,ordinary_control,35,5093.57371291542
Qwen3-8B,1254,5,clean,35,5732.999034986696
Qwen3-8B,1254,5,needle_corrupt,35,234601.10008144737
Qwen3-8B,1254,5,ordinary_control,35,6650.596546388517
Qwen3-8B,1254,6,clean,35,7603.516868131112
Qwen3-8B,1254,6,needle_corrupt,35,236666.9817417245
Qwen3-8B,1254,6,ordinary_control,35,8316.811920212684
Qwen3-8B,1254,7,clean,35,8572.697986765425
Qwen3-8B,1254,7,needle_corrupt,35,243778.4373300843
Qwen3-8B,1254,7,ordinary_control,35,8050.2237401687635
Qwen3-8B,1254,8,clean,35,8754.528860891149
Qwen3-8B,1254,8,needle_corrupt,35,244748.0785300133
Qwen3-8B,1254,8,ordinary_control,35,8972.658880405184
Qwen3-8B,1254,9,clean,35,6677.991440093578
Qwen3-8B,1254,9,needle_corrupt,35,254693.74437945054
Qwen3-8B,1254,9,ordinary_control,35,5593.354541664948
Qwen3-8B,1254,10,clean,35,7201.907861525689
Qwen3-8B,1254,10,needle_corrupt,35,256338.47471569158
Qwen3-8B,1254,10,ordinary_control,35,8614.633211012066
Qwen3-8B,1255,1,clean,35,8072.078156512403
Qwen3-8B,1255,1,needle_corrupt,35,195904.36909172678
Qwen3-8B,1255,1,ordinary_control,35,9985.164771230591
Qwen3-8B,1255,2,clean,35,7295.15653632012
Qwen3-8B,1255,2,needle_corrupt,35,236627.24368540145
Qwen3-8B,1255,2,ordinary_control,35,9700.416688018482
Qwen3-8B,1255,3,clean,35,8054.917076463362
Qwen3-8B,1255,3,needle_corrupt,35,247675.66654302468
Qwen3-8B,1255,3,ordinary_control,35,7470.503393442328
Qwen3-8B,1255,4,clean,35,6943.069410403221
Qwen3-8B,1255,4,needle_corrupt,35,250444.9748776757
Qwen3-8B,1255,4,ordinary_control,35,7039.380761206818
Qwen3-8B,1255,5,clean,35,8332.579591484106
Qwen3-8B,1255,5,needle_corrupt,35,250938.5524844694
Qwen3-8B,1255,5,ordinary_control,35,7084.557839085242
Qwen3-8B,1255,6,clean,35,8946.624264903796
Qwen3-8B,1255,6,needle_corrupt,35,246482.8569344958
Qwen3-8B,1255,6,ordinary_control,35,8288.85273478988
Qwen3-8B,1255,7,clean,35,9193.175413175883
Qwen3-8B,1255,7,needle_corrupt,35,248355.37097928548
Qwen3-8B,1255,7,ordinary_control,35,9001.513612298895
Qwen3-8B,1255,8,clean,35,8685.31315269954
Qwen3-8B,1255,8,needle_corrupt,35,253602.74708978803
Qwen3-8B,1255,8,ordinary_control,35,9266.754295194869
Qwen3-8B,1255,9,clean,35,7956.0688106110665
Qwen3-8B,1255,9,needle_corrupt,35,243186.81139803352
Qwen3-8B,1255,9,ordinary_control,35,8367.117746973014
Qwen3-8B,1255,10,clean,35,8417.072862888022
Qwen3-8B,1255,10,needle_corrupt,35,244023.58950855763
Qwen3-8B,1255,10,ordinary_control,35,8277.449081000903
Qwen3-8B,1256,1,clean,35,4771.2312881132275
Qwen3-8B,1256,1,needle_corrupt,35,141008.5357554984
Qwen3-8B,1256,1,ordinary_control,35,4276.440971640676
Qwen3-8B,1256,2,clean,35,4874.877683858305
Qwen3-8B,1256,2,needle_corrupt,35,182688.03687456995
Qwen3-8B,1256,2,ordinary_control,35,11987.574546387343
Qwen3-8B,1256,3,clean,35,7640.092565560133
Qwen3-8B,1256,3,needle_corrupt,35,189488.98557473492
Qwen3-8B,1256,3,ordinary_control,35,11791.909737029444
Qwen3-8B,1256,4,clean,35,13747.066054872546
Qwen3-8B,1256,4,needle_corrupt,35,197652.38317344166
Qwen3-8B,1256,4,ordinary_control,35,24333.877549747813
Qwen3-8B,1256,5,clean,35,11702.826334404002
Qwen3-8B,1256,5,needle_corrupt,35,206766.43718825912
Qwen3-8B,1256,5,ordinary_control,35,18380.338709257077
Qwen3-8B,1256,6,clean,35,10708.667885607021
Qwen3-8B,1256,6,needle_corrupt,35,219270.98935020075
Qwen3-8B,1256,6,ordinary_control,35,11527.500611519274
Qwen3-8B,1256,7,clean,35,12480.103631943075
Qwen3-8B,1256,7,needle_corrupt,35,222081.81380458563
Qwen3-8B,1256,7,ordinary_control,35,15556.81649800345
Qwen3-8B,1256,8,clean,35,11980.42644173268
Qwen3-8B,1256,8,needle_corrupt,35,219350.11297388637
Qwen3-8B,1256,8,ordinary_control,35,13690.875751230065
Qwen3-8B,1256,9,clean,35,10694.674888482434
Qwen3-8B,1256,9,needle_corrupt,35,226932.09317664133
Qwen3-8B,1256,9,ordinary_control,35,10083.816285682493
Qwen3-8B,1256,10,clean,35,11724.059303044085
Qwen3-8B,1256,10,needle_corrupt,35,219036.72000178212
Qwen3-8B,1256,10,ordinary_control,35,11047.13081091818
Qwen3-8B,1257,1,clean,35,9818.060457221254
Qwen3-8B,1257,1,needle_corrupt,35,210724.82076441485
Qwen3-8B,1257,1,ordinary_control,35,9334.350984088042
Qwen3-8B,1257,2,clean,35,6231.754968799352
Qwen3-8B,1257,2,needle_corrupt,35,244720.9019533896
Qwen3-8B,1257,2,ordinary_control,35,6089.452587081454
Qwen3-8B,1257,3,clean,35,6224.4829457701735
Qwen3-8B,1257,3,needle_corrupt,35,247722.70124983392
Qwen3-8B,1257,3,ordinary_control,35,7640.235600607872
Qwen3-8B,1257,4,clean,35,9099.878730860877
Qwen3-8B,1257,4,needle_corrupt,35,263015.2328754629
Qwen3-8B,1257,4,ordinary_control,35,7883.979982085313
Qwen3-8B,1257,5,clean,35,8365.90777146192
Qwen3-8B,1257,5,needle_corrupt,35,258133.6892152433
Qwen3-8B,1257,5,ordinary_control,35,7718.558566759566
Qwen3-8B,1257,6,clean,35,7880.155626672653
Qwen3-8B,1257,6,needle_corrupt,35,261239.7641368875
Qwen3-8B,1257,6,ordinary_control,35,7935.9854804429215
Qwen3-8B,1257,7,clean,35,10926.285061632156
Qwen3-8B,1257,7,needle_corrupt,35,256687.68068206272
Qwen3-8B,1257,7,ordinary_control,35,11620.315396133581
Qwen3-8B,1257,8,clean,35,12549.656596231702
Qwen3-8B,1257,8,needle_corrupt,35,247012.41877720156
Qwen3-8B,1257,8,ordinary_control,35,14951.58318226876
Qwen3-8B,1257,9,clean,35,12845.769981574349
Qwen3-8B,1257,9,needle_corrupt,35,247699.02592551912
Qwen3-8B,1257,9,ordinary_control,35,13174.045037614815
Qwen3-8B,1257,10,clean,35,12830.76250329498
Qwen3-8B,1257,10,needle_corrupt,35,257637.92367868632
Qwen3-8B,1257,10,ordinary_control,35,11846.500823728757
Qwen3-8B,1258,1,clean,35,5449.90136995047
Qwen3-8B,1258,1,needle_corrupt,35,208658.2567724859
Qwen3-8B,1258,1,ordinary_control,35,5986.878900247759
Qwen3-8B,1258,2,clean,35,4746.69806117003
Qwen3-8B,1258,2,needle_corrupt,35,248622.82761833761
Qwen3-8B,1258,2,ordinary_control,35,4637.5429942709325
Qwen3-8B,1258,3,clean,35,12389.7637831376
Qwen3-8B,1258,3,needle_corrupt,35,255092.65811495564
Qwen3-8B,1258,3,ordinary_control,35,9561.410256270188
Qwen3-8B,1258,4,clean,35,12517.30241100131
Qwen3-8B,1258,4,needle_corrupt,35,257940.74815352418
Qwen3-8B,1258,4,ordinary_control,35,7252.387931127514
Qwen3-8B,1258,5,clean,35,9642.502958084793
Qwen3-8B,1258,5,needle_corrupt,35,261521.7582966504
Qwen3-8B,1258,5,ordinary_control,35,8786.653200565313
Qwen3-8B,1258,6,clean,35,10335.082273791151
Qwen3-8B,1258,6,needle_corrupt,35,268932.2704452366
Qwen3-8B,1258,6,ordinary_control,35,11047.560358006116
Qwen3-8B,1258,7,clean,35,8170.770270253002
Qwen3-8B,1258,7,needle_corrupt,35,276201.263146929
Qwen3-8B,1258,7,ordinary_control,35,7757.944239730781
Qwen3-8B,1258,8,clean,35,8347.733959959083
Qwen3-8B,1258,8,needle_corrupt,35,272520.53514521546
Qwen3-8B,1258,8,ordinary_control,35,8633.656043820656
Qwen3-8B,1258,9,clean,35,8050.880184464862
Qwen3-8B,1258,9,needle_corrupt,35,279731.3692304673
Qwen3-8B,1258,9,ordinary_control,35,7094.548231250349
Qwen3-8B,1258,10,clean,35,7831.7333773177
Qwen3-8B,1258,10,needle_corrupt,35,281489.0821761613
Qwen3-8B,1258,10,ordinary_control,35,5985.450663501344
Qwen3-8B,1259,1,clean,35,6593.237009146505
Qwen3-8B,1259,1,needle_corrupt,35,174191.75077640585
Qwen3-8B,1259,1,ordinary_control,35,6712.1656191754355
Qwen3-8B,1259,2,clean,35,5129.796719189903
Qwen3-8B,1259,2,needle_corrupt,35,216346.44085989302
Qwen3-8B,1259,2,ordinary_control,35,6129.965021265627
Qwen3-8B,1259,3,clean,35,17480.928238086184
Qwen3-8B,1259,3,needle_corrupt,35,234355.55056201594
Qwen3-8B,1259,3,ordinary_control,35,29070.748304060988
Qwen3-8B,1259,4,clean,35,11759.817687894105
Qwen3-8B,1259,4,needle_corrupt,35,222855.64314067882
Qwen3-8B,1259,4,ordinary_control,35,9108.987503481058
Qwen3-8B,1259,5,clean,35,8934.18511656071
Qwen3-8B,1259,5,needle_corrupt,35,229848.33003006977
Qwen3-8B,1259,5,ordinary_control,35,8646.550184714904
Qwen3-8B,1259,6,clean,35,7783.659366697426
Qwen3-8B,1259,6,needle_corrupt,35,230659.42142166564
Qwen3-8B,1259,6,ordinary_control,35,9298.639485274056
Qwen3-8B,1259,7,clean,35,7997.0345581510655
Qwen3-8B,1259,7,needle_corrupt,35,230124.25494671843
Qwen3-8B,1259,7,ordinary_control,35,9341.664218587819
Qwen3-8B,1259,8,clean,35,7422.5366338762005
Qwen3-8B,1259,8,needle_corrupt,35,234472.5433398778
Qwen3-8B,1259,8,ordinary_control,35,7031.7932011674175
Qwen3-8B,1259,9,clean,35,7447.378423763314
Qwen3-8B,1259,9,needle_corrupt,35,237260.39366683803
Qwen3-8B,1259,9,ordinary_control,35,8797.672427609179
Qwen3-8B,1259,10,clean,35,7312.669130590015
Qwen3-8B,1259,10,needle_corrupt,35,239339.8022273926
Qwen3-8B,1259,10,ordinary_control,35,7673.731112867221
Qwen3-8B,1260,1,clean,35,10490.831734419751
Qwen3-8B,1260,1,needle_corrupt,35,97474.37387695459
Qwen3-8B,1260,1,ordinary_control,35,10284.572487455907
Qwen3-8B,1260,2,clean,35,4530.818455860183
Qwen3-8B,1260,2,needle_corrupt,35,245403.5299436251
Qwen3-8B,1260,2,ordinary_control,35,4394.68657024096
Qwen3-8B,1260,3,clean,35,11831.739018487746
Qwen3-8B,1260,3,needle_corrupt,35,248084.67731052093
Qwen3-8B,1260,3,ordinary_control,35,9945.662395654932
Qwen3-8B,1260,4,clean,35,6916.974330398332
Qwen3-8B,1260,4,needle_corrupt,35,255325.86692666484
Qwen3-8B,1260,4,ordinary_control,35,8156.53168151093
Qwen3-8B,1260,5,clean,35,6045.095890431683
Qwen3-8B,1260,5,needle_corrupt,35,250705.0039625607
Qwen3-8B,1260,5,ordinary_control,35,7261.738451258652
Qwen3-8B,1260,6,clean,35,6199.072719771948
Qwen3-8B,1260,6,needle_corrupt,35,253924.87618603156
Qwen3-8B,1260,6,ordinary_control,35,6123.551580861626
Qwen3-8B,1260,7,clean,35,5616.636111217371
Qwen3-8B,1260,7,needle_corrupt,35,256243.1858039713
Qwen3-8B,1260,7,ordinary_control,35,5855.434439576386
Qwen3-8B,1260,8,clean,35,5370.729289448752
Qwen3-8B,1260,8,needle_corrupt,35,259182.7987912089
Qwen3-8B,1260,8,ordinary_control,35,5815.792097173243
Qwen3-8B,1260,9,clean,35,5055.7680848042255
Qwen3-8B,1260,9,needle_corrupt,35,264202.29057887953
Qwen3-8B,1260,9,ordinary_control,35,5013.608681119269
Qwen3-8B,1260,10,clean,35,4466.402664048988
Qwen3-8B,1260,10,needle_corrupt,35,265387.9706839591
Qwen3-8B,1260,10,ordinary_control,35,4583.73275187435
Qwen3-8B,1261,1,clean,35,20902.05553909657
Qwen3-8B,1261,1,needle_corrupt,35,113315.82758755161
Qwen3-8B,1261,1,ordinary_control,35,20267.00992903531
Qwen3-8B,1261,2,clean,35,33545.97918697787
Qwen3-8B,1261,2,needle_corrupt,35,155923.5605227506
Qwen3-8B,1261,2,ordinary_control,35,30380.180273890233
Qwen3-8B,1261,3,clean,35,29405.159186967896
Qwen3-8B,1261,3,needle_corrupt,35,161151.269903406
Qwen3-8B,1261,3,ordinary_control,35,31900.595064478905
Qwen3-8B,1261,4,clean,35,70583.09036031947
Qwen3-8B,1261,4,needle_corrupt,35,172139.40008410523
Qwen3-8B,1261,4,ordinary_control,35,77930.76452430649
Qwen3-8B,1261,5,clean,35,58957.77943592228
Qwen3-8B,1261,5,needle_corrupt,35,186535.77746049198
Qwen3-8B,1261,5,ordinary_control,35,51320.88084035218
Qwen3-8B,1261,6,clean,35,37752.990340717064
Qwen3-8B,1261,6,needle_corrupt,35,171424.2826839073
Qwen3-8B,1261,6,ordinary_control,35,44195.103151185496
Qwen3-8B,1261,7,clean,35,38998.45929167168
Qwen3-8B,1261,7,needle_corrupt,35,176454.51476904924
Qwen3-8B,1261,7,ordinary_control,35,42503.11156535498
Qwen3-8B,1261,8,clean,35,32049.144922178784
Qwen3-8B,1261,8,needle_corrupt,35,180410.83728182456
Qwen3-8B,1261,8,ordinary_control,35,31773.533569565006
Qwen3-8B,1261,9,clean,35,29086.269356742814
Qwen3-8B,1261,9,needle_corrupt,35,180748.67604504531
Qwen3-8B,1261,9,ordinary_control,35,33523.049648772125
Qwen3-8B,1261,10,clean,35,22370.642621103103
Qwen3-8B,1261,10,needle_corrupt,35,183644.91093267934
Qwen3-8B,1261,10,ordinary_control,35,21762.047738098718
Qwen3-8B,1262,1,clean,35,9599.075502094569
Qwen3-8B,1262,1,needle_corrupt,35,202543.5087942212
Qwen3-8B,1262,1,ordinary_control,35,7927.586073299308
Qwen3-8B,1262,2,clean,35,6429.9924511743175
Qwen3-8B,1262,2,needle_corrupt,35,227475.71200882405
Qwen3-8B,1262,2,ordinary_control,35,4834.2616564401815
Qwen3-8B,1262,3,clean,35,32869.955739123834
Qwen3-8B,1262,3,needle_corrupt,35,251206.06237182475
Qwen3-8B,1262,3,ordinary_control,35,28971.809205192658
Qwen3-8B,1262,4,clean,35,17389.60142890463
Qwen3-8B,1262,4,needle_corrupt,35,250112.77968699578
Qwen3-8B,1262,4,ordinary_control,35,12657.09506957047
Qwen3-8B,1262,5,clean,35,14704.276669142619
Qwen3-8B,1262,5,needle_corrupt,35,248791.26673782832
Qwen3-8B,1262,5,ordinary_control,35,11793.985784391289
Qwen3-8B,1262,6,clean,35,9791.623040009275
Qwen3-8B,1262,6,needle_corrupt,35,253678.06907859264
Qwen3-8B,1262,6,ordinary_control,35,10453.51271000869
Qwen3-8B,1262,7,clean,35,7597.625918579662
Qwen3-8B,1262,7,needle_corrupt,35,257633.21197734395
Qwen3-8B,1262,7,ordinary_control,35,7160.948028032671
Qwen3-8B,1262,8,clean,35,6263.974097375835
Qwen3-8B,1262,8,needle_corrupt,35,257335.39199139216
Qwen3-8B,1262,8,ordinary_control,35,6481.888028859587
Qwen3-8B,1262,9,clean,35,7164.044189595741
Qwen3-8B,1262,9,needle_corrupt,35,258782.16069519141
Qwen3-8B,1262,9,ordinary_control,35,7612.357724911648
Qwen3-8B,1262,10,clean,35,6928.483732969007
Qwen3-8B,1262,10,needle_corrupt,35,257370.74460577834
Qwen3-8B,1262,10,ordinary_control,35,6790.820890680259
Qwen3-8B,1263,1,clean,35,9086.831428371943
Qwen3-8B,1263,1,needle_corrupt,35,223299.6130355349
Qwen3-8B,1263,1,ordinary_control,35,9025.283096735804
Qwen3-8B,1263,2,clean,35,7842.625634354912
Qwen3-8B,1263,2,needle_corrupt,35,248153.64958874322
Qwen3-8B,1263,2,ordinary_control,35,7851.096488214544
Qwen3-8B,1263,3,clean,35,15653.901199673533
Qwen3-8B,1263,3,needle_corrupt,35,276308.34911876253
Qwen3-8B,1263,3,ordinary_control,35,16945.8660259144
Qwen3-8B,1263,4,clean,35,18257.883559966132
Qwen3-8B,1263,4,needle_corrupt,35,280449.96503172396
Qwen3-8B,1263,4,ordinary_control,35,17071.99304016689
Qwen3-8B,1263,5,clean,35,19298.00443560788
Qwen3-8B,1263,5,needle_corrupt,35,277562.96102834947
Qwen3-8B,1263,5,ordinary_control,35,14439.343269054829
Qwen3-8B,1263,6,clean,35,17677.349758058248
Qwen3-8B,1263,6,needle_corrupt,35,276413.0544553744
Qwen3-8B,1263,6,ordinary_control,35,14189.454458333992
Qwen3-8B,1263,7,clean,35,21135.133662108856
Qwen3-8B,1263,7,needle_corrupt,35,284503.0542762565
Qwen3-8B,1263,7,ordinary_control,35,15311.884827393851
Qwen3-8B,1263,8,clean,35,20025.82309132902
Qwen3-8B,1263,8,needle_corrupt,35,285354.88768083835
Qwen3-8B,1263,8,ordinary_control,35,23164.65337726438
Qwen3-8B,1263,9,clean,35,21345.831113256718
Qwen3-8B,1263,9,needle_corrupt,35,291891.5066820838
Qwen3-8B,1263,9,ordinary_control,35,27588.845302399117
Qwen3-8B,1263,10,clean,35,14990.515057596045
Qwen3-8B,1263,10,needle_corrupt,35,291438.7204489609
Qwen3-8B,1263,10,ordinary_control,35,26184.70993562278
