model_label,scope,target_ordinal,rank,layer,head,raw_attention_mass,n_seeds,n_events
Qwen3-8B,adjacent_rank_after_city,4,26,26,18,0.08011190112790727,19,65
Qwen3-8B,adjacent_rank_after_city,5,26,26,18,0.12060785863982454,19,56
Qwen3-8B,adjacent_rank_after_city,6,26,26,18,0.17524864146055552,18,46
Qwen3-8B,adjacent_rank_after_city,7,26,26,18,0.144167840522549,17,38
Qwen3-8B,adjacent_rank_after_city,8,26,26,18,0.12292224619687499,16,29
Qwen3-8B,adjacent_rank_after_city,9,26,26,18,0.10071779329230769,13,20
Qwen3-8B,adjacent_rank_after_city,10,26,26,18,0.10543522200909092,11,11
Qwen3-8B,adjacent_rank_after_city,2,27,24,23,0.11866186817390476,20,87
Qwen3-8B,adjacent_rank_after_city,3,27,24,23,0.02274604759582143,20,73
Qwen3-8B,adjacent_rank_after_city,4,27,24,23,0.025934505169598995,19,65
Qwen3-8B,adjacent_rank_after_city,5,27,24,23,0.09978102319789472,19,56
Qwen3-8B,adjacent_rank_after_city,6,27,24,23,0.11044854526259258,18,46
Qwen3-8B,adjacent_rank_after_city,7,27,24,23,0.07302748938774509,17,38
Qwen3-8B,adjacent_rank_after_city,8,27,24,23,0.11040578958958337,16,29
Qwen3-8B,adjacent_rank_after_city,9,27,24,23,0.1860367949384615,13,20
Qwen3-8B,adjacent_rank_after_city,10,27,24,23,0.1298139545727273,11,11
Qwen3-8B,adjacent_rank_after_city,2,28,18,23,0.019346758105916666,20,87
Qwen3-8B,adjacent_rank_after_city,3,28,18,23,0.040109710026238095,20,73
Qwen3-8B,adjacent_rank_after_city,4,28,18,23,0.1103582134410025,19,65
Qwen3-8B,adjacent_rank_after_city,5,28,18,23,0.10714937839333331,19,56
Qwen3-8B,adjacent_rank_after_city,6,28,18,23,0.11818463947333334,18,46
Qwen3-8B,adjacent_rank_after_city,7,28,18,23,0.12231503821764707,17,38
Qwen3-8B,adjacent_rank_after_city,8,28,18,23,0.12382064061041667,16,29
Qwen3-8B,adjacent_rank_after_city,9,28,18,23,0.07822732378846155,13,20
Qwen3-8B,adjacent_rank_after_city,10,28,18,23,0.04508587344545455,11,11
Qwen3-8B,adjacent_rank_after_city,2,29,21,28,0.004946123188261905,20,87
Qwen3-8B,adjacent_rank_after_city,3,29,21,28,0.009818754889416664,20,73
Qwen3-8B,adjacent_rank_after_city,4,29,21,28,0.03821896419497494,19,65
Qwen3-8B,adjacent_rank_after_city,5,29,21,28,0.11276057226833336,19,56
Qwen3-8B,adjacent_rank_after_city,6,29,21,28,0.17108485767129628,18,46
Qwen3-8B,adjacent_rank_after_city,7,29,21,28,0.1465134285245098,17,38
Qwen3-8B,adjacent_rank_after_city,8,29,21,28,0.21299580735625,16,29
Qwen3-8B,adjacent_rank_after_city,9,29,21,28,0.1714438340346154,13,20
Qwen3-8B,adjacent_rank_after_city,10,29,21,28,0.16527130341818183,11,11
Qwen3-8B,adjacent_rank_after_city,2,30,19,12,0.031069306200214288,20,87
Qwen3-8B,adjacent_rank_after_city,3,30,19,12,0.022466658460904763,20,73
Qwen3-8B,adjacent_rank_after_city,4,30,19,12,0.037102713027255645,19,65
Qwen3-8B,adjacent_rank_after_city,5,30,19,12,0.09173334194894739,19,56
Qwen3-8B,adjacent_rank_after_city,6,30,19,12,0.12428511572666667,18,46
Qwen3-8B,adjacent_rank_after_city,7,30,19,12,0.11809832522401961,17,38
Qwen3-8B,adjacent_rank_after_city,8,30,19,12,0.18329194071666666,16,29
Qwen3-8B,adjacent_rank_after_city,9,30,19,12,0.16584120480384612,13,20
Qwen3-8B,adjacent_rank_after_city,10,30,19,12,0.14034454625454545,11,11
Qwen3-8B,adjacent_rank_after_city,2,31,22,5,0.008390270807535714,20,87
Qwen3-8B,adjacent_rank_after_city,3,31,22,5,0.008174936615357143,20,73
Qwen3-8B,adjacent_rank_after_city,4,31,22,5,0.014384852077243108,19,65
Qwen3-8B,adjacent_rank_after_city,5,31,22,5,0.056122450465087716,19,56
Qwen3-8B,adjacent_rank_after_city,6,31,22,5,0.13620744752268518,18,46
Qwen3-8B,adjacent_rank_after_city,7,31,22,5,0.1670512265779412,17,38
Qwen3-8B,adjacent_rank_after_city,8,31,22,5,0.231194056415625,16,29
Qwen3-8B,adjacent_rank_after_city,9,31,22,5,0.13883797944999998,13,20
Qwen3-8B,adjacent_rank_after_city,10,31,22,5,0.13807197913636363,11,11
Qwen3-8B,adjacent_rank_after_city,2,32,15,8,0.004736717587630952,20,87
Qwen3-8B,adjacent_rank_after_city,3,32,15,8,0.006160719983202381,20,73
Qwen3-8B,adjacent_rank_after_city,4,32,15,8,0.030114882179498752,19,65
Qwen3-8B,adjacent_rank_after_city,5,32,15,8,0.10545417110517544,19,56
Qwen3-8B,adjacent_rank_after_city,6,32,15,8,0.14834989286314812,18,46
Qwen3-8B,adjacent_rank_after_city,7,32,15,8,0.11890575924705882,17,38
Qwen3-8B,adjacent_rank_after_city,8,32,15,8,0.13509968543854164,16,29
Qwen3-8B,adjacent_rank_after_city,9,32,15,8,0.19705215554615385,13,20
Qwen3-8B,adjacent_rank_after_city,10,32,15,8,0.11166091060909093,11,11
Qwen3-8B,adjacent_rank_after_city,2,33,20,16,0.052905998020095234,20,87
Qwen3-8B,adjacent_rank_after_city,3,33,20,16,0.023320541283499995,20,73
Qwen3-8B,adjacent_rank_after_city,4,33,20,16,0.03455315000152882,19,65
Qwen3-8B,adjacent_rank_after_city,5,33,20,16,0.06192316624342105,19,56
Qwen3-8B,adjacent_rank_after_city,6,33,20,16,0.08804606454814816,18,46
Qwen3-8B,adjacent_rank_after_city,7,33,20,16,0.06668670562843138,17,38
Qwen3-8B,adjacent_rank_after_city,8,33,20,16,0.14764263861041668,16,29
Qwen3-8B,adjacent_rank_after_city,9,33,20,16,0.12751617156153847,13,20
Qwen3-8B,adjacent_rank_after_city,10,33,20,16,0.04476144957272728,11,11
Qwen3-8B,adjacent_rank_after_city,2,34,25,30,0.009614508770916666,20,87
Qwen3-8B,adjacent_rank_after_city,3,34,25,30,0.011418150121142856,20,73
Qwen3-8B,adjacent_rank_after_city,4,34,25,30,0.04348041157740602,19,65
Qwen3-8B,adjacent_rank_after_city,5,34,25,30,0.10493231355614036,19,56
Qwen3-8B,adjacent_rank_after_city,6,34,25,30,0.12692841863175927,18,46
Qwen3-8B,adjacent_rank_after_city,7,34,25,30,0.08766984472598038,17,38
Qwen3-8B,adjacent_rank_after_city,8,34,25,30,0.09089848119166669,16,29
Qwen3-8B,adjacent_rank_after_city,9,34,25,30,0.14019136933076923,13,20
Qwen3-8B,adjacent_rank_after_city,10,34,25,30,0.1387909054818182,11,11
Qwen3-8B,adjacent_rank_after_city,2,35,19,14,0.019399029405107144,20,87
Qwen3-8B,adjacent_rank_after_city,3,35,19,14,0.02828858087525,20,73
Qwen3-8B,adjacent_rank_after_city,4,35,19,14,0.04870606282384712,19,65
Qwen3-8B,adjacent_rank_after_city,5,35,19,14,0.0941167978927193,19,56
Qwen3-8B,adjacent_rank_after_city,6,35,19,14,0.09837191716925926,18,46
Qwen3-8B,adjacent_rank_after_city,7,35,19,14,0.08929996726127451,17,38
Qwen3-8B,adjacent_rank_after_city,8,35,19,14,0.10301451866354168,16,29
Qwen3-8B,adjacent_rank_after_city,9,35,19,14,0.07936613422307692,13,20
Qwen3-8B,adjacent_rank_after_city,10,35,19,14,0.05519713800000001,11,11
Qwen3-8B,adjacent_rank_after_city,2,36,20,14,0.005671173731416667,20,87
Qwen3-8B,adjacent_rank_after_city,3,36,20,14,0.006832090335428571,20,73
Qwen3-8B,adjacent_rank_after_city,4,36,20,14,0.034577720689248116,19,65
Qwen3-8B,adjacent_rank_after_city,5,36,20,14,0.07871794609192984,19,56
Qwen3-8B,adjacent_rank_after_city,6,36,20,14,0.11778416459157409,18,46
Qwen3-8B,adjacent_rank_after_city,7,36,20,14,0.1173141284735294,17,38
Qwen3-8B,adjacent_rank_after_city,8,36,20,14,0.14862965944479167,16,29
Qwen3-8B,adjacent_rank_after_city,9,36,20,14,0.12443408883461538,13,20
Qwen3-8B,adjacent_rank_after_city,10,36,20,14,0.06886780742727273,11,11
Qwen3-8B,adjacent_rank_after_city,2,37,23,11,0.003217751868904762,20,87
Qwen3-8B,adjacent_rank_after_city,3,37,23,11,0.0038824494855833327,20,73
Qwen3-8B,adjacent_rank_after_city,4,37,23,11,0.019688288611052627,19,65
Qwen3-8B,adjacent_rank_after_city,5,37,23,11,0.07240352370491229,19,56
Qwen3-8B,adjacent_rank_after_city,6,37,23,11,0.18003911865083336,18,46
Qwen3-8B,adjacent_rank_after_city,7,37,23,11,0.10773477916078433,17,38
Qwen3-8B,adjacent_rank_after_city,8,37,23,11,0.12656270836979167,16,29
Qwen3-8B,adjacent_rank_after_city,9,37,23,11,0.14015633452692308,13,20
Qwen3-8B,adjacent_rank_after_city,10,37,23,11,0.11072940321818182,11,11
Qwen3-8B,adjacent_rank_after_city,2,38,21,9,0.004410105799333334,20,87
Qwen3-8B,adjacent_rank_after_city,3,38,21,9,0.0059232610440833324,20,73
Qwen3-8B,adjacent_rank_after_city,4,38,21,9,0.023311815984862153,19,65
Qwen3-8B,adjacent_rank_after_city,5,38,21,9,0.07762706422842106,19,56
Qwen3-8B,adjacent_rank_after_city,6,38,21,9,0.09516604102064814,18,46
Qwen3-8B,adjacent_rank_after_city,7,38,21,9,0.1003265798372549,17,38
Qwen3-8B,adjacent_rank_after_city,8,38,21,9,0.15307853964895832,16,29
Qwen3-8B,adjacent_rank_after_city,9,38,21,9,0.1823081117423077,13,20
Qwen3-8B,adjacent_rank_after_city,10,38,21,9,0.1300988572090909,11,11
Qwen3-8B,adjacent_rank_after_city,2,39,28,3,0.010660615450107144,20,87
Qwen3-8B,adjacent_rank_after_city,3,39,28,3,0.01611446066136905,20,73
Qwen3-8B,adjacent_rank_after_city,4,39,28,3,0.042433517683283205,19,65
Qwen3-8B,adjacent_rank_after_city,5,39,28,3,0.12745867547552633,19,56
Qwen3-8B,adjacent_rank_after_city,6,39,28,3,0.09545320045509259,18,46
Qwen3-8B,adjacent_rank_after_city,7,39,28,3,0.05946942868578433,17,38
Qwen3-8B,adjacent_rank_after_city,8,39,28,3,0.08251649430104167,16,29
Qwen3-8B,adjacent_rank_after_city,9,39,28,3,0.10422501346923077,13,20
Qwen3-8B,adjacent_rank_after_city,10,39,28,3,0.09819968773636364,11,11
Qwen3-8B,adjacent_rank_after_city,2,40,17,24,0.018518255010785717,20,87
Qwen3-8B,adjacent_rank_after_city,3,40,17,24,0.015645844031678575,20,73
Qwen3-8B,adjacent_rank_after_city,4,40,17,24,0.037496584974097746,19,65
Qwen3-8B,adjacent_rank_after_city,5,40,17,24,0.07400634148947369,19,56
Qwen3-8B,adjacent_rank_after_city,6,40,17,24,0.10067847607000001,18,46
Qwen3-8B,adjacent_rank_after_city,7,40,17,24,0.08006686553431372,17,38
Qwen3-8B,adjacent_rank_after_city,8,40,17,24,0.067705774203125,16,29
Qwen3-8B,adjacent_rank_after_city,9,40,17,24,0.08789138984615384,13,20
Qwen3-8B,adjacent_rank_after_city,10,40,17,24,0.033197170127272725,11,11
Qwen3-8B,adjacent_rank_after_city,2,41,22,0,0.0009997930542142857,20,87
Qwen3-8B,adjacent_rank_after_city,3,41,22,0,0.0037656777987142864,20,73
Qwen3-8B,adjacent_rank_after_city,4,41,22,0,0.008624722228170425,19,65
Qwen3-8B,adjacent_rank_after_city,5,41,22,0,0.05591687894368422,19,56
Qwen3-8B,adjacent_rank_after_city,6,41,22,0,0.11437830314314816,18,46
Qwen3-8B,adjacent_rank_after_city,7,41,22,0,0.11084865618382353,17,38
Qwen3-8B,adjacent_rank_after_city,8,41,22,0,0.12364957185312499,16,29
Qwen3-8B,adjacent_rank_after_city,9,41,22,0,0.11650735077307692,13,20
Qwen3-8B,adjacent_rank_after_city,10,41,22,0,0.11088514058181817,11,11
Qwen3-8B,adjacent_rank_after_city,2,42,31,30,0.009621481823678573,20,87
Qwen3-8B,adjacent_rank_after_city,3,42,31,30,0.02121073711965476,20,73
Qwen3-8B,adjacent_rank_after_city,4,42,31,30,0.048122722333959915,19,65
Qwen3-8B,adjacent_rank_after_city,5,42,31,30,0.07756734732763157,19,56
Qwen3-8B,adjacent_rank_after_city,6,42,31,30,0.08876215219027779,18,46
Qwen3-8B,adjacent_rank_after_city,7,42,31,30,0.06286890590490196,17,38
Qwen3-8B,adjacent_rank_after_city,8,42,31,30,0.06411339340416668,16,29
Qwen3-8B,adjacent_rank_after_city,9,42,31,30,0.0679514935923077,13,20
Qwen3-8B,adjacent_rank_after_city,10,42,31,30,0.060993372254545444,11,11
Qwen3-8B,adjacent_rank_after_city,2,43,15,11,0.011625295323547618,20,87
Qwen3-8B,adjacent_rank_after_city,3,43,15,11,0.019230914533892855,20,73
Qwen3-8B,adjacent_rank_after_city,4,43,15,11,0.02689032274489975,19,65
Qwen3-8B,adjacent_rank_after_city,5,43,15,11,0.08636650915464913,19,56
Qwen3-8B,adjacent_rank_after_city,6,43,15,11,0.10345053048212963,18,46
Qwen3-8B,adjacent_rank_after_city,7,43,15,11,0.049772244120588234,17,38
Qwen3-8B,adjacent_rank_after_city,8,43,15,11,0.06586703670625,16,29
Qwen3-8B,adjacent_rank_after_city,9,43,15,11,0.04746767118461538,13,20
Qwen3-8B,adjacent_rank_after_city,10,43,15,11,0.036396263000000005,11,11
Qwen3-8B,adjacent_rank_after_city,2,44,23,4,0.0023477445625357143,20,87
Qwen3-8B,adjacent_rank_after_city,3,44,23,4,0.005285861553119048,20,73
Qwen3-8B,adjacent_rank_after_city,4,44,23,4,0.011527021555451128,19,65
Qwen3-8B,adjacent_rank_after_city,5,44,23,4,0.06352000238526316,19,56
Qwen3-8B,adjacent_rank_after_city,6,44,23,4,0.08898811360416665,18,46
Qwen3-8B,adjacent_rank_after_city,7,44,23,4,0.09816386021029411,17,38
Qwen3-8B,adjacent_rank_after_city,8,44,23,4,0.14107186064895832,16,29
Qwen3-8B,adjacent_rank_after_city,9,44,23,4,0.11388816950384614,13,20
Qwen3-8B,adjacent_rank_after_city,10,44,23,4,0.09900090605454545,11,11
Qwen3-8B,adjacent_rank_after_city,2,45,23,5,0.0012987213565833335,20,87
Qwen3-8B,adjacent_rank_after_city,3,45,23,5,0.0027041091677023807,20,73
Qwen3-8B,adjacent_rank_after_city,4,45,23,5,0.0016047514111403511,19,65
Qwen3-8B,adjacent_rank_after_city,5,45,23,5,0.034479883704210526,19,56
Qwen3-8B,adjacent_rank_after_city,6,45,23,5,0.09994196550712962,18,46
Qwen3-8B,adjacent_rank_after_city,7,45,23,5,0.1369818318009804,17,38
Qwen3-8B,adjacent_rank_after_city,8,45,23,5,0.15361035648020838,16,29
Qwen3-8B,adjacent_rank_after_city,9,45,23,5,0.12612329365000002,13,20
Qwen3-8B,adjacent_rank_after_city,10,45,23,5,0.1475883639272727,11,11
Qwen3-8B,adjacent_rank_after_city,2,46,20,13,0.004532519648488095,20,87
Qwen3-8B,adjacent_rank_after_city,3,46,20,13,0.009912533227083334,20,73
Qwen3-8B,adjacent_rank_after_city,4,46,20,13,0.02638274956061403,19,65
Qwen3-8B,adjacent_rank_after_city,5,46,20,13,0.06129019009412279,19,56
Qwen3-8B,adjacent_rank_after_city,6,46,20,13,0.0812753257338889,18,46
Qwen3-8B,adjacent_rank_after_city,7,46,20,13,0.08744891392009803,17,38
Qwen3-8B,adjacent_rank_after_city,8,46,20,13,0.11216655334687498,16,29
Qwen3-8B,adjacent_rank_after_city,9,46,20,13,0.07718043992692307,13,20
Qwen3-8B,adjacent_rank_after_city,10,46,20,13,0.041590013863636366,11,11
Qwen3-8B,adjacent_rank_after_city,2,47,23,15,0.020262656435940475,20,87
Qwen3-8B,adjacent_rank_after_city,3,47,23,15,0.008480082136297619,20,73
Qwen3-8B,adjacent_rank_after_city,4,47,23,15,0.005969503534962406,19,65
Qwen3-8B,adjacent_rank_after_city,5,47,23,15,0.03766017589947369,19,56
Qwen3-8B,adjacent_rank_after_city,6,47,23,15,0.09507054292731483,18,46
Qwen3-8B,adjacent_rank_after_city,7,47,23,15,0.09308123380294119,17,38
Qwen3-8B,adjacent_rank_after_city,8,47,23,15,0.08805047798541667,16,29
Qwen3-8B,adjacent_rank_after_city,9,47,23,15,0.14165614949615385,13,20
Qwen3-8B,adjacent_rank_after_city,10,47,23,15,0.08673544503636364,11,11
Qwen3-8B,adjacent_rank_after_city,2,48,17,4,0.007939671545499998,20,87
Qwen3-8B,adjacent_rank_after_city,3,48,17,4,0.023551453992535713,20,73
Qwen3-8B,adjacent_rank_after_city,4,48,17,4,0.033809990917393486,19,65
Qwen3-8B,adjacent_rank_after_city,5,48,17,4,0.08571833929798245,19,56
Qwen3-8B,adjacent_rank_after_city,6,48,17,4,0.0765590000725,18,46
Qwen3-8B,adjacent_rank_after_city,7,48,17,4,0.047343394474999995,17,38
Qwen3-8B,adjacent_rank_after_city,8,48,17,4,0.06853672004791668,16,29
Qwen3-8B,adjacent_rank_after_city,9,48,17,4,0.0561355045076923,13,20
Qwen3-8B,adjacent_rank_after_city,10,48,17,4,0.04591464268181819,11,11
Qwen3-8B,adjacent_rank_after_city,2,49,17,27,0.033320425870226184,20,87
Qwen3-8B,adjacent_rank_after_city,3,49,17,27,0.022392763362249997,20,73
Qwen3-8B,adjacent_rank_after_city,4,49,17,27,0.02092062981823308,19,65
Qwen3-8B,adjacent_rank_after_city,5,49,17,27,0.049571932366403504,19,56
Qwen3-8B,adjacent_rank_after_city,6,49,17,27,0.06442336878490741,18,46
Qwen3-8B,adjacent_rank_after_city,7,49,17,27,0.052340220265686285,17,38
Qwen3-8B,adjacent_rank_after_city,8,49,17,27,0.064357555371875,16,29
Qwen3-8B,adjacent_rank_after_city,9,49,17,27,0.08644718743846155,13,20
Qwen3-8B,adjacent_rank_after_city,10,49,17,27,0.0539547891,11,11
Qwen3-8B,adjacent_rank_after_city,2,50,20,19,0.009703728680130952,20,87
Qwen3-8B,adjacent_rank_after_city,3,50,20,19,0.010865098165857142,20,73
Qwen3-8B,adjacent_rank_after_city,4,50,20,19,0.014237791939874686,19,65
Qwen3-8B,adjacent_rank_after_city,5,50,20,19,0.051538130837192976,19,56
Qwen3-8B,adjacent_rank_after_city,6,50,20,19,0.08761451422129628,18,46
Qwen3-8B,adjacent_rank_after_city,7,50,20,19,0.06938317260147059,17,38
Qwen3-8B,adjacent_rank_after_city,8,50,20,19,0.10356000044270836,16,29
Qwen3-8B,adjacent_rank_after_city,9,50,20,19,0.10674525917692307,13,20
Qwen3-8B,adjacent_rank_after_city,10,50,20,19,0.045366660781818176,11,11
Qwen3-8B,adjacent_rank_after_city,2,51,32,8,0.0121515253745,20,87
Qwen3-8B,adjacent_rank_after_city,3,51,32,8,0.02858653189083333,20,73
Qwen3-8B,adjacent_rank_after_city,4,51,32,8,0.034366969875952384,19,65
Qwen3-8B,adjacent_rank_after_city,5,51,32,8,0.06543070328929827,19,56
Qwen3-8B,adjacent_rank_after_city,6,51,32,8,0.05804595572212962,18,46
Qwen3-8B,adjacent_rank_after_city,7,51,32,8,0.06057562448970589,17,38
Qwen3-8B,adjacent_rank_after_city,8,51,32,8,0.05573653708229167,16,29
Qwen3-8B,adjacent_rank_after_city,9,51,32,8,0.06483627733461537,13,20
Qwen3-8B,adjacent_rank_after_city,10,51,32,8,0.05724615486363637,11,11
Qwen3-8B,adjacent_rank_after_city,2,52,21,26,0.0024108223278452383,20,87
Qwen3-8B,adjacent_rank_after_city,3,52,21,26,0.0040155151819166665,20,73
Qwen3-8B,adjacent_rank_after_city,4,52,21,26,0.014873881703458646,19,65
Qwen3-8B,adjacent_rank_after_city,5,52,21,26,0.0422884318691228,19,56
Qwen3-8B,adjacent_rank_after_city,6,52,21,26,0.06599636826046296,18,46
Qwen3-8B,adjacent_rank_after_city,7,52,21,26,0.06754542592450981,17,38
Qwen3-8B,adjacent_rank_after_city,8,52,21,26,0.14948867893645837,16,29
Qwen3-8B,adjacent_rank_after_city,9,52,21,26,0.14287464737307692,13,20
Qwen3-8B,adjacent_rank_after_city,10,52,21,26,0.0935498721909091,11,11
Qwen3-8B,adjacent_rank_after_city,2,53,28,2,0.011057170873964286,20,87
Qwen3-8B,adjacent_rank_after_city,3,53,28,2,0.00718752524115476,20,73
Qwen3-8B,adjacent_rank_after_city,4,53,28,2,0.014932267567293234,19,65
Qwen3-8B,adjacent_rank_after_city,5,53,28,2,0.0767709632072807,19,56
Qwen3-8B,adjacent_rank_after_city,6,53,28,2,0.07347463200453704,18,46
Qwen3-8B,adjacent_rank_after_city,7,53,28,2,0.055121200586764715,17,38
Qwen3-8B,adjacent_rank_after_city,8,53,28,2,0.07264297362500001,16,29
Qwen3-8B,adjacent_rank_after_city,9,53,28,2,0.07729150498846155,13,20
Qwen3-8B,adjacent_rank_after_city,10,53,28,2,0.08932209625454546,11,11
Qwen3-8B,adjacent_rank_after_city,2,54,21,27,0.014143048194500001,20,87
Qwen3-8B,adjacent_rank_after_city,3,54,21,27,0.022019740289738098,20,73
Qwen3-8B,adjacent_rank_after_city,4,54,21,27,0.033713016358546365,19,65
Qwen3-8B,adjacent_rank_after_city,5,54,21,27,0.038900973843421054,19,56
Qwen3-8B,adjacent_rank_after_city,6,54,21,27,0.05233408899685186,18,46
Qwen3-8B,adjacent_rank_after_city,7,54,21,27,0.04150856279068627,17,38
Qwen3-8B,adjacent_rank_after_city,8,54,21,27,0.07285338563229166,16,29
Qwen3-8B,adjacent_rank_after_city,9,54,21,27,0.10388346218076921,13,20
Qwen3-8B,adjacent_rank_after_city,10,54,21,27,0.09877698887272728,11,11
Qwen3-8B,adjacent_rank_after_city,2,55,20,23,0.0023784202530595243,20,87
Qwen3-8B,adjacent_rank_after_city,3,55,20,23,0.002955806144595238,20,73
Qwen3-8B,adjacent_rank_after_city,4,55,20,23,0.01080563497518797,19,65
Qwen3-8B,adjacent_rank_after_city,5,55,20,23,0.055040681530263175,19,56
Qwen3-8B,adjacent_rank_after_city,6,55,20,23,0.08616583707481483,18,46
Qwen3-8B,adjacent_rank_after_city,7,55,20,23,0.0637727429637255,17,38
Qwen3-8B,adjacent_rank_after_city,8,55,20,23,0.10085202794895831,16,29
Qwen3-8B,adjacent_rank_after_city,9,55,20,23,0.08579235167692308,13,20
Qwen3-8B,adjacent_rank_after_city,10,55,20,23,0.05029905569090909,11,11
Qwen3-8B,adjacent_rank_after_city,2,56,15,9,0.004250766787011905,20,87
Qwen3-8B,adjacent_rank_after_city,3,56,15,9,0.0026174719964404763,20,73
Qwen3-8B,adjacent_rank_after_city,4,56,15,9,0.01079440726631579,19,65
Qwen3-8B,adjacent_rank_after_city,5,56,15,9,0.0730800314535965,19,56
Qwen3-8B,adjacent_rank_after_city,6,56,15,9,0.08881388344833334,18,46
Qwen3-8B,adjacent_rank_after_city,7,56,15,9,0.055427819602450974,17,38
Qwen3-8B,adjacent_rank_after_city,8,56,15,9,0.08727339144374999,16,29
Qwen3-8B,adjacent_rank_after_city,9,56,15,9,0.05843816187692307,13,20
Qwen3-8B,adjacent_rank_after_city,10,56,15,9,0.036937814,11,11
Qwen3-8B,adjacent_rank_after_city,2,57,18,15,0.009209775528154763,20,87
Qwen3-8B,adjacent_rank_after_city,3,57,18,15,0.014637013290380951,20,73
Qwen3-8B,adjacent_rank_after_city,4,57,18,15,0.046946805498909776,19,65
Qwen3-8B,adjacent_rank_after_city,5,57,18,15,0.08083929698219298,19,56
Qwen3-8B,adjacent_rank_after_city,6,57,18,15,0.0601746731124074,18,46
Qwen3-8B,adjacent_rank_after_city,7,57,18,15,0.038998227902450985,17,38
Qwen3-8B,adjacent_rank_after_city,8,57,18,15,0.04120691373541667,16,29
Qwen3-8B,adjacent_rank_after_city,9,57,18,15,0.03710201886153846,13,20
Qwen3-8B,adjacent_rank_after_city,10,57,18,15,0.017190873527272724,11,11
Qwen3-8B,adjacent_rank_after_city,2,58,19,28,0.026048941462226194,20,87
Qwen3-8B,adjacent_rank_after_city,3,58,19,28,0.018381780073940476,20,73
Qwen3-8B,adjacent_rank_after_city,4,58,19,28,0.02580072208649123,19,65
Qwen3-8B,adjacent_rank_after_city,5,58,19,28,0.051260968770964914,19,56
Qwen3-8B,adjacent_rank_after_city,6,58,19,28,0.05945375662787037,18,46
Qwen3-8B,adjacent_rank_after_city,7,58,19,28,0.03198298404166667,17,38
Qwen3-8B,adjacent_rank_after_city,8,58,19,28,0.04035961378229167,16,29
Qwen3-8B,adjacent_rank_after_city,9,58,19,28,0.04113018073076923,13,20
Qwen3-8B,adjacent_rank_after_city,10,58,19,28,0.02266643069090909,11,11
Qwen3-8B,adjacent_rank_after_city,2,59,20,4,0.018972202902095236,20,87
Qwen3-8B,adjacent_rank_after_city,3,59,20,4,0.030560376694333334,20,73
Qwen3-8B,adjacent_rank_after_city,4,59,20,4,0.02743230371713033,19,65
Qwen3-8B,adjacent_rank_after_city,5,59,20,4,0.030829009545964913,19,56
Qwen3-8B,adjacent_rank_after_city,6,59,20,4,0.050897877185185195,18,46
Qwen3-8B,adjacent_rank_after_city,7,59,20,4,0.037424124104901965,17,38
Qwen3-8B,adjacent_rank_after_city,8,59,20,4,0.05857888306562499,16,29
Qwen3-8B,adjacent_rank_after_city,9,59,20,4,0.04673931582692307,13,20
Qwen3-8B,adjacent_rank_after_city,10,59,20,4,0.02654614943636363,11,11
Qwen3-8B,adjacent_rank_after_city,2,60,26,31,0.05378862969841667,20,87
Qwen3-8B,adjacent_rank_after_city,3,60,26,31,0.012920335061071427,20,73
Qwen3-8B,adjacent_rank_after_city,4,60,26,31,0.01659284954517544,19,65
Qwen3-8B,adjacent_rank_after_city,5,60,26,31,0.027560981748508767,19,56
Qwen3-8B,adjacent_rank_after_city,6,60,26,31,0.03142812212472222,18,46
Qwen3-8B,adjacent_rank_after_city,7,60,26,31,0.03531227023382353,17,38
Qwen3-8B,adjacent_rank_after_city,8,60,26,31,0.047280462695833324,16,29
Qwen3-8B,adjacent_rank_after_city,9,60,26,31,0.04627733146923077,13,20
Qwen3-8B,adjacent_rank_after_city,10,60,26,31,0.056218074190909094,11,11
Qwen3-8B,adjacent_rank_after_city,2,61,24,12,0.00643591849879762,20,87
Qwen3-8B,adjacent_rank_after_city,3,61,24,12,0.005783323519130953,20,73
Qwen3-8B,adjacent_rank_after_city,4,61,24,12,0.01171260671969925,19,65
Qwen3-8B,adjacent_rank_after_city,5,61,24,12,0.03188718211219298,19,56
Qwen3-8B,adjacent_rank_after_city,6,61,24,12,0.06371101140546295,18,46
Qwen3-8B,adjacent_rank_after_city,7,61,24,12,0.05523726256421568,17,38
Qwen3-8B,adjacent_rank_after_city,8,61,24,12,0.08376773151874999,16,29
Qwen3-8B,adjacent_rank_after_city,9,61,24,12,0.11328797156923077,13,20
Qwen3-8B,adjacent_rank_after_city,10,61,24,12,0.14914722875454545,11,11
Qwen3-8B,adjacent_rank_after_city,2,62,27,16,0.011770051399916668,20,87
Qwen3-8B,adjacent_rank_after_city,3,62,27,16,0.009291358582833333,20,73
Qwen3-8B,adjacent_rank_after_city,4,62,27,16,0.017696302293609027,19,65
Qwen3-8B,adjacent_rank_after_city,5,62,27,16,0.04602868483017544,19,56
Qwen3-8B,adjacent_rank_after_city,6,62,27,16,0.0550250048449074,18,46
Qwen3-8B,adjacent_rank_after_city,7,62,27,16,0.049130503777450985,17,38
Qwen3-8B,adjacent_rank_after_city,8,62,27,16,0.06404885237812499,16,29
Qwen3-8B,adjacent_rank_after_city,9,62,27,16,0.11504316006923078,13,20
Qwen3-8B,adjacent_rank_after_city,10,62,27,16,0.08701421455454544,11,11
Qwen3-8B,adjacent_rank_after_city,2,63,18,19,0.035869293493809525,20,87
