model_label,role,source_layer,target_layer,normalized_depth,rank,discovery_rows,discovery_seeds,confirmation_rows,source_centroid_capture,target_centroid_capture,map_training_r2,map_training_normalized_rmse,map_ridge,map_singular_1,map_singular_last,map_condition_number,orthogonal_factor_determinant,subspace_principal_angle_mean_degrees,subspace_principal_angle_max_degrees,cv_sample_r2,cv_sample_normalized_rmse,cv_direct_identity_r2,cv_centroid_r2,cv_centroid_normalized_rmse,cv_fold_r2_min,cv_fold_r2_max,cv_folds,confirmation_sample_r2,confirmation_sample_normalized_rmse,confirmation_centroid_r2,confirmation_centroid_normalized_rmse,proper_rotation_angle_pca_gauge_degrees,centroid_rdm_spearman,permutation_repeats,permutation_r2_mean,permutation_r2_ci95_low,permutation_r2_ci95_high,permutation_p_ge_observed,bootstrap_repeats,bootstrap_map_relative_frobenius_median,bootstrap_map_relative_frobenius_ci95_low,bootstrap_map_relative_frobenius_ci95_high,bootstrap_rotation_geodesic_degrees_median,bootstrap_rotation_geodesic_degrees_ci95_low,bootstrap_rotation_geodesic_degrees_ci95_high,bootstrap_source_basis_max_angle_degrees_median,bootstrap_source_basis_max_angle_degrees_ci95_low,bootstrap_source_basis_max_angle_degrees_ci95_high,bootstrap_target_basis_max_angle_degrees_median,bootstrap_target_basis_max_angle_degrees_ci95_low,bootstrap_target_basis_max_angle_degrees_ci95_high,bootstrap_stretch_singular_1_mean,bootstrap_stretch_singular_1_sd,bootstrap_stretch_singular_2_mean,bootstrap_stretch_singular_2_sd,bootstrap_stretch_singular_3_mean,bootstrap_stretch_singular_3_sd,full_operator_inner_product_to_next,full_operator_cosine_to_next,full_operator_relative_drift_to_next
Gemma4-E4B,prompt_running,2,3,0.07317073170731707,1,200,20,100,0.4905082026344894,0.7006849396643415,0.9395709293384852,0.24582325085620932,0.01212658709411612,1.9568199581140386,1.9568199581140386,1.0,1.0,65.13948232119617,65.13948232119617,0.8744402787279849,0.35434407187367345,0.6724584454997202,0.9059500332822161,0.30667567024102815,0.8273394135873164,0.9240377050366204,5,0.8757821874201496,0.3524454746196218,0.7037820652097242,0.5442590695526128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,2,3,0.07317073170731707,2,200,20,100,0.6434685083687185,0.7914689317048144,0.9423794307180261,0.24004284884572993,0.00795407382297014,1.957564745808655,1.2759193152894002,1.5342386641154075,1.0000000000000004,57.917938691280526,65.36158463090513,0.8911991654433786,0.3298497151076856,0.7039831265720604,0.9170758505826122,0.28796553512076367,0.8505592268541472,0.9269256205681062,5,0.8865797166186518,0.33677927991690376,0.7033420609971511,0.5446631426880737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,2,3,0.07317073170731707,3,200,20,100,0.7440850627499515,0.8385034803788656,0.9456724742078466,0.23308265871178283,0.006131880004184112,1.9814867321872345,1.1110764101420372,1.7833937559109245,0.9999999999999996,55.871856255312885,65.42832845550534,0.8752367563499797,0.35321840785839614,0.6107872262777485,0.904413519433693,0.30917063341512074,0.8332800235926994,0.9175758892111721,5,0.8870864306471209,0.3360261438532412,0.7186233920000875,0.5304494396263536,5.257212063255455,0.8397891963109354,500.0,-0.33460614259907157,-1.5597050610822267,0.6766125800815881,0.001996007984031936,500.0,0.2671757110929279,0.10170357281967815,0.9476440745271375,13.945661319963023,4.087998128870636,79.22777211017163,63.74153273932164,36.34671493316158,88.12968913649533,71.5083860648569,43.214754263926736,89.05023156935654,1.98800184872918,0.13965563988207044,1.2864986363057482,0.08217823878254034,0.9447463658489823,0.26761099435624247,1.258036389584145,0.24077900342020184,1.249280893554439
Gemma4-E4B,prompt_running,3,4,0.0975609756097561,1,200,20,100,0.7006849396643415,0.8068679913267911,0.9914392589295068,0.09252427287200485,0.04951975405980155,1.589194598233246,1.589194598233246,1.0,1.0,62.50559463616371,62.50559463616371,0.9644362071862811,0.18858364938063674,0.8137607970214612,0.9689404673357997,0.17623714893347625,0.9555066346898946,0.9705687667025226,5,0.9597445225164253,0.2006376771286359,0.9415707743549492,0.24172138019846492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,3,4,0.0975609756097561,2,200,20,100,0.7914689317048144,0.8706758508036883,0.9629513204469207,0.1924803354971082,0.027967881586531296,1.6043518719029122,0.9358776493413671,1.7142752292802272,1.0000000000000002,60.02075853873508,64.52682339113966,0.9602521720027878,0.19936857324365906,0.8109631976057623,0.9595076779589634,0.2012270410283781,0.9373827030430157,0.970700298109355,5,0.9467480027399999,0.23076394272069475,0.9241656872528838,0.2753803056631251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,3,4,0.0975609756097561,3,200,20,100,0.8385034803788656,0.902011031405212,0.9484516279047029,0.22704266580380228,0.019753284144387876,1.608317403506926,0.5419580511186486,2.9676049653422787,0.9999999999999996,61.55529233337116,75.70675217679782,0.9353411745032356,0.25428099712083163,0.7611549413576862,0.9313003736443397,0.26210613566961827,0.9099189674464662,0.9679712085828951,5,0.9266273735564158,0.270873820151716,0.8958820907210377,0.32267306872275886,24.42320508150667,0.9412384716732543,500.0,-0.3578296653603826,-1.5774332833936313,0.7363158703367675,0.001996007984031936,500.0,0.5088627367278254,0.22261175435045805,0.9610450949181616,29.37751105020955,4.7253246780960865,154.1701736905103,72.27641960097253,42.6552879296272,89.5628960874969,66.90573094898272,37.780798107079555,88.01868680143394,1.6674770912543786,0.058016286516817145,1.1390223123918901,0.09708212512149897,0.7397052968994002,0.2671394966355458,0.46628557339473603,0.03145870891932042,1.617212801091816
Gemma4-E4B,prompt_running,4,5,0.12195121951219512,1,200,20,100,0.8068679913267911,0.9413659150329401,0.7106855674638597,0.5378795706625604,0.1263962673791616,3.21346573246314,3.21346573246314,1.0,1.0,76.68307402040442,76.68307402040442,-2.713855872261413,1.9271367030549267,0.32803460130138573,-0.2088426590519643,1.0994738100800603,-4.910587507740887,-1.972917218513016,5,-3.2199796046745597,2.054258894266874,-0.013472143563395544,1.0067135359988937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,4,5,0.12195121951219512,2,200,20,100,0.8706758508036883,0.968941414761276,0.9018932604155283,0.31321995400113267,0.0681958999623957,7.059315260052241,0.16638668210033575,42.4271652691246,-1.0000000000000002,79.6213168343393,88.19380290305845,-2.8914888015707123,1.9726856824062753,0.2561588430669758,-0.18969275183213274,1.0907303754054587,-3.4762338629521095,-1.6783173130262337,5,-3.8693297977445207,2.206655795031142,0.1900710284893351,0.8999605388630464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,4,5,0.12195121951219512,3,200,20,100,0.902011031405212,0.9856217813278255,0.9083305661076637,0.30276960529804886,0.04710015712193115,7.18756771361624,0.8653201154178016,8.306252894798215,-1.0,69.62635112257895,85.40951640771152,-2.1173579012863972,1.7656041179399184,0.1860027437200097,-0.04294522561053049,1.0212468974790232,-2.7120434145232095,-1.2668421133530563,5,-3.0364825767839534,2.0090999419600695,0.17010694810727034,0.9109846606242773,113.4825055838619,0.633596837944664,500.0,-0.34509188342604064,-1.1262649239030378,0.8670331128969635,0.001996007984031936,500.0,0.4953355448865001,0.1913144308171667,1.0838859575963478,116.74894433846673,12.718609629131779,177.79076541793566,67.28067843405304,37.532559273884814,88.28294107176743,29.876536721185175,20.02909795429899,45.26007375407482,6.190440120430944,1.3003994446280596,1.1163390535845734,0.28351756837395775,0.5731734525616223,0.26501222455403495,0.021443635851307652,0.0021083292943896285,1.7145640249361185
Gemma4-E4B,prompt_running,5,6,0.14634146341463414,1,200,20,100,0.9413659150329401,0.9198666798664148,0.999399716720218,0.02450067916980988,1.8402287892729823,0.7226328390751149,0.7226328390751149,1.0,1.0,41.71150004406461,41.71150004406461,0.9766610038132179,0.15277105807967084,0.8087038650926264,0.9956756921729412,0.06575946948583779,0.969586410335787,0.9804389460291516,5,0.9791010211700315,0.1445647911144637,0.9984970719471424,0.03876761603268396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,5,6,0.14634146341463414,2,200,20,100,0.968941414761276,0.9546120735665847,0.9991280059412829,0.02952954552168229,0.9470673720432079,0.8171640091954897,0.7082519577374113,1.1537758565553562,1.0000000000000002,43.81954882628019,46.17295485324453,0.9460439404667947,0.23228443670036375,0.7869189929367759,0.9871952252648803,0.11315818456974115,0.881738821603888,0.9751273885110215,5,0.9719015929172969,0.16762579480110773,0.9973652241424871,0.051330067772338984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,5,6,0.14634146341463414,3,200,20,100,0.9856217813278255,0.9779341058671225,0.9990884224925457,0.030192341867670232,0.642247450705895,0.8524171767046022,0.7092276438751475,1.2018950249134137,0.9999999999999993,44.635354662424184,47.49496527383438,0.963486811917085,0.19108424341874733,0.7853874450065491,0.9886899749654303,0.10634860146974029,0.9525262332322957,0.973620729239173,5,0.9650003471629081,0.1870819415044969,0.9964447082652196,0.059626267154504864,7.0348977028862345,0.9913043478260868,500.0,-0.26558075427328304,-0.9714418745971387,0.9188933485151386,0.001996007984031936,500.0,0.06994745687937227,0.030136906463176964,0.13861395275324512,3.1425682409591182,0.9981458243811882,7.858585467891711,29.926265526694568,20.298654321646843,48.202595590132226,31.281882727133116,20.99802428142048,53.13496497727994,0.8595342536523412,0.030144582041200345,0.7906146197207361,0.021237662461497983,0.7026924584604398,0.019686444169484767,1.3248175891204534,0.48001004667517916,1.0690951264124662
Gemma4-E4B,prompt_running,6,7,0.17073170731707318,1,200,20,100,0.9198666798664148,0.888448494858233,0.996481716511742,0.05931512023302298,0.9634644783668257,1.0335836110461853,1.0335836110461853,1.0,1.0,41.33405674337624,41.33405674337624,0.9734645529901943,0.16289704420217607,0.9713457989132652,0.991693978855091,0.09113737512628375,0.9617279491835311,0.9855382087161308,5,0.9687053864892525,0.176902836355858,0.997147678227115,0.05340713222861696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,6,7,0.17073170731707318,2,200,20,100,0.9546120735665847,0.93026626449075,0.995470288887992,0.06730312854546901,0.49992832854597447,1.1401024845568586,1.0189788850532764,1.1188676245212377,1.0000000000000002,44.96746730946367,48.842995659053734,0.9438674982615298,0.23692298693556568,0.9422474365119116,0.982789765546091,0.1311877831732398,0.9158779633887462,0.9724681596115481,5,0.9494739568239227,0.22477998837992083,0.9927378077679465,0.08521849700653875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,6,7,0.17073170731707318,3,200,20,100,0.9779341058671225,0.9645920943006774,0.9979559409568415,0.04521127119600283,0.3414280184324191,1.339315572850098,0.9499540692822824,1.409874030922347,1.0,46.185240471263484,52.33903955078285,0.9192191197665347,0.2842197745292633,0.9219590802533022,0.9732675948056558,0.16350047459975192,0.8801995274878995,0.9434695121257825,5,0.8948517979220618,0.3242656350554869,0.9873854746962386,0.11231440381251824,13.443407766055417,0.9783926218708826,500.0,-0.332101642940872,-0.9694170293957673,0.8612649792570544,0.001996007984031936,500.0,0.1103249613994081,0.04440455693679271,0.5730510695438928,4.359675169857777,1.528484206960471,16.175685438354535,31.50311043460104,22.012705518627538,53.975239375566964,34.99285698595106,23.381900772400236,70.29373454201452,1.2495268266751376,0.07441916353558836,1.121899563785908,0.04467106688428803,0.9623998627938253,0.07392629913725363,0.7351737266629853,0.29619344646827545,1.2463805296807233
Gemma4-E4B,prompt_running,7,8,0.1951219512195122,1,200,20,100,0.888448494858233,0.8989588426708964,0.9976750713883696,0.048217513536373775,1.034964189123424,0.7371083749828145,0.7371083749828145,1.0,1.0,63.40727335989118,63.40727335989118,0.9670701449855668,0.18146585082167183,0.7940938228277282,0.9917087828952593,0.09105612063305082,0.9569182147237992,0.9748442650149897,5,0.9789138148538303,0.14521082998925958,0.9972532414667699,0.05240952712274879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,7,8,0.1951219512195122,2,200,20,100,0.93026626449075,0.9407530666989017,0.9888619463384746,0.10553697769751337,0.5418391024744635,0.7688879877813422,0.6111178890398301,1.2581663891223929,1.0000000000000002,65.60159122330715,68.09118911088012,0.8932640013628744,0.32670475759793516,0.41553320031268026,0.9661674613232858,0.1839362353553922,0.8285578778735282,0.9667576375894219,5,0.9302931474148555,0.26402055333845614,0.9890947646948536,0.10442813464362204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,7,8,0.1951219512195122,3,200,20,100,0.9645920943006774,0.9692129144984327,0.9986251714472713,0.03707868056887568,0.3745549237389257,0.802059979449573,0.6286938902506157,1.2757559630965214,-0.9999999999999999,63.69473311941048,65.40495914741179,0.9413681651163297,0.24214011415639158,0.1483181682467477,0.9819723587930453,0.1342670518293848,0.9271932221910855,0.9572042058708419,5,0.9565358747460191,0.20848051528615558,0.9878302090728547,0.11031677536596743,83.80831337799228,0.9839262187088272,500.0,-0.343703102685199,-0.8890726738938897,0.880896649391252,0.001996007984031936,500.0,0.08248186174503942,0.03622252549149348,0.2550934378458149,62.646146785238344,11.807563186047775,161.6146089930998,34.43149260529823,22.879327622083984,69.15747743297864,35.660280653472924,23.047672369942003,73.7659804321815,0.7977887451406834,0.024614417225582618,0.6870607478230976,0.026914564397692877,0.6108846915652857,0.06702745190109276,0.5963418892008335,0.24440254221953667,1.2813419824522083
Gemma4-E4B,prompt_running,8,9,0.21951219512195122,1,200,20,100,0.8989588426708964,0.9282808655262269,0.9961084313233801,0.062382438847963545,0.5647634922809531,1.2643949547953883,1.2643949547953883,1.0,1.0,56.6209383373295,56.6209383373295,0.9702528173891383,0.17247371571013856,0.9412180040495486,0.9884380792730876,0.10752637223915071,0.9548636038372419,0.9784283101047685,5,0.976343791274621,0.15380574997502208,0.9980929411745163,0.04366988465159559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,8,9,0.21951219512195122,2,200,20,100,0.9407530666989017,0.960581231954019,0.9975963846039079,0.04902668045148605,0.2955101847289993,1.3660790941371417,0.9775064444882036,1.3975141563924773,1.0000000000000004,55.50064263842553,57.515450562493,0.9556701313871399,0.21054659487358182,0.9102002435643012,0.9877482064417411,0.11068782027964434,0.918082794761663,0.9821146787593695,5,0.973450840140298,0.16293912930816223,0.995783772357038,0.06493248526709904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,8,9,0.21951219512195122,3,200,20,100,0.9692129144984327,0.9790153646837871,0.9993684127339484,0.025131400001821753,0.20296667818133055,1.3728677224815622,0.9148335137070597,1.5006749336482774,-1.0000000000000002,55.45928214331124,57.76333910622184,0.9692533936879619,0.1753471023770796,0.7158492151219364,0.9865765142998161,0.11585976739224008,0.956662013931397,0.9764312733694059,5,0.9740592818480024,0.16106122485563554,0.997192327391269,0.05298747596112714,82.9759815422521,0.9889328063241105,500.0,-0.35535272598483403,-0.8749683857602387,0.9187163252203208,0.001996007984031936,500.0,0.07241750844587563,0.029922177478125582,0.1663699970533403,22.446803700380656,3.5059245314672802,77.70189342665253,36.372891542453736,22.972598413597545,72.53477974845927,35.619988869343246,22.213900280957485,75.09216679748434,1.353431264744883,0.03592042951606121,1.0724015100340063,0.04188454751509074,0.9190830018964925,0.06559296886163472,1.7009010449353927,0.3764883439123289,1.1235452602245681
Gemma4-E4B,prompt_running,9,10,0.24390243902439024,1,200,20,100,0.9282808655262269,0.9214110571920938,0.9989354375098991,0.032627633841589926,0.9082245331910057,1.2994265064983923,1.2994265064983923,1.0,1.0,44.3913907749365,44.3913907749365,0.9852331887952379,0.12151876894028363,0.9429056293345599,0.9959369900285194,0.06374174433980129,0.9833495742897764,0.9880486429552375,5,0.987080014542957,0.11366611393481776,0.9992657510407715,0.02709702860515205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemma4-E4B,prompt_running,9,10,0.24390243902439024,2,200,20,100,0.960581231954019,0.9540084677837132,0.9989185957120795,0.0328847120699042,0.46991351076105514,1.360865066108192,1.2276855921688523,1.108480114769501,1.0000000000000004,47.23733175965934,50.10563090594868,0.9628623586417415,0.19271129016811245,0.9215698935922193,0.991791913650598,0.09059848977439916,0.9129086207087559,0.9809337076670301,5,0.9742155824453393,0.1605752706821965,0.9988113179354551,0.03447726880924478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
