model_label,source_layer,target_layer,normalized_depth,contrast,metric,seed,effect,pairs_per_seed
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.20408096120809202,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.1592309526167809,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.12445470574311912,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.11481964972335842,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.07066062942612915,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.1636113005224615,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.1561106520239264,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.15568927077401895,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.10463466495275499,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.14014319097623223,4
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.12506369547918433,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.1490677604451775,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.18210602752515115,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.2373111275956034,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.20812031836248934,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.25335459386406,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.20192906563170243,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.15494273161220917,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.2168644074699841,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.17884810408577323,4
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.14365927316248417,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.47669594548642635,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.4962856760248542,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.4218639247119427,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.3618978541344404,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.46578804263845086,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.47622963390313083,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.4868593467399478,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.3411008070688694,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.48295948933809996,4
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.4171129153110087,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.4785059585701674,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.5170831051655114,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.5223523345703143,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.5485673250150285,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.5644411705434322,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.5016703046858311,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.5438535138964653,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.5212385067716241,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.5871836789883673,4
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.5431090151541866,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.2533584806369617,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.2266005218261853,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.26786195294698695,4
