model_label,source_layer,target_layer,normalized_depth,contrast,metric,seeds,pairs_per_seed,mean_contrast,bootstrap_95ci_low,bootstrap_95ci_high,exact_seed_signflip_p_two_sided,seed_effect_min,seed_effect_max,holm_p_within_model_metric_contrast,significant_holm_0_05
Qwen3-8B,15,16,0.4571428571428571,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,-0.00625,-0.05,0.0375,1.0,-0.125,0.125,1.0,False
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.30625,0.2,0.425,0.001953125,0.0625,0.6875,0.021484375,True
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,15.50625,14.56875,16.575,0.001953125,13.25,18.625,0.021484375,True
Qwen3-8B,27,28,0.8,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,14.68125,13.825,15.7,0.001953125,12.875,18.1875,0.021484375,True
Qwen3-8B,28,29,0.8285714285714286,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,13.9,12.79375,15.19375,0.001953125,11.25,18.1875,0.021484375,True
Qwen3-8B,31,32,0.9142857142857144,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,16.43125,15.61875,17.34375,0.001953125,14.5625,18.9375,0.021484375,True
Qwen3-8B,34,35,1.0,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,17.853125,17.215625,18.45,0.001953125,15.90625,19.21875,0.021484375,True
Gemma4-E4B,0,1,0.024390243902439,dose_2_minus_dose_1,target_donor_fraction,10,4,0.1513859613576642,0.0028413106045354613,0.4410814552162901,0.0390625,-0.013219936285167926,1.4450526577420533,0.046875,True
Gemma4-E4B,3,4,0.0975609756097561,dose_2_minus_dose_1,target_donor_fraction,10,4,0.18483729875297286,0.15195270790514767,0.21836892803548835,0.001953125,0.10136093944311142,0.2726594327832572,0.02734375,True
Gemma4-E4B,7,8,0.1951219512195122,dose_2_minus_dose_1,target_donor_fraction,10,4,0.4576101442798972,0.41417066268622876,0.5035244510369375,0.001953125,0.3474244773387909,0.5954296216368675,0.02734375,True
