model_label,mode,layer,occurrence,n_confirmation_class,metric,value,quality_direction,quality_value
Qwen3-8B,native_thinking,0,9,9,within_trace,2154.122802734375,lower,-2154.122802734375
Qwen3-8B,native_thinking,0,9,9,class_nc1_ratio,12.341491000861485,lower,-12.341491000861485
Qwen3-8B,native_thinking,0,9,9,centroid_nearest_squared,174.67095947265625,higher,174.67095947265625
Qwen3-8B,native_thinking,0,9,9,fisher_nearest,0.08108681605845984,higher,0.08108681605845984
Qwen3-8B,native_thinking,0,9,9,min_bhattacharyya,1.5002501159906387,higher,1.5002501159906387
Qwen3-8B,native_thinking,0,9,9,mean_bhattacharyya,2.540506730477015,higher,2.540506730477015
Qwen3-8B,native_thinking,0,9,9,nc2_class_cosine_deviation,0.2502128211436448,lower,-0.2502128211436448
Qwen3-8B,native_thinking,0,10,9,logistic_precision,0.125,higher,0.125
Qwen3-8B,native_thinking,0,10,9,logistic_recall,0.1111111111111111,higher,0.1111111111111111
Qwen3-8B,native_thinking,0,10,9,logistic_f1,0.11764705882352941,higher,0.11764705882352941
Qwen3-8B,native_thinking,0,10,9,ncc_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,10,9,silhouette_cosine,-0.20772233605384827,higher,-0.20772233605384827
Qwen3-8B,native_thinking,0,10,9,within_trace,2987.16064453125,lower,-2987.16064453125
Qwen3-8B,native_thinking,0,10,9,class_nc1_ratio,12.062889579264523,lower,-12.062889579264523
Qwen3-8B,native_thinking,0,10,9,centroid_nearest_squared,332.9992370605469,higher,332.9992370605469
Qwen3-8B,native_thinking,0,10,9,fisher_nearest,0.11147684262317323,higher,0.11147684262317323
Qwen3-8B,native_thinking,0,10,9,min_bhattacharyya,2.260341316461563,higher,2.260341316461563
Qwen3-8B,native_thinking,0,10,9,mean_bhattacharyya,3.3511114683416157,higher,3.3511114683416157
Qwen3-8B,native_thinking,0,10,9,nc2_class_cosine_deviation,0.09463780584894581,lower,-0.09463780584894581
Qwen3-8B,non_thinking,1,1,10,logistic_precision,0.7,higher,0.7
Qwen3-8B,non_thinking,1,1,10,logistic_recall,0.7,higher,0.7
Qwen3-8B,non_thinking,1,1,10,logistic_f1,0.7,higher,0.7
Qwen3-8B,non_thinking,1,1,10,ncc_recall,1.0,higher,1.0
Qwen3-8B,non_thinking,1,1,10,silhouette_cosine,0.7660673260688782,higher,0.7660673260688782
Qwen3-8B,non_thinking,1,1,10,within_trace,2279.51904296875,lower,-2279.51904296875
Qwen3-8B,non_thinking,1,1,10,class_nc1_ratio,0.20995323308931288,lower,-0.20995323308931288
Qwen3-8B,non_thinking,1,1,10,centroid_nearest_squared,6384.1240234375,higher,6384.1240234375
Qwen3-8B,non_thinking,1,1,10,fisher_nearest,2.8006451813287265,higher,2.8006451813287265
Qwen3-8B,non_thinking,1,1,10,min_bhattacharyya,7.453301429748535,higher,7.453301429748535
Qwen3-8B,non_thinking,1,1,10,mean_bhattacharyya,34.11264493730333,higher,34.11264493730333
Qwen3-8B,non_thinking,1,1,10,nc2_class_cosine_deviation,0.663936831700949,lower,-0.663936831700949
Qwen3-8B,non_thinking,1,2,10,logistic_precision,0.4666666666666667,higher,0.4666666666666667
Qwen3-8B,non_thinking,1,2,10,logistic_recall,0.7,higher,0.7
Qwen3-8B,non_thinking,1,2,10,logistic_f1,0.56,higher,0.56
Qwen3-8B,non_thinking,1,2,10,ncc_recall,0.6,higher,0.6
Qwen3-8B,non_thinking,1,2,10,silhouette_cosine,-0.3207848370075226,higher,-0.3207848370075226
Qwen3-8B,non_thinking,1,2,10,within_trace,4187.6162109375,lower,-4187.6162109375
Qwen3-8B,non_thinking,1,2,10,class_nc1_ratio,3.3154852983040564,lower,-3.3154852983040564
Qwen3-8B,non_thinking,1,2,10,centroid_nearest_squared,1795.5977783203125,higher,1795.5977783203125
Qwen3-8B,non_thinking,1,2,10,fisher_nearest,0.42878756979458826,higher,0.42878756979458826
Qwen3-8B,non_thinking,1,2,10,min_bhattacharyya,2.9366780519485474,higher,2.9366780519485474
Qwen3-8B,non_thinking,1,2,10,mean_bhattacharyya,6.259692231814067,higher,6.259692231814067
Qwen3-8B,non_thinking,1,2,10,nc2_class_cosine_deviation,0.6131866837587254,lower,-0.6131866837587254
Qwen3-8B,non_thinking,1,3,10,logistic_precision,0.4444444444444444,higher,0.4444444444444444
Qwen3-8B,non_thinking,1,3,10,logistic_recall,0.4,higher,0.4
Qwen3-8B,non_thinking,1,3,10,logistic_f1,0.42105263157894735,higher,0.42105263157894735
Qwen3-8B,non_thinking,1,3,10,ncc_recall,0.0,higher,0.0
Qwen3-8B,non_thinking,1,3,10,silhouette_cosine,-0.0621517077088356,higher,-0.0621517077088356
Qwen3-8B,non_thinking,1,3,10,within_trace,3125.5625,lower,-3125.5625
Qwen3-8B,non_thinking,1,3,10,class_nc1_ratio,5.3559668862806395,lower,-5.3559668862806395
Qwen3-8B,non_thinking,1,3,10,centroid_nearest_squared,337.99560546875,higher,337.99560546875
Qwen3-8B,non_thinking,1,3,10,fisher_nearest,0.10813912870683277,higher,0.10813912870683277
Qwen3-8B,non_thinking,1,3,10,min_bhattacharyya,2.1294443607330322,higher,2.1294443607330322
Qwen3-8B,non_thinking,1,3,10,mean_bhattacharyya,5.457594712575276,higher,5.457594712575276
Qwen3-8B,non_thinking,1,3,10,nc2_class_cosine_deviation,0.26628513958443095,lower,-0.26628513958443095
Qwen3-8B,non_thinking,1,4,10,logistic_precision,0.2727272727272727,higher,0.2727272727272727
