population,model_label,seed,condition,endpoint,effect,rows
clean_correct_only,Qwen3-8B,1257,actual_rank3_remove,gold_centroid_distance_increase_L29,66.54510419815249,3
clean_correct_only,Qwen3-8B,1257,centroid_curve_remove,gold_centroid_distance_increase_L29,34.52040829027813,3
clean_correct_only,Qwen3-8B,1257,actual_rank3_remove,gold_centroid_distance_increase_L35,391.6488078049115,3
clean_correct_only,Qwen3-8B,1257,centroid_curve_remove,gold_centroid_distance_increase_L35,607.4813207167175,3
clean_correct_only,Qwen3-8B,1258,actual_rank3_remove,gold_centroid_distance_increase_L29,133.3717449927677,3
clean_correct_only,Qwen3-8B,1258,centroid_curve_remove,gold_centroid_distance_increase_L29,118.3360429158322,3
clean_correct_only,Qwen3-8B,1258,actual_rank3_remove,gold_centroid_distance_increase_L35,607.4499572952394,3
clean_correct_only,Qwen3-8B,1258,centroid_curve_remove,gold_centroid_distance_increase_L35,196.54320885861364,3
clean_correct_only,Qwen3-8B,1259,actual_rank3_remove,gold_centroid_distance_increase_L29,17.584938736966862,3
clean_correct_only,Qwen3-8B,1259,centroid_curve_remove,gold_centroid_distance_increase_L29,12.18024836281181,3
clean_correct_only,Qwen3-8B,1259,actual_rank3_remove,gold_centroid_distance_increase_L35,245.00040742404843,3
clean_correct_only,Qwen3-8B,1259,centroid_curve_remove,gold_centroid_distance_increase_L35,-24.597936115680255,3
clean_correct_only,Qwen3-8B,1260,actual_rank3_remove,gold_centroid_distance_increase_L29,15.504344685283014,5
clean_correct_only,Qwen3-8B,1260,centroid_curve_remove,gold_centroid_distance_increase_L29,5.837930597398373,5
clean_correct_only,Qwen3-8B,1260,actual_rank3_remove,gold_centroid_distance_increase_L35,-236.56446623573157,5
clean_correct_only,Qwen3-8B,1260,centroid_curve_remove,gold_centroid_distance_increase_L35,-276.96101566913313,5
clean_correct_only,Qwen3-8B,1261,actual_rank3_remove,gold_centroid_distance_increase_L29,-33.7634845906617,3
clean_correct_only,Qwen3-8B,1261,centroid_curve_remove,gold_centroid_distance_increase_L29,-217.70738513455123,3
clean_correct_only,Qwen3-8B,1261,actual_rank3_remove,gold_centroid_distance_increase_L35,-1337.1293582220424,3
clean_correct_only,Qwen3-8B,1261,centroid_curve_remove,gold_centroid_distance_increase_L35,1437.1337759710975,3
clean_correct_only,Qwen3-8B,1262,actual_rank3_remove,gold_centroid_distance_increase_L29,-3.5961952333306613,4
clean_correct_only,Qwen3-8B,1262,centroid_curve_remove,gold_centroid_distance_increase_L29,-77.58288805179438,4
clean_correct_only,Qwen3-8B,1262,actual_rank3_remove,gold_centroid_distance_increase_L35,-798.9633079910045,4
clean_correct_only,Qwen3-8B,1262,centroid_curve_remove,gold_centroid_distance_increase_L35,-612.3199059191361,4
clean_correct_only,Qwen3-8B,1263,actual_rank3_remove,gold_centroid_distance_increase_L29,56.03484503807242,3
clean_correct_only,Qwen3-8B,1263,centroid_curve_remove,gold_centroid_distance_increase_L29,-92.0700573859931,3
clean_correct_only,Qwen3-8B,1263,actual_rank3_remove,gold_centroid_distance_increase_L35,103.49594060066738,3
clean_correct_only,Qwen3-8B,1263,centroid_curve_remove,gold_centroid_distance_increase_L35,-436.1557192942316,3
