model,layer,head,discovery_seeds,first_span_mass_mean,ten_span_total_mass_mean,first_share_ratio_of_means,first_share_mean_of_rows,other_nine_span_mass_mean,first_minus_other_mean,span_1_mass,span_2_mass,span_3_mass,span_4_mass,span_5_mass,span_6_mass,span_7_mass,span_8_mass,span_9_mass,span_10_mass,ten_span_mass_profile,first_span_absolute_mass_rank
Gemma4-E4B,5,2,20,0.02356906309723854,0.15192801970988512,0.155133089618656,0.15445323511253722,0.014262106290294063,0.009306956806944478,0.02356906309723854,0.016290207952260972,0.013461723923683167,0.014837069250643254,0.012247224524617194,0.0125379653647542,0.014646905101835727,0.015509387664496898,0.01563394386321306,0.013194528967142105,"[0.02356906309723854, 0.016290207952260972, 0.013461723923683167, 0.014837069250643254, 0.012247224524617194, 0.0125379653647542, 0.014646905101835727, 0.015509387664496898, 0.01563394386321306, 0.013194528967142105]",11
Gemma4-E4B,17,0,20,0.02324679265730083,0.1081302223377861,0.21498885468560847,0.21789534606034194,0.009431492186720587,0.013815300470580244,0.02324679265730083,0.029574229614809155,0.012025743164122105,0.009280126146040856,0.0071493246592581276,0.00644274780061096,0.006619683001190424,0.005085412948392332,0.004336521355435252,0.004369640990626067,"[0.02324679265730083, 0.029574229614809155, 0.012025743164122105, 0.009280126146040856, 0.0071493246592581276, 0.00644274780061096, 0.006619683001190424, 0.005085412948392332, 0.004336521355435252, 0.004369640990626067]",12
Gemma4-E4B,11,4,20,0.022957874718122183,0.041582695325632815,0.5521016504182754,0.5515999851515365,0.0020694245119456255,0.020888450206176558,0.022957874718122183,0.004249641258502379,0.0027971793198958038,0.002186488432926126,0.0015238928273902275,0.0014330305501061957,0.0018366629781667143,0.001352427621895913,0.0016439239960163831,0.0016015736226108856,"[0.022957874718122183, 0.004249641258502379, 0.0027971793198958038, 0.002186488432926126, 0.0015238928273902275, 0.0014330305501061957, 0.0018366629781667143, 0.001352427621895913, 0.0016439239960163831, 0.0016015736226108856]",13
Gemma4-E4B,41,2,20,0.02253609893232351,0.23909547509720142,0.09425564797142952,0.096260080333639,0.024062152907208655,-0.0015260539748851443,0.02253609893232351,0.026967707703079213,0.025536596080928575,0.03354032642673701,0.020987176016933517,0.01921828666636429,0.023461592095554807,0.02428450011429959,0.026291631715503173,0.016271559345477728,"[0.02253609893232351, 0.026967707703079213, 0.025536596080928575, 0.03354032642673701, 0.020987176016933517, 0.01921828666636429, 0.023461592095554807, 0.02428450011429959, 0.026291631715503173, 0.016271559345477728]",14
Gemma4-E4B,11,7,20,0.021695305546745657,0.03860670593567193,0.5619569196837271,0.5649696554150794,0.001879044487658474,0.019816261059087185,0.021695305546745657,0.0036376690492033958,0.0021898015053011476,0.0019937168923206627,0.0014188209315761924,0.0011871932190842926,0.0020315330708399414,0.0013511836528778075,0.001422728190664202,0.0016787538770586252,"[0.021695305546745657, 0.0036376690492033958, 0.0021898015053011476, 0.0019937168923206627, 0.0014188209315761924, 0.0011871932190842926, 0.0020315330708399414, 0.0013511836528778075, 0.001422728190664202, 0.0016787538770586252]",15
Gemma4-E4B,17,7,20,0.021500229835510254,0.08177760409307666,0.2629109775708197,0.26513586757868224,0.006697486028618489,0.014802743806891765,0.021500229835510254,0.01884018536657095,0.008281720988452434,0.00644308056216687,0.005032428214326501,0.004797635274007917,0.0051047638116870075,0.0043569108936935665,0.0038143080659210683,0.003606341080740094,"[0.021500229835510254, 0.01884018536657095, 0.008281720988452434, 0.00644308056216687, 0.005032428214326501, 0.004797635274007917, 0.0051047638116870075, 0.0043569108936935665, 0.0038143080659210683, 0.003606341080740094]",16
Gemma4-E4B,5,1,20,0.0198610938154161,0.13521803992334752,0.1468819828084697,0.14695424264052995,0.012817438456436826,0.007043655358979273,0.0198610938154161,0.014920972008258104,0.0124730623094365,0.0129276302177459,0.010490812198258936,0.012786091840825974,0.013670038478448988,0.013948202040046454,0.01311874189414084,0.01102139512076974,"[0.0198610938154161, 0.014920972008258104, 0.0124730623094365, 0.0129276302177459, 0.010490812198258936, 0.012786091840825974, 0.013670038478448988, 0.013948202040046454, 0.01311874189414084, 0.01102139512076974]",17
Gemma4-E4B,17,2,20,0.01978985785972327,0.09545911061723018,0.2073124056128723,0.21234464253236612,0.008407694750834102,0.011382163108889167,0.01978985785972327,0.02779294424690306,0.010821221867809072,0.009146905119996518,0.006446216063341126,0.005758853064617142,0.005337261402746663,0.0037372466147644447,0.0033903268311405556,0.0032382775461883284,"[0.01978985785972327, 0.02779294424690306, 0.010821221867809072, 0.009146905119996518, 0.006446216063341126, 0.005758853064617142, 0.005337261402746663, 0.0037372466147644447, 0.0033903268311405556, 0.0032382775461883284]",18
Gemma4-E4B,5,3,20,0.018549576634541154,0.14692444839456584,0.12625248443830286,0.12571758117003315,0.014263874640002743,0.004285701994538411,0.018549576634541154,0.016485584419569932,0.015570283730630763,0.01763177152024582,0.013018717855447903,0.014645521339843981,0.010989958152640611,0.013405708366190084,0.01326338559447322,0.013363940780982375,"[0.018549576634541154, 0.016485584419569932, 0.015570283730630763, 0.01763177152024582, 0.013018717855447903, 0.014645521339843981, 0.010989958152640611, 0.013405708366190084, 0.01326338559447322, 0.013363940780982375]",19
Gemma4-E4B,35,1,20,0.017872876627370714,0.4142731018015184,0.043142739776365575,0.04430461131915088,0.044044469463794186,-0.026171592836423473,0.017872876627370714,0.03310122866532765,0.04116336035076529,0.059326194727327676,0.04921922785579227,0.040987831857637505,0.043037315114634114,0.05119227050454356,0.04770349476893898,0.0306693013291806,"[0.017872876627370714, 0.03310122866532765, 0.04116336035076529, 0.059326194727327676, 0.04921922785579227, 0.040987831857637505, 0.043037315114634114, 0.05119227050454356, 0.04770349476893898, 0.0306693013291806]",20
Gemma4-E4B,17,4,20,0.017805510823382064,0.07369949216590611,0.24159611281038126,0.23996215226656603,0.0062104423713915625,0.0115950684519905,0.017805510823382064,0.017603215755661948,0.009161185286939145,0.0068375820541405116,0.004703681037062779,0.004371508792974055,0.004217641024297336,0.0034256914135767148,0.0028243808483239263,0.002749095129547641,"[0.017805510823382064, 0.017603215755661948, 0.009161185286939145, 0.0068375820541405116, 0.004703681037062779, 0.004371508792974055, 0.004217641024297336, 0.0034256914135767148, 0.0028243808483239263, 0.002749095129547641]",21
Gemma4-E4B,29,1,20,0.01689127292484045,0.10141989295952954,0.16654792695926746,0.16854096597819218,0.009392068892743232,0.007499204032097218,0.01689127292484045,0.013848644006066025,0.014274971978738903,0.010949837416410447,0.008365047757979482,0.008560830447822809,0.0075317802606150504,0.007243672752520069,0.007474469626322389,0.0062793657882139085,"[0.01689127292484045, 0.013848644006066025, 0.014274971978738903, 0.010949837416410447, 0.008365047757979482, 0.008560830447822809, 0.0075317802606150504, 0.007243672752520069, 0.007474469626322389, 0.0062793657882139085]",22
Gemma4-E4B,35,7,20,0.016875983320642263,0.44924880381149707,0.03756489316713541,0.03870563032011971,0.04804142449898387,-0.031165441178341604,0.016875983320642263,0.04864012334292056,0.04790029947180301,0.05824268572032452,0.050899978014058433,0.04244426133809611,0.04285539403790608,0.05125891906791367,0.05080579778732499,0.03932536171050742,"[0.016875983320642263, 0.04864012334292056, 0.04790029947180301, 0.05824268572032452, 0.050899978014058433, 0.04244426133809611, 0.04285539403790608, 0.05125891906791367, 0.05080579778732499, 0.03932536171050742]",23
Gemma4-E4B,11,2,20,0.015796019323170186,0.039618127624271436,0.3987068614896631,0.4017729044153092,0.0026469009223445837,0.013149118400825603,0.015796019323170186,0.004254574736114592,0.0030640493088867514,0.00270723730645841,0.002074693392205518,0.0021089180023409425,0.002844360121525824,0.0020686791016487406,0.002464100712677464,0.0022354956192430107,"[0.015796019323170186, 0.004254574736114592, 0.0030640493088867514, 0.00270723730645841, 0.002074693392205518, 0.0021089180023409425, 0.002844360121525824, 0.0020686791016487406, 0.002464100712677464, 0.0022354956192430107]",24
Gemma4-E4B,35,2,20,0.01556000715791015,0.48443312355284435,0.03212003143755464,0.03299181031829748,0.05209701293277046,-0.03653700577486031,0.01556000715791015,0.02907167634439247,0.04259664682031143,0.07406529703584966,0.060930726712103936,0.049827746239316184,0.04667222055140883,0.062402291456237435,0.06202256373526325,0.041283947500051,"[0.01556000715791015, 0.02907167634439247, 0.04259664682031143, 0.07406529703584966, 0.060930726712103936, 0.049827746239316184, 0.04667222055140883, 0.062402291456237435, 0.06202256373526325, 0.041283947500051]",25
Gemma4-E4B,23,1,20,0.01531007345765829,0.11221345816738902,0.13643705227246652,0.1384218736768834,0.010767042745525639,0.0045430307121326514,0.01531007345765829,0.010672200936824083,0.01125996895134449,0.010766979493200778,0.01012953482568264,0.012676480412483215,0.011049285344779492,0.00998092875815928,0.00969005199149251,0.010677953995764256,"[0.01531007345765829, 0.010672200936824083, 0.01125996895134449, 0.010766979493200778, 0.01012953482568264, 0.012676480412483215, 0.011049285344779492, 0.00998092875815928, 0.00969005199149251, 0.010677953995764256]",26
Gemma4-E4B,29,5,20,0.014913423196412623,0.09327922983211463,0.1598793560287111,0.16001937090653642,0.008707311848411337,0.006206111348001286,0.014913423196412623,0.013860245258547366,0.01303361167665571,0.009727828623726963,0.007626887841615826,0.008202956931199878,0.007156950980424881,0.006641221459722147,0.006742820295039564,0.005373283568769693,"[0.014913423196412623, 0.013860245258547366, 0.01303361167665571, 0.009727828623726963, 0.007626887841615826, 0.008202956931199878, 0.007156950980424881, 0.006641221459722147, 0.006742820295039564, 0.005373283568769693]",27
Gemma4-E4B,41,7,20,0.014228002075105906,0.20915319276973607,0.06802670275643366,0.06903894579932358,0.021658354521625574,-0.007430352446519668,0.014228002075105906,0.021302227023988964,0.021168275736272335,0.025477449968457223,0.019942056480795146,0.01986155309714377,0.021197493001818658,0.023113642912358047,0.023591889580711723,0.01927060289308429,"[0.014228002075105906, 0.021302227023988964, 0.021168275736272335, 0.025477449968457223, 0.019942056480795146, 0.01986155309714377, 0.021197493001818658, 0.023113642912358047, 0.023591889580711723, 0.01927060289308429]",28
Gemma4-E4B,23,5,20,0.013731916854158043,0.10944574708119036,0.1254677977022832,0.12812127221274736,0.010634870025225812,0.003097046828932231,0.013731916854158043,0.014287294348469004,0.011772557336371392,0.010657856683246791,0.00946973473764956,0.011427818005904556,0.009997970541007817,0.009492561285151168,0.009481911547482014,0.009126125741750002,"[0.013731916854158043, 0.014287294348469004, 0.011772557336371392, 0.010657856683246791, 0.00946973473764956, 0.011427818005904556, 0.009997970541007817, 0.009492561285151168, 0.009481911547482014, 0.009126125741750002]",29
Gemma4-E4B,29,7,20,0.01337587796151638,0.11888467343524098,0.11251137404858588,0.11260121349730412,0.01172319949708051,0.0016526784644358694,0.01337587796151638,0.016701592318713664,0.017124971281737088,0.013091849349439143,0.010196489468216895,0.010266954358667136,0.009415393508970738,0.010147508140653372,0.010235397797077894,0.008328639250248671,"[0.01337587796151638, 0.016701592318713664, 0.017124971281737088, 0.013091849349439143, 0.010196489468216895, 0.010266954358667136, 0.009415393508970738, 0.010147508140653372, 0.010235397797077894, 0.008328639250248671]",30
Gemma4-E4B,29,2,20,0.012721328088082373,0.33075570235814666,0.038461402168986795,0.03831333340596264,0.035337152696673806,-0.022615824608591434,0.012721328088082373,0.02138873273797799,0.0348780799715314,0.04358483247924596,0.03838898380054161,0.04108867016184377,0.034730053471866994,0.03387630950892344,0.04013980189920403,0.029958910238929094,"[0.012721328088082373, 0.02138873273797799, 0.0348780799715314, 0.04358483247924596, 0.03838898380054161, 0.04108867016184377, 0.034730053471866994, 0.03387630950892344, 0.04013980189920403, 0.029958910238929094]",31
Gemma4-E4B,17,6,20,0.012520634196698665,0.050417570676654574,0.24833870471462913,0.24894510845668183,0.004210770719995101,0.008309863476703564,0.012520634196698665,0.010375672159716487,0.005315443268045783,0.0047302222810685635,0.0034605117980390787,0.0029356264974921943,0.003367065731436014,0.0028247403912246226,0.002467185351997614,0.0024204690009355543,"[0.012520634196698665, 0.010375672159716487, 0.005315443268045783, 0.0047302222810685635, 0.0034605117980390787, 0.0029356264974921943, 0.003367065731436014, 0.0028247403912246226, 0.002467185351997614, 0.0024204690009355543]",32
Gemma4-E4B,17,1,20,0.01174693084321916,0.07502262885682286,0.156578502009542,0.1605739263551354,0.007030633112622632,0.004716297730596528,0.01174693084321916,0.022265965887345373,0.00940812174230814,0.0067227721679955724,0.005439802096225322,0.004754706285893917,0.004969795374199748,0.00370557839050889,0.00303924847394228,0.0029697075951844454,"[0.01174693084321916, 0.022265965887345373, 0.00940812174230814, 0.0067227721679955724, 0.005439802096225322, 0.004754706285893917, 0.004969795374199748, 0.00370557839050889, 0.00303924847394228, 0.0029697075951844454]",33
Gemma4-E4B,41,3,20,0.011463063582777978,0.20728852939791978,0.05530003814525115,0.05701716355348668,0.02175838509057131,-0.010295321507793331,0.011463063582777978,0.020378677314147352,0.019148344360291957,0.0239427886903286,0.021546194888651372,0.024134839233011008,0.022195443138480188,0.021209315955638887,0.0225476186722517,0.020722243562340738,"[0.011463063582777978, 0.020378677314147352, 0.019148344360291957, 0.0239427886903286, 0.021546194888651372, 0.024134839233011008, 0.022195443138480188, 0.021209315955638887, 0.0225476186722517, 0.020722243562340738]",34
Gemma4-E4B,23,7,20,0.011109346151351928,0.08146843062713743,0.13636381682859328,0.13670393436146527,0.007817676052865055,0.003291670098486873,0.011109346151351928,0.009690147638320924,0.008060896210372448,0.007301011309027672,0.0072064845822751526,0.007865320704877377,0.007368866540491581,0.007648496329784394,0.007714586518704891,0.007503274641931057,"[0.011109346151351928, 0.009690147638320924, 0.008060896210372448, 0.007301011309027672, 0.0072064845822751526, 0.007865320704877377, 0.007368866540491581, 0.007648496329784394, 0.007714586518704891, 0.007503274641931057]",35
Gemma4-E4B,35,3,20,0.009661369548121001,0.4764172325780237,0.020279219321771156,0.020800093309343147,0.05186176255887808,-0.04220039301075708,0.009661369548121001,0.022755333368513674,0.05376264227525098,0.0851642007342889,0.061455056515842446,0.045669782875847886,0.04564582384482492,0.05712196287931874,0.06044293203322013,0.03473812850279501,"[0.009661369548121001, 0.022755333368513674, 0.05376264227525098, 0.0851642007342889, 0.061455056515842446, 0.045669782875847886, 0.04564582384482492, 0.05712196287931874, 0.06044293203322013, 0.03473812850279501]",36
Gemma4-E4B,35,5,20,0.009493123274296522,0.053926000522915275,0.17603981719843143,0.17552765267578688,0.00493698636095764,0.0045561369133388825,0.009493123274296522,0.009302737179677934,0.006843033037148416,0.005438710679300129,0.004516668140422553,0.003916770196519792,0.003865653951652348,0.0037972786114551125,0.003744443762116134,0.003007581690326333,"[0.009493123274296522, 0.009302737179677934, 0.006843033037148416, 0.005438710679300129, 0.004516668140422553, 0.003916770196519792, 0.003865653951652348, 0.0037972786114551125, 0.003744443762116134, 0.003007581690326333]",37
Gemma4-E4B,5,4,20,0.009458924829959869,0.055137171316891914,0.17155259517388438,0.16791882151778187,0.005075360720770227,0.004383564109189642,0.009458924829959869,0.005556032806634903,0.004376675933599472,0.005186125822365284,0.0043512978591024876,0.0046232793480157856,0.0059403091669082645,0.004776434972882271,0.005539986491203308,0.005328104086220265,"[0.009458924829959869, 0.005556032806634903, 0.004376675933599472, 0.005186125822365284, 0.0043512978591024876, 0.0046232793480157856, 0.0059403091669082645, 0.004776434972882271, 0.005539986491203308, 0.005328104086220265]",38
Gemma4-E4B,29,4,20,0.009345703944563865,0.39132086439094566,0.02388245758147749,0.024354230679888608,0.042441684494042425,-0.03309598054947856,0.009345703944563865,0.03329582926235162,0.05478694375924533,0.05435793931246735,0.046196865441743284,0.04422125632081588,0.0396413802227471,0.03756710113593727,0.04415272591868415,0.02775511907238979,"[0.009345703944563865, 0.03329582926235162, 0.05478694375924533, 0.05435793931246735, 0.046196865441743284, 0.04422125632081588, 0.0396413802227471, 0.03756710113593727, 0.04415272591868415, 0.02775511907238979]",39
Gemma4-E4B,35,0,20,0.00896471626474522,0.2959215092007071,0.03029423676892967,0.031233954310677416,0.03188408810399576,-0.02291937183925054,0.00896471626474522,0.023769815897685474,0.030113322992110624,0.04524404555559158,0.03539505357912276,0.03431014722737018,0.026498593454016374,0.030472637549974025,0.037695652616093867,0.02345752406399697,"[0.00896471626474522, 0.023769815897685474, 0.030113322992110624, 0.04524404555559158, 0.03539505357912276, 0.03431014722737018, 0.026498593454016374, 0.030472637549974025, 0.037695652616093867, 0.02345752406399697]",40
Gemma4-E4B,29,3,20,0.008314093202352523,0.036837780382484205,0.22569473828303038,0.22375530013068246,0.0031692985755701853,0.005144794626782338,0.008314093202352523,0.0061603901907801625,0.0043804261833429335,0.0032293443568050862,0.0026830460876226423,0.0028878478333353996,0.0024428235366940497,0.0024651073850691318,0.0022988828830420973,0.0019758187234401705,"[0.008314093202352523, 0.0061603901907801625, 0.0043804261833429335, 0.0032293443568050862, 0.0026830460876226423, 0.0028878478333353996, 0.0024428235366940497, 0.0024651073850691318, 0.0022988828830420973, 0.0019758187234401705]",41
Gemma4-E4B,11,5,20,0.0069500643003266305,0.012707519127434355,0.5469253463740288,0.5462520098719421,0.0006397172030119691,0.0063103470973146615,0.0069500643003266305,0.0014361625969286252,0.0007808609932908439,0.0007397344302717101,0.0004738226770314213,0.000522859739339765,0.0005001508785881015,0.0003915211548701336,0.0004046931616812799,0.0005076491951058415,"[0.0069500643003266305, 0.0014361625969286252, 0.0007808609932908439, 0.0007397344302717101, 0.0004738226770314213, 0.000522859739339765, 0.0005001508785881015, 0.0003915211548701336, 0.0004046931616812799, 0.0005076491951058415]",42
Gemma4-E4B,17,5,20,0.006890952789399307,0.03147608057179241,0.21892664728958344,0.22308490200290731,0.0027316808647103443,0.0041592719246889625,0.006890952789399307,0.008251893693523017,0.003394050186034292,0.0029151522194297286,0.0020006051789096093,0.0018138398263545241,0.0019177065142685023,0.0016154412674950435,0.0013170492020435631,0.0013593896943348226,"[0.006890952789399307, 0.008251893693523017, 0.003394050186034292, 0.0029151522194297286, 0.0020006051789096093, 0.0018138398263545241, 0.0019177065142685023, 0.0016154412674950435, 0.0013170492020435631, 0.0013593896943348226]",43
Gemma4-E4B,5,7,20,0.0068865704350173475,0.04393686058174353,0.15673788121946128,0.15478540143804526,0.0041166989051917985,0.002769871529825549,0.0068865704350173475,0.004846678237663582,0.004408646051888354,0.003951664530904964,0.003267932316521183,0.004289732477627694,0.004049438668880611,0.004459780338220298,0.004141455865465105,0.003634961659554392,"[0.0068865704350173475, 0.004846678237663582, 0.004408646051888354, 0.003951664530904964, 0.003267932316521183, 0.004289732477627694, 0.004049438668880611, 0.004459780338220298, 0.004141455865465105, 0.003634961659554392]",44
Gemma4-E4B,5,0,20,0.006005923938937485,0.04102171141421422,0.14640841963644655,0.14649541188365361,0.003890643052808526,0.002115280886128959,0.006005923938937485,0.004405942850280553,0.003851356217637658,0.004019721806980669,0.003245992469601333,0.0037125930073671045,0.00387611142359674,0.004009162762667984,0.004154835396911949,0.0037400715402327476,"[0.006005923938937485, 0.004405942850280553, 0.003851356217637658, 0.004019721806980669, 0.003245992469601333, 0.0037125930073671045, 0.00387611142359674, 0.004009162762667984, 0.004154835396911949, 0.0037400715402327476]",45
Gemma4-E4B,11,1,20,0.005337638724449789,0.0170783463063799,0.31253838215330165,0.3212332375610926,0.001304523064658901,0.004033115659790888,0.005337638724449789,0.0021479847701812104,0.0015018159320334234,0.0014931539235931268,0.0011075016013364803,0.0009168115447664605,0.0013215704947469931,0.0009625460850202217,0.0011533158629390527,0.001136007367313141,"[0.005337638724449789, 0.0021479847701812104, 0.0015018159320334234, 0.0014931539235931268, 0.0011075016013364803, 0.0009168115447664605, 0.0013215704947469931, 0.0009625460850202217, 0.0011533158629390527, 0.001136007367313141]",46
Gemma4-E4B,5,5,20,0.004509490239433945,0.027081024918152254,0.16651844799312818,0.16657301084816534,0.0025079482976353676,0.002001541941798577,0.004509490239433945,0.0030819956111372447,0.0024004892795346676,0.0024743212619796396,0.0022195497993379833,0.0021721145538322164,0.0024581389006925747,0.002547036552277859,0.0030019590354640967,0.002215929684462026,"[0.004509490239433945, 0.0030819956111372447, 0.0024004892795346676, 0.0024743212619796396, 0.0022195497993379833, 0.0021721145538322164, 0.0024581389006925747, 0.002547036552277859, 0.0030019590354640967, 0.002215929684462026]",47
Gemma4-E4B,41,6,20,0.0044627122581005095,0.027766568493098023,0.160722498324192,0.15892433517295732,0.002589317359444168,0.0018733948986563416,0.0044627122581005095,0.0033382033929228784,0.0028201685287058353,0.0024606642313301564,0.0025012238882482054,0.0023555618710815905,0.002515919506549835,0.002411169558763504,0.0025068466551601888,0.002394098602235317,"[0.0044627122581005095, 0.0033382033929228784, 0.0028201685287058353, 0.0024606642313301564, 0.0025012238882482054, 0.0023555618710815905, 0.002515919506549835, 0.002411169558763504, 0.0025068466551601888, 0.002394098602235317]",48
Gemma4-E4B,35,4,20,0.0035826964303851128,0.02382395183667541,0.15038212194795436,0.15136127441851363,0.0022490283784766993,0.0013336680519084134,0.0035826964303851128,0.0028950332663953303,0.002504496229812503,0.0021736816968768837,0.001933624129742384,0.0020539114251732827,0.002123071998357773,0.002300613932311535,0.002337667252868414,0.0019191554747521877,"[0.0035826964303851128, 0.0028950332663953303, 0.002504496229812503, 0.0021736816968768837, 0.001933624129742384, 0.0020539114251732827, 0.002123071998357773, 0.002300613932311535, 0.002337667252868414, 0.0019191554747521877]",49
Gemma4-E4B,11,3,20,0.0032827119139255956,0.006366505276673706,0.5156222717592259,0.5187292995531513,0.0003426437069720123,0.0029400682069535833,0.0032827119139255956,0.0008272065635537729,0.0004349291200924199,0.00038018167397240176,0.0002575908576545771,0.00023375989803753328,0.00030060444987611845,0.0001739066239679232,0.000233013747856603,0.00024260042773676104,"[0.0032827119139255956, 0.0008272065635537729, 0.0004349291200924199, 0.00038018167397240176, 0.0002575908576545771, 0.00023375989803753328, 0.00030060444987611845, 0.0001739066239679232, 0.000233013747856603, 0.00024260042773676104]",50
