model_label,seed,receiver_count,donor_count,support,condition,source_layer,target_layer,replacement_delta_norm,clean_donor_log_odds,condition_donor_log_odds,donor_log_odds_gain,target_donor_fraction,argmax_token_changed
Gemma4-E4B,1260,2,1,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-10.75,-10.75,0.0,0.0,0
Gemma4-E4B,1260,2,1,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-10.75,7.375,18.125,0.9573540687561035,1
Gemma4-E4B,1260,2,1,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-10.75,13.625,24.375,1.8056755065917969,1
Gemma4-E4B,1260,2,1,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-10.75,-10.125,0.625,0.0027311344165354967,0
Gemma4-E4B,1260,5,6,legacy_endpoint,aligned_dose_1,36,37,1.328568458557129,-2.5,-2.5,0.0,0.0,0
Gemma4-E4B,1260,5,6,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,-2.5,-2.5,0.0,0.0,0
Gemma4-E4B,1260,5,6,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,-2.5,-2.5,0.0,0.0,0
Gemma4-E4B,1260,5,6,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,-2.5,-2.375,0.125,0.979056715965271,1
Gemma4-E4B,1260,5,6,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,-2.5,-2.0,0.5,1.9483500719070435,1
Gemma4-E4B,1260,5,6,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,-2.5,-2.875,-0.375,-0.05374592915177345,1
Gemma4-E4B,1260,6,5,legacy_endpoint,aligned_dose_1,36,37,1.328568458557129,1.875,1.875,0.0,0.0,0
Gemma4-E4B,1260,6,5,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,1.875,1.875,0.0,0.0,0
Gemma4-E4B,1260,6,5,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,1.875,1.875,0.0,0.0,0
Gemma4-E4B,1260,6,5,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,1.875,2.375,0.5,0.9540467858314514,1
Gemma4-E4B,1260,6,5,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,1.875,2.5,0.625,1.9245610237121582,1
Gemma4-E4B,1260,6,5,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,1.875,2.125,0.25,0.018541479483246803,0
Gemma4-E4B,1261,1,2,legacy_endpoint,aligned_dose_1,36,37,43.86327362060547,-12.8125,-12.8125,0.0,0.0,0
Gemma4-E4B,1261,1,2,legacy_endpoint,aligned_dose_2,36,37,87.72654724121094,-12.8125,-12.8125,0.0,0.0,0
Gemma4-E4B,1261,1,2,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-12.8125,-12.8125,0.0,0.0,0
Gemma4-E4B,1261,1,2,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-12.8125,12.25,25.0625,1.014220952987671,1
Gemma4-E4B,1261,1,2,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-12.8125,15.9375,28.75,1.5345747470855713,1
Gemma4-E4B,1261,1,2,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-12.8125,-7.25,5.5625,0.013054580427706242,0
Gemma4-E4B,1261,2,1,legacy_endpoint,aligned_dose_1,36,37,43.86327362060547,-14.1875,-14.1875,0.0,0.0,0
Gemma4-E4B,1261,2,1,legacy_endpoint,aligned_dose_2,36,37,87.72654724121094,-14.1875,-14.1875,0.0,0.0,0
Gemma4-E4B,1261,2,1,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-14.1875,-14.1875,0.0,0.0,0
Gemma4-E4B,1261,2,1,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-14.1875,12.9375,27.125,1.041019082069397,1
Gemma4-E4B,1261,2,1,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-14.1875,18.5625,32.75,1.8367772102355957,1
Gemma4-E4B,1261,2,1,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-14.1875,-13.25,0.9375,0.011179502122104168,0
Gemma4-E4B,1261,5,6,legacy_endpoint,aligned_dose_1,36,37,1.3285670280456543,-3.625,-3.625,0.0,0.0,0
Gemma4-E4B,1261,5,6,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,-3.625,-3.625,0.0,0.0,0
Gemma4-E4B,1261,5,6,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,-3.625,-3.625,0.0,0.0,0
Gemma4-E4B,1261,5,6,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,-3.625,-3.5,0.125,1.0106250047683716,0
Gemma4-E4B,1261,5,6,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,-3.625,-3.25,0.375,2.014011859893799,0
Gemma4-E4B,1261,5,6,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,-3.625,-4.25,-0.625,-0.04953586310148239,0
Gemma4-E4B,1261,6,5,legacy_endpoint,aligned_dose_1,36,37,1.3285670280456543,3.375,3.375,0.0,0.0,0
Gemma4-E4B,1261,6,5,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,3.375,3.375,0.0,0.0,0
Gemma4-E4B,1261,6,5,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,3.375,3.375,0.0,0.0,0
Gemma4-E4B,1261,6,5,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,3.375,3.25,-0.125,0.9861677885055542,0
Gemma4-E4B,1261,6,5,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,3.375,3.625,0.25,2.0095677375793457,0
Gemma4-E4B,1261,6,5,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,3.375,3.5,0.125,0.028674859553575516,0
Gemma4-E4B,1262,1,2,legacy_endpoint,aligned_dose_1,36,37,43.86327362060547,-10.0,-10.0,0.0,0.0,0
Gemma4-E4B,1262,1,2,legacy_endpoint,aligned_dose_2,36,37,87.72654724121094,-10.0,-10.0,0.0,0.0,0
Gemma4-E4B,1262,1,2,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-10.0,-10.0,0.0,0.0,0
Gemma4-E4B,1262,1,2,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-10.0,11.625,21.625,0.996829628944397,1
Gemma4-E4B,1262,1,2,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-10.0,15.875,25.875,1.5054384469985962,1
Gemma4-E4B,1262,1,2,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-10.0,-5.25,4.75,0.016217613592743874,0
Gemma4-E4B,1262,2,1,legacy_endpoint,aligned_dose_1,36,37,43.86327362060547,-10.25,-10.25,0.0,0.0,0
Gemma4-E4B,1262,2,1,legacy_endpoint,aligned_dose_2,36,37,87.72654724121094,-10.25,-10.25,0.0,0.0,0
Gemma4-E4B,1262,2,1,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-10.25,-10.25,0.0,0.0,0
Gemma4-E4B,1262,2,1,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-10.25,8.125,18.375,0.9384404420852661,1
Gemma4-E4B,1262,2,1,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-10.25,13.3125,23.5625,1.794427752494812,1
Gemma4-E4B,1262,2,1,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-10.25,-9.375,0.875,-0.002449189545586705,0
Gemma4-E4B,1262,5,6,legacy_endpoint,aligned_dose_1,36,37,1.3285670280456543,-4.25,-4.25,0.0,0.0,0
Gemma4-E4B,1262,5,6,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,-4.25,-4.25,0.0,0.0,0
Gemma4-E4B,1262,5,6,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,-4.25,-4.25,0.0,0.0,0
Gemma4-E4B,1262,5,6,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,-4.25,-3.625,0.625,0.9479184746742249,0
Gemma4-E4B,1262,5,6,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,-4.25,-2.375,1.875,1.8597095012664795,0
Gemma4-E4B,1262,5,6,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,-4.25,-4.5,-0.25,-0.02605586312711239,0
Gemma4-E4B,1262,6,5,legacy_endpoint,aligned_dose_1,36,37,1.328568458557129,2.875,2.875,0.0,0.0,0
Gemma4-E4B,1262,6,5,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,2.875,2.875,0.0,0.0,0
Gemma4-E4B,1262,6,5,legacy_endpoint,matched_orthogonal,36,37,1.3285679817199707,2.875,2.875,0.0,0.0,0
Gemma4-E4B,1262,6,5,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,2.875,3.75,0.875,0.9551095366477966,0
Gemma4-E4B,1262,6,5,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,2.875,3.75,0.875,1.9269286394119263,1
Gemma4-E4B,1262,6,5,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,2.875,3.25,0.375,0.034619010984897614,0
Gemma4-E4B,1263,1,2,legacy_endpoint,aligned_dose_1,36,37,43.86327362060547,-10.875,-10.875,0.0,0.0,0
Gemma4-E4B,1263,1,2,legacy_endpoint,aligned_dose_2,36,37,87.72654724121094,-10.875,-10.875,0.0,0.0,0
Gemma4-E4B,1263,1,2,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-10.875,-10.875,0.0,0.0,0
Gemma4-E4B,1263,1,2,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-10.875,11.75,22.625,0.9987112879753113,1
Gemma4-E4B,1263,1,2,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-10.875,16.125,27.0,1.507205605506897,1
Gemma4-E4B,1263,1,2,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-10.875,-5.5,5.375,0.019326280802488327,0
Gemma4-E4B,1263,2,1,legacy_endpoint,aligned_dose_1,36,37,43.86327362060547,-11.875,-11.875,0.0,0.0,0
Gemma4-E4B,1263,2,1,legacy_endpoint,aligned_dose_2,36,37,87.72654724121094,-11.875,-11.875,0.0,0.0,0
Gemma4-E4B,1263,2,1,legacy_endpoint,matched_orthogonal,36,37,43.86327362060547,-11.875,-11.875,0.0,0.0,0
Gemma4-E4B,1263,2,1,answer_query_relay,aligned_dose_1,36,37,42.12356185913086,-11.875,11.0,22.875,1.0176920890808105,1
Gemma4-E4B,1263,2,1,answer_query_relay,aligned_dose_2,36,37,84.24712371826172,-11.875,16.4375,28.3125,1.824995994567871,1
Gemma4-E4B,1263,2,1,answer_query_relay,matched_orthogonal,36,37,42.123565673828125,-11.875,-10.875,1.0,0.017222141847014427,0
Gemma4-E4B,1263,5,6,legacy_endpoint,aligned_dose_1,36,37,1.3285671472549438,-3.875,-3.875,0.0,0.0,0
Gemma4-E4B,1263,5,6,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,-3.875,-3.875,0.0,0.0,0
Gemma4-E4B,1263,5,6,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,-3.875,-3.875,0.0,0.0,0
Gemma4-E4B,1263,5,6,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,-3.875,-3.5,0.375,0.9670692682266235,0
Gemma4-E4B,1263,5,6,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,-3.875,-3.0,0.875,1.9340553283691406,0
Gemma4-E4B,1263,5,6,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,-3.875,-4.125,-0.25,-0.026069598272442818,0
Gemma4-E4B,1263,6,5,legacy_endpoint,aligned_dose_1,36,37,1.3285670280456543,3.125,3.125,0.0,0.0,0
Gemma4-E4B,1263,6,5,legacy_endpoint,aligned_dose_2,36,37,2.657136917114258,3.125,3.125,0.0,0.0,0
Gemma4-E4B,1263,6,5,legacy_endpoint,matched_orthogonal,36,37,1.3285681009292603,3.125,3.125,0.0,0.0,0
Gemma4-E4B,1263,6,5,answer_query_relay,aligned_dose_1,36,37,4.872707366943359,3.125,3.5,0.375,0.9612554907798767,0
Gemma4-E4B,1263,6,5,answer_query_relay,aligned_dose_2,36,37,9.745416641235352,3.125,3.875,0.75,1.9533448219299316,0
Gemma4-E4B,1263,6,5,answer_query_relay,matched_orthogonal,36,37,4.872709274291992,3.125,3.5,0.375,0.02093169279396534,0
