model_label,grammar_class,layer,rows,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Gemma4-E4B,same_unit_rank_before_city,28,508,0.4079825907539879,0.4181069675257231,0.4130447791398555,296,5,16,16,0.45124137124137126,0.41752310752310756,0.2005164944593093,-6.978498965698856,2.4725213050842285,12.330762672424317,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,29,508,0.42941134460059854,0.44278111774166906,0.43609623117113383,296,5,16,16,0.36523575523575524,0.34246109746109743,0.20768118669414887,-6.826028433059184,2.535247325897217,12.207400035858154,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,30,508,0.387747236977238,0.39352978203872047,0.39063850950797924,296,5,16,16,0.35175558675558677,0.3222031122031122,0.203425497125876,-6.9159461401362705,2.553192138671875,12.550993728637696,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,31,508,0.40228075020145326,0.3812666070490899,0.39177367862527157,296,5,16,16,0.3408710658710659,0.30852053352053355,0.18528136024152714,-7.321682695717166,2.3280909061431885,12.56516523361206,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,32,508,0.3817175356070166,0.3377074861584999,0.35971251088275824,296,5,16,16,0.3616619866619866,0.3033140283140283,0.1783270395790742,-7.487828001244845,2.2792623043060303,12.781361198425293,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,33,508,0.3919704673639931,0.3863707921213165,0.3891706297426548,296,5,16,16,0.40507137007137006,0.36911781911781916,0.1903416702245642,-7.204661241275899,2.4086971282958984,12.654596996307372,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,34,508,0.3904590013578329,0.3808592357309026,0.38565911854436774,296,5,16,16,0.4068521118521119,0.3446876096876097,0.1898089984738041,-7.216832023677241,2.311713695526123,12.179157543182374,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,35,508,0.38612369200704366,0.38215358218653933,0.3841386370967915,296,5,16,16,0.40988943488943497,0.36502223002223005,0.19358911585204178,-7.131190636509556,2.2869701385498047,11.813526439666749,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,36,508,0.37928556355601195,0.35462364968506976,0.36695460662054086,296,5,16,16,0.35098338598338596,0.4190107640107641,0.1870980659201485,-7.27930701888277,2.2157492637634277,11.842716026306153,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,37,508,0.3670475789650862,0.3428202830429935,0.35493393100403986,296,5,16,16,0.33685211185211184,0.42338013338013336,0.18501827935594117,-7.3278536223889565,2.21110200881958,11.950721931457519,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,38,508,0.3667008502252685,0.34055401297786203,0.3536274316015653,296,5,16,16,0.34870363870363874,0.33498946998947005,0.1816635479814628,-7.407322080727488,2.194666624069214,12.080941104888916,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,39,508,0.35918011436137876,0.3283479612332104,0.3437640377972946,296,5,16,16,0.3546805896805897,0.3191336141336142,0.18206550020217,-7.397723413622152,2.175178050994873,11.947228050231933,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,40,508,0.36977400896506063,0.3462834109143907,0.3580287099397257,296,5,16,16,0.33653328653328657,0.38747864747864746,0.1850727698482535,-7.326574752210966,2.1977391242980957,11.874999904632569,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,41,508,0.362857567906005,0.33947449673705543,0.3511660323215302,296,5,16,16,0.3302029952029952,0.3548654498654499,0.1805691250416783,-7.43356506349919,2.1780495643615723,12.062137222290039,212,10,2,44,16,0.1
