model_label,layer,metric,primary_layer,estimand,mean,ci95_low,ci95_high,p_value,seed_count,holm_p_primary_family
Gemma4-E4B,19,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.1,-0.18,-0.02,0.125,10,
Gemma4-E4B,19,nearest_centroid_accuracy,False,specificity,-0.04,-0.1,0.0,0.5,10,
Gemma4-E4B,19,normalized_noise,False,needle_only_improvement,-1.4930946711929298,-1.6375889948105553,-1.322102831225098,0.001953125,10,
Gemma4-E4B,19,normalized_noise,False,matched_nonneedle_improvement,-1.5440816099142012,-1.7012632427287067,-1.3665203965284354,0.001953125,10,
Gemma4-E4B,19,normalized_noise,False,specificity,0.05098693872127136,-0.051376014078001034,0.1533689014249963,0.369140625,10,
Gemma4-E4B,20,continuous_absolute_error,False,needle_only_improvement,-2.6996739391499665,-3.2179764360112815,-2.1916778707131535,0.001953125,10,
Gemma4-E4B,20,continuous_absolute_error,False,matched_nonneedle_improvement,-2.1651508791245986,-2.444167780220428,-1.878911454702992,0.001953125,10,
Gemma4-E4B,20,continuous_absolute_error,False,specificity,-0.5345230600253675,-0.941067119316262,-0.17147755087715272,0.021484375,10,
Gemma4-E4B,20,nearest_centroid_accuracy,False,needle_only_improvement,-0.13999999999999999,-0.28,-0.019999999999999997,0.15625,10,
Gemma4-E4B,20,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.13999999999999999,-0.24000000000000005,-0.04,0.0625,10,
Gemma4-E4B,20,nearest_centroid_accuracy,False,specificity,0.0,-0.12,0.12000000000000002,1.0,10,
Gemma4-E4B,20,normalized_noise,False,needle_only_improvement,-1.484945398651068,-1.6051763909928292,-1.3318486514312589,0.001953125,10,
Gemma4-E4B,20,normalized_noise,False,matched_nonneedle_improvement,-1.5751480021938011,-1.7054532011478618,-1.4199828246470296,0.001953125,10,
Gemma4-E4B,20,normalized_noise,False,specificity,0.09020260354273316,0.024621356009514938,0.16017761105490372,0.03125,10,
Gemma4-E4B,21,continuous_absolute_error,False,needle_only_improvement,-2.3788350712422472,-2.65461116622196,-2.0775990619319566,0.001953125,10,
Gemma4-E4B,21,continuous_absolute_error,False,matched_nonneedle_improvement,-2.219143175280094,-2.5072455623531535,-1.955475642711399,0.001953125,10,
Gemma4-E4B,21,continuous_absolute_error,False,specificity,-0.15969189596215355,-0.3837691781333436,0.0706747579126292,0.22265625,10,
Gemma4-E4B,21,nearest_centroid_accuracy,False,needle_only_improvement,-0.12000000000000002,-0.22000000000000003,-0.02,0.125,10,
Gemma4-E4B,21,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.18000000000000002,-0.26000000000000006,-0.1,0.015625,10,
Gemma4-E4B,21,nearest_centroid_accuracy,False,specificity,0.06000000000000001,0.0,0.12,0.25,10,
Gemma4-E4B,21,normalized_noise,False,needle_only_improvement,-1.3941686595188867,-1.5344931471212848,-1.211522435172446,0.001953125,10,
Gemma4-E4B,21,normalized_noise,False,matched_nonneedle_improvement,-1.7608566776988421,-1.8744484653541393,-1.622144967717882,0.001953125,10,
Gemma4-E4B,21,normalized_noise,False,specificity,0.36668801817995544,0.28927106967684707,0.4450810007046632,0.001953125,10,
Gemma4-E4B,22,continuous_absolute_error,False,needle_only_improvement,-0.9800050022050512,-1.1713432876048837,-0.7883240932231343,0.001953125,10,
Gemma4-E4B,22,continuous_absolute_error,False,matched_nonneedle_improvement,-1.0609197195155171,-1.3161239152229012,-0.81114288748973,0.001953125,10,
Gemma4-E4B,22,continuous_absolute_error,False,specificity,0.08091471731046584,-0.19214273132247728,0.2949303753388492,0.552734375,10,
Gemma4-E4B,22,nearest_centroid_accuracy,False,needle_only_improvement,-0.18,-0.30000000000000004,-0.07999999999999999,0.03125,10,
